id|nat|tipo|materia|nomeNovo
961|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
962|02 - Estudos e concursos||Portugues|Alemao comparacao wie als
963|02 - Estudos e concursos||Direito Processual Civil|Estudos em homenagem Professor Carlos Alberto Alvaro Oliveira
964|01 - Juridico|Acordaos e decisoes|Administrativo|Compilacao Informativos Terceira Secao STJ 2012 2011
965|01 - Juridico|Recursos|Civel|Edital Citacao Cobranca Condominio Edificio Satelite Belo Horizonte MG 2011
966|01 - Juridico|Pareceres e notas tecnicas|Familia e Sucessoes|Direito Sucessorio Companheira Jurisprudencia Brasileira
967|01 - Juridico|Despachos e votos|Administrativo|Embargos Execucao URV Reajuste Vencimentos Classe 11102
968|05 - Diversos (a revisar)||Outros|Guia Viagem Hawaii
969|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
970|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
971|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
972|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
973|01 - Juridico|Recursos|Administrativo|Mandado Seguranca Concurso Publico OAB MG 2008
974|01 - Juridico|Acordaos e decisoes|Civel|Apelacao Civel Embargos Declaracao ICMS ECT 2003
975|01 - Juridico|Despachos e votos|Administrativo|Acao Ordinaria Reajuste Indices UFMG 2006
976|05 - Diversos (a revisar)||Outros|Pre roteiro apresentacao visual
977|01 - Juridico|Despachos e votos|Ambiental|Sentenca Fauna Silvestre Apreensao
978|01 - Juridico|Despachos e votos|Penal|Execucao Penal Prescricao Homicidio Jose Antonio Pereira 2006
979|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
980|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
981|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
982|01 - Juridico|Recursos|Administrativo|Acao Ordinaria FGTS Correcao Monetaria Caixa Economica 2007
983|02 - Estudos e concursos||Direito Penal|Obras Tomo II Bernd Schunemann Derecho Penal
984|01 - Juridico|Despachos e votos|Administrativo|Embargos Execucao URV 11,98 Percent Administrativo 2004
985|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
986|01 - Juridico|Recursos|Administrativo|Mandado Seguranca Embargos Declaracao OAB Ordem Advogados 2008
987|01 - Juridico|Acordaos e decisoes|Eleitoral|Acordao Recurso Especial Eleitoral 669 12 2012 Cajamar SP
988|03 - Administrativo||Contratos e termos|Contrato Temporario Gestao Pessoas Servicos Brasilia GO
989|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
990|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
991|01 - Juridico|Despachos e votos|Administrativo|Embargos Execucao Federal Excesso Execucao 2007
992|01 - Juridico|Recursos|Administrativo|Acao Ordinaria Servicos Publicos GDATA 2008
993|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
994|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
995|03 - Administrativo||Listas e planilhas|Plano Carreiras Cargos Salarios ECT Auxiliar Administrativo
996|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
997|01 - Juridico|Recursos|Civel|Acao Ordinaria Rescisao Contrato Imovel Residencial Espanha Belo Horizonte
998|05 - Diversos (a revisar)||Outros|arquivo tecnico ilegivel
999|01 - Juridico|Pareceres e notas tecnicas|Administrativo|Parecer Tecnico 2385 2013 ECT PCCS 95
1000|01 - Juridico|Recursos|Administrativo|Acao Ordinaria Incorporacao Gratificacao Cargo Comissao Lei 8112 90
