id|nat|tipo|materia|nomeNovo
1|05 - Diversos (a revisar)|||022775-9
2|05 - Diversos (a revisar)|||022776-2
3|05 - Diversos (a revisar)|||022958-8
4|05 - Diversos (a revisar)|||022968-7
5|05 - Diversos (a revisar)|||022972-8
6|05 - Diversos (a revisar)|||022984-0
7|05 - Diversos (a revisar)|||022990-3
8|05 - Diversos (a revisar)|||023042-1
9|05 - Diversos (a revisar)|||023057-5
10|05 - Diversos (a revisar)|||023216-8
11|05 - Diversos (a revisar)|||023250-0
12|05 - Diversos (a revisar)|||023282-1
13|05 - Diversos (a revisar)|||023323-1
14|05 - Diversos (a revisar)|||023406-5
15|05 - Diversos (a revisar)|||023534-1
16|05 - Diversos (a revisar)|||023630-2
17|05 - Diversos (a revisar)|||023704-0
18|05 - Diversos (a revisar)|||023750-6
19|05 - Diversos (a revisar)|||023876-5
20|05 - Diversos (a revisar)|||023885-8
21|05 - Diversos (a revisar)|||024018-9
22|05 - Diversos (a revisar)|||024042-9
23|05 - Diversos (a revisar)|||024115-3
24|05 - Diversos (a revisar)|||024131-0
25|05 - Diversos (a revisar)|||024278-9
26|05 - Diversos (a revisar)|||024302-9
27|05 - Diversos (a revisar)|||024346-2
28|05 - Diversos (a revisar)|||024364-6
29|05 - Diversos (a revisar)|||024422-4
30|05 - Diversos (a revisar)|||024424-1
31|05 - Diversos (a revisar)|||024454-5
32|05 - Diversos (a revisar)|||024479-0
33|05 - Diversos (a revisar)|||024534-6
34|05 - Diversos (a revisar)|||024598-3
35|05 - Diversos (a revisar)|||024646-4
36|05 - Diversos (a revisar)|||024652-6
37|05 - Diversos (a revisar)|||024699-9
38|05 - Diversos (a revisar)|||024722-6
39|05 - Diversos (a revisar)|||024800-5
40|05 - Diversos (a revisar)|||024840-6
41|05 - Diversos (a revisar)|||024918-5
42|05 - Diversos (a revisar)|||024942-8
43|05 - Diversos (a revisar)|||025072-4
44|05 - Diversos (a revisar)|||025106-9
45|05 - Diversos (a revisar)|||025164-8
46|05 - Diversos (a revisar)|||025198-0
47|05 - Diversos (a revisar)|||025246-1
48|05 - Diversos (a revisar)|||025309-5
49|05 - Diversos (a revisar)|||025356-9
50|05 - Diversos (a revisar)|||025378-8
51|05 - Diversos (a revisar)|||025590-9
52|05 - Diversos (a revisar)|||025640-3
53|05 - Diversos (a revisar)|||025652-6
54|05 - Diversos (a revisar)|||025755-0
55|05 - Diversos (a revisar)|||025792-6
56|05 - Diversos (a revisar)|||025852-3
57|05 - Diversos (a revisar)|||documento 02-02-2016
58|05 - Diversos (a revisar)|||documento 02-03-2012
59|05 - Diversos (a revisar)|||documento 02-04-2012
60|05 - Diversos (a revisar)|||documento 02-04-2014
61|05 - Diversos (a revisar)|||documento 02-06-2014
62|05 - Diversos (a revisar)|||documento 02-07-2014 - PROT 10685 e 10686
63|05 - Diversos (a revisar)|||documento 02-07-2014 - PROT 10690
64|05 - Diversos (a revisar)|||documento 02-07-2014
65|05 - Diversos (a revisar)|||documento 02-07-2015
66|05 - Diversos (a revisar)|||documento 02-09-2014
67|05 - Diversos (a revisar)|||documento 02-09-2016 - PROT 13638 13649 e 13651
68|05 - Diversos (a revisar)|||documento 02-10-2014
69|05 - Diversos (a revisar)|||documento 02-10-2015
70|05 - Diversos (a revisar)|||documento 02-2020
71|05 - Diversos (a revisar)|||039578-8
72|05 - Diversos (a revisar)|||039620-7
73|05 - Diversos (a revisar)|||documento 03-02-2015
74|05 - Diversos (a revisar)|||documento 03-04-2012
75|05 - Diversos (a revisar)|||documento 03-04-2014 - PROT 10213 e 10262
76|05 - Diversos (a revisar)|||documento 03-04-2014 - PROT 10279
77|05 - Diversos (a revisar)|||documento 03-04-2014
78|05 - Diversos (a revisar)|||documento 03-06-2014
79|05 - Diversos (a revisar)|||documento 03-06-2015
80|05 - Diversos (a revisar)|||documento 03-07-2014 - PROT 10683 e 10697
81|05 - Diversos (a revisar)|||documento 03-07-2014
82|05 - Diversos (a revisar)|||documento 03-07-2015
83|05 - Diversos (a revisar)|||documento 03-09-2014
84|05 - Diversos (a revisar)|||documento 03-09-2015
85|05 - Diversos (a revisar)|||documento 03-10-2016 - PROT 13738 e 13739
86|05 - Diversos (a revisar)|||documento 03-10-2016 - PROT 13748
87|05 - Diversos (a revisar)|||documento 03-2014
88|05 - Diversos (a revisar)|||documento 03-2020
89|05 - Diversos (a revisar)|||documento 04-04-2016
90|05 - Diversos (a revisar)|||040011-8
91|05 - Diversos (a revisar)|||040020-0
92|05 - Diversos (a revisar)|||040108-5
93|05 - Diversos (a revisar)|||040364-3
94|05 - Diversos (a revisar)|||041348-0
95|05 - Diversos (a revisar)|||041794-9
96|05 - Diversos (a revisar)|||042156-6
97|05 - Diversos (a revisar)|||042442-1
98|05 - Diversos (a revisar)|||042626-5
99|05 - Diversos (a revisar)|||042675-7
100|05 - Diversos (a revisar)|||043280-9
101|05 - Diversos (a revisar)|||043437-7
102|05 - Diversos (a revisar)|||044572-2
103|05 - Diversos (a revisar)|||044572-2A
104|05 - Diversos (a revisar)|||044584-3
105|05 - Diversos (a revisar)|||045426-0
106|05 - Diversos (a revisar)|||047466-2
107|05 - Diversos (a revisar)|||048569-2
108|05 - Diversos (a revisar)|||048632-4
109|05 - Diversos (a revisar)|||documento 04-01-2016
110|05 - Diversos (a revisar)|||documento 04-04-2014
111|05 - Diversos (a revisar)|||documento 04-04-2014 - PROT 10261 e 10281
112|05 - Diversos (a revisar)|||documento 04-04-2014
113|05 - Diversos (a revisar)|||documento 04-04-2015
114|05 - Diversos (a revisar)|||documento 04-05-2015
115|05 - Diversos (a revisar)|||documento 04-06-2014 - PROT 10531
116|05 - Diversos (a revisar)|||documento 04-06-2014
117|05 - Diversos (a revisar)|||documento 04-07-2014 - PROT 10696
118|05 - Diversos (a revisar)|||documento 04-07-2014
119|05 - Diversos (a revisar)|||documento 04-08-2015
120|05 - Diversos (a revisar)|||documento 04-08-2016
121|05 - Diversos (a revisar)|||documento 04-09-2015
122|05 - Diversos (a revisar)|||documento 04-10-2016 - PROT 13743
123|05 - Diversos (a revisar)|||documento 04-11-2014
124|05 - Diversos (a revisar)|||documento 04-2014 (2)
125|05 - Diversos (a revisar)|||documento 04-2014
126|05 - Diversos (a revisar)|||documento 04-10-2016 - PROT 13751
127|05 - Diversos (a revisar)|||documento 05-09-2016 - PROT 13684
128|05 - Diversos (a revisar)|||documento 05-09-2016 - PROT 13685
129|05 - Diversos (a revisar)|||documento 05-04-2016
130|05 - Diversos (a revisar)|||051706-5
131|05 - Diversos (a revisar)|||051772-0
132|05 - Diversos (a revisar)|||052762-8
133|05 - Diversos (a revisar)|||052830-4
134|05 - Diversos (a revisar)|||052926-5
135|05 - Diversos (a revisar)|||052926-5A
136|05 - Diversos (a revisar)|||058290-1
137|05 - Diversos (a revisar)|||059202-5
138|05 - Diversos (a revisar)|||documento 05-01-2015
139|05 - Diversos (a revisar)|||documento 05-05-2014
140|05 - Diversos (a revisar)|||documento 05-06-2014
141|05 - Diversos (a revisar)|||documento 05-08-2015
142|05 - Diversos (a revisar)|||documento 05-08-2016 - PROT 13541 (2)
143|05 - Diversos (a revisar)|||documento 05-08-2016 - PROT 13541
144|05 - Diversos (a revisar)|||documento 05-09-2014
145|05 - Diversos (a revisar)|||documento 05-09-2016 - PROT 13644 e 13656
146|05 - Diversos (a revisar)|||documento 05-10-2015
147|05 - Diversos (a revisar)|||documento 05-10-2016 - PROT 13740
148|05 - Diversos (a revisar)|||documento 05-10-2016 - PROT 13741 13742 e 13747
149|05 - Diversos (a revisar)|||documento 05-11-2015
150|05 - Diversos (a revisar)|||documento 05-12-2014
151|05 - Diversos (a revisar)|||documento 05-2014
152|05 - Diversos (a revisar)|||documento 05-09-2016 - PROT 13674
153|05 - Diversos (a revisar)|01 - Jurídico|Outros processuais|Eleitoral|0600515-38 - SC (2)
154|05 - Diversos (a revisar)|01 - Jurídico|Outros processuais|Eleitoral|0600515-38 - SC
155|05 - Diversos (a revisar)|||060258659
156|05 - Diversos (a revisar)|||061312-1
157|05 - Diversos (a revisar)|||068914-6
158|05 - Diversos (a revisar)|||documento 06-01-2016
159|05 - Diversos (a revisar)|||documento 06-02-2015
160|05 - Diversos (a revisar)|||documento 06-03-2014
161|05 - Diversos (a revisar)|||documento 06-03-2015
162|05 - Diversos (a revisar)|||documento 06-05-2014 - PROT 10435 10436 10437
163|05 - Diversos (a revisar)|||documento 06-05-2014
164|05 - Diversos (a revisar)|||documento 06-06-2014
165|05 - Diversos (a revisar)|||documento 06-06-2014 - PROT 10549
166|05 - Diversos (a revisar)|||documento 06-06-2014 - PROT 10595 e 10596
167|05 - Diversos (a revisar)|||documento 06-09-2016 - PROT 13602 - Jose Batista de Souza ME
168|05 - Diversos (a revisar)|||documento 06-09-2016 - PROT 13650 13669 e 13677
169|05 - Diversos (a revisar)|||documento 06-10-2015
170|05 - Diversos (a revisar)|||documento 06-10-2016 - PROT 13746
171|05 - Diversos (a revisar)|||documento 06-11-2014
172|05 - Diversos (a revisar)|||documento 06-2014
173|05 - Diversos (a revisar)|02 - Estudos e concursos||Direito Tributário|AFRF 2005 - questoes
174|05 - Diversos (a revisar)|||documento 06-09-2016 - PROT 13683
175|05 - Diversos (a revisar)|||documento 07-10-2016 - PROT 13758 (2)
176|05 - Diversos (a revisar)|||documento 07-10-2016 - PROT 13758
177|05 - Diversos (a revisar)|||documento 07-10-2016 - PROT 13760
178|05 - Diversos (a revisar)|||07
179|05 - Diversos (a revisar)|||071034-8
180|05 - Diversos (a revisar)|||documento 07-01-2015
181|05 - Diversos (a revisar)|||documento 07-01-2016
182|05 - Diversos (a revisar)|||documento 07-03-2012
183|05 - Diversos (a revisar)|||documento 07-03-2014
184|05 - Diversos (a revisar)|||documento 07-04-2014 - PROT 9933
185|05 - Diversos (a revisar)|||documento 07-04-2014
186|05 - Diversos (a revisar)|||documento 07-04-2015
187|05 - Diversos (a revisar)|||documento 07-05-2014
188|05 - Diversos (a revisar)|||documento 07-05-2015
189|05 - Diversos (a revisar)|||documento 07-07-2014 - PROT 10680 e 10691
190|05 - Diversos (a revisar)|||documento 07-07-2014
191|05 - Diversos (a revisar)|||documento 07-07-2015
192|05 - Diversos (a revisar)|||documento 07-10-2015
193|05 - Diversos (a revisar)|||documento 07-10-2016 - PROT 13745
194|05 - Diversos (a revisar)|||documento 07-11-2014
195|05 - Diversos (a revisar)|||documento 07-12-2015
