id|nat|tipo|materia|nomeNovo
1|05 - Diversos (a revisar)||Outros|22-01-2016
2|05 - Diversos (a revisar)||Outros|22-04-2014
3|05 - Diversos (a revisar)||Outros|22-04-2015
4|05 - Diversos (a revisar)||Outros|22-05-2014
5|05 - Diversos (a revisar)||Outros|22-05-2015
6|05 - Diversos (a revisar)||Outros|22-07-2014
7|05 - Diversos (a revisar)||Outros|22-09-2015
8|05 - Diversos (a revisar)||Outros|22-10-2015
9|05 - Diversos (a revisar)||Outros|22-12-2015
10|05 - Diversos (a revisar)||Outros|23
11|05 - Diversos (a revisar)||Outros|230685-2006
12|05 - Diversos (a revisar)||Outros|2321
13|05 - Diversos (a revisar)||Outros|2340
14|05 - Diversos (a revisar)||Outros|2361
15|05 - Diversos (a revisar)||Outros|2361
16|05 - Diversos (a revisar)||Outros|2385
17|05 - Diversos (a revisar)||Outros|2385
18|05 - Diversos (a revisar)||Outros|2390
19|05 - Diversos (a revisar)||Outros|239004-2006
20|05 - Diversos (a revisar)||Outros|23-01-2015
21|05 - Diversos (a revisar)||Outros|23-02-2015
22|05 - Diversos (a revisar)||Outros|23-03-2012
23|05 - Diversos (a revisar)||Outros|23-04-2014
24|05 - Diversos (a revisar)||Outros|23-04-2015
25|05 - Diversos (a revisar)||Outros|23-05-2014
26|05 - Diversos (a revisar)||Outros|23-06-2014
27|05 - Diversos (a revisar)||Outros|23-06-2015
28|05 - Diversos (a revisar)||Outros|23-07-2015
29|05 - Diversos (a revisar)||Outros|23-08-2016 - PROT 13593
30|05 - Diversos (a revisar)||Outros|23-09-2015
31|05 - Diversos (a revisar)||Outros|23-10-2015
32|05 - Diversos (a revisar)||Outros|23-11-2015
33|05 - Diversos (a revisar)||Outros|23-12-2014
34|05 - Diversos (a revisar)||Outros|24
35|05 - Diversos (a revisar)||Outros|2438
36|05 - Diversos (a revisar)||Eleitoral|24448-69
37|05 - Diversos (a revisar)||Outros|24-02-2015
38|05 - Diversos (a revisar)||Outros|24-03-2014
39|05 - Diversos (a revisar)||Outros|24-03-2015
40|05 - Diversos (a revisar)||Outros|24-04-2014
41|05 - Diversos (a revisar)||Outros|24-04-2015
42|05 - Diversos (a revisar)||Outros|24-06-2014
43|05 - Diversos (a revisar)||Outros|24-06-2015
44|05 - Diversos (a revisar)||Outros|24-07-2014 - PROT 10761
45|05 - Diversos (a revisar)||Outros|24-07-2014
46|05 - Diversos (a revisar)||Outros|24-08-2016 - PROT 13617
47|05 - Diversos (a revisar)||Outros|24-10-2016 - PROT 13818 e 13819
48|05 - Diversos (a revisar)||Outros|24-11-2015
49|05 - Diversos (a revisar)||Outros|25-10-2016 - PROT 13855 e 13856
50|05 - Diversos (a revisar)||Outros|25
51|05 - Diversos (a revisar)||Outros|2510
52|05 - Diversos (a revisar)||Outros|2521
53|05 - Diversos (a revisar)||Outros|2523
54|05 - Diversos (a revisar)||Outros|2529
55|05 - Diversos (a revisar)||Outros|255002M
56|05 - Diversos (a revisar)||Outros|2567
57|05 - Diversos (a revisar)||Outros|258939
58|05 - Diversos (a revisar)||Outros|25-02-2015
59|05 - Diversos (a revisar)||Outros|25-03-2014
60|05 - Diversos (a revisar)||Outros|25-04-2014 - PROT 10349
61|05 - Diversos (a revisar)||Outros|25-04-2014
62|05 - Diversos (a revisar)||Outros|25-06-2014
63|05 - Diversos (a revisar)||Outros|25-06-2014 a
64|05 - Diversos (a revisar)||Outros|25-07-2014 - PROT 10767
65|05 - Diversos (a revisar)||Outros|25-07-2014
66|05 - Diversos (a revisar)||Outros|25-08-2015
67|05 - Diversos (a revisar)||Outros|25-08-2016 - PROT 13609
68|05 - Diversos (a revisar)||Outros|25-09-2015
69|05 - Diversos (a revisar)||Outros|25-11-2015
70|05 - Diversos (a revisar)||Outros|25-10-2016 - PROT 13852
71|05 - Diversos (a revisar)||Outros|26-10-2016 - PROT 13864
72|05 - Diversos (a revisar)||Outros|26
73|05 - Diversos (a revisar)||Outros|26-01-2015
74|05 - Diversos (a revisar)||Outros|26-03-2014
75|05 - Diversos (a revisar)||Outros|26-03-2015
76|05 - Diversos (a revisar)||Outros|26-05-2015
77|05 - Diversos (a revisar)||Outros|26-06-2014
78|05 - Diversos (a revisar)||Outros|26-11-2015
79|05 - Diversos (a revisar)||Outros|26-12-2014
80|05 - Diversos (a revisar)||Outros|26-09-2016 - PROT 13734
81|05 - Diversos (a revisar)||Outros|27-10-2016 - PROT 13872
82|05 - Diversos (a revisar)||Outros|27-07-2016 - PROT 13515
83|05 - Diversos (a revisar)||Eleitoral|27346-5
84|05 - Diversos (a revisar)||Eleitoral|27364-76
85|05 - Diversos (a revisar)||Outros|27514-2013
86|05 - Diversos (a revisar)||Outros|27-01-2015
87|05 - Diversos (a revisar)||Outros|27-03-2014
88|05 - Diversos (a revisar)||Outros|27-03-2015
89|05 - Diversos (a revisar)||Outros|27-04-2015
90|05 - Diversos (a revisar)||Outros|27-05-2014 - PROT 10532
