id|nat|tipo|materia|nomeNovo
1|03 - Administrativo||Listas e planilhas|Requisição de passagens - Dr. Valter - cotas do mês de março
2|03 - Administrativo||Formulários|Requisição de selos - Tabelionato de Protesto - 25-06-2014
3|03 - Administrativo||Listas e planilhas|Requisições de passagens - Dr. Marcus - cotas
4|03 - Administrativo||Editais|Editais dos CAPs - CAP XVIII XIX XX - não temos
5|03 - Administrativo||Editais|Editais dos CAPs - IV
6|03 - Administrativo||Contratos e termos|Rescisão de contrato
7|03 - Administrativo||Portarias e resoluções|Resolução 06-05 - CSM - horários
8|03 - Administrativo||Portarias e resoluções|Resolução 23.478 - 2016 - aplicação do novo CPC na Justiça Eleitoral
9|03 - Administrativo||Portarias e resoluções|Resolução 80 de junho 2009 - CNJ
10|03 - Administrativo||Portarias e resoluções|Resolução TJMG 288 - 1995
11|03 - Administrativo||Portarias e resoluções|Resolução TJMG Turmas Recursais 386 - 2002
12|03 - Administrativo||Portarias e resoluções|Resolução 742-04 - REDIPRI
13|03 - Administrativo||Portarias e resoluções|Resolução CEPE 91-2004
14|03 - Administrativo||Portarias e resoluções|Resolução - PA 19078 - minuta reestrutura - maio
15|03 - Administrativo||Portarias e resoluções|Resolução - regulamentação mandatos dos integrantes de cargos diretivos
16|03 - Administrativo||Portarias e resoluções|Resolução TSE 23.464 - 2015 - resumão
17|03 - Administrativo||Portarias e resoluções|Resolução 01 de 11-01-2016 - regulamento
18|03 - Administrativo||Portarias e resoluções|Resolução 085
19|03 - Administrativo||Portarias e resoluções|Resolução 10 do CCE
20|03 - Administrativo||Portarias e resoluções|Resolução 106 de 06-10-2016 - comissão de concurso
21|03 - Administrativo||Portarias e resoluções|Resolução 12 do STJ
22|03 - Administrativo||Portarias e resoluções|Resolução 141 ANAC
23|03 - Administrativo||Portarias e resoluções|Resolução 175 CGJ - 2013 - casamento homossexual
24|03 - Administrativo||Portarias e resoluções|Resolução 1770 - condições para constituição organização e funcionamento das sociedades corretoras de câmbio
25|03 - Administrativo||Portarias e resoluções|Resolução 185 CNJ
26|03 - Administrativo||Portarias e resoluções|Resolução 18879 - PA - TSE - EJE
27|03 - Administrativo||Portarias e resoluções|Resolução 22.576 - regulamentação do Adicional de Qualificação
28|03 - Administrativo||Portarias e resoluções|Resolução 225
29|03 - Administrativo||Portarias e resoluções|Resolução 23.406 - 2014 - Eleições 2014
30|03 - Administrativo||Portarias e resoluções|Resolução 23.439 - 2015 - Plano Estratégico 2015-2020
31|03 - Administrativo||Portarias e resoluções|Resolução 23463 - 2015 - PC Eleições 2016
32|03 - Administrativo||Portarias e resoluções|Resolução 23546 - 2017 - rito processual PC anual
33|03 - Administrativo||Portarias e resoluções|Resolução 283
34|03 - Administrativo||Portarias e resoluções|Resolução 35 CNJ - inventário extrajudicial
35|03 - Administrativo||Portarias e resoluções|Resolução 389 CJF
36|03 - Administrativo||Portarias e resoluções|Resolução 4122 - requisitos para constituição de sociedade corretora
37|03 - Administrativo||Portarias e resoluções|Resolução 458 - 2004
38|03 - Administrativo||Portarias e resoluções|Resolução 6 CNJ
39|03 - Administrativo||Portarias e resoluções|Resolução 733 Pleno - 2013
40|03 - Administrativo||Portarias e resoluções|Resolução 8 CNJ
41|03 - Administrativo||Portarias e resoluções|Resolução 81 - concurso para serventias
42|03 - Administrativo||Portarias e resoluções|Resolução Administrativa 204 de 2011
43|03 - Administrativo||Portarias e resoluções|Resolução cartórios
44|03 - Administrativo||Portarias e resoluções|Resolução Conjunta 3 do CNJ - registro de nascimento indígena
45|03 - Administrativo||Portarias e resoluções|Resolução CONTRAN 357 - normas para as JARI
46|03 - Administrativo||Portarias e resoluções|Resolução CONTRAN 363 - processo administrativo
47|03 - Administrativo||Portarias e resoluções|Resolução CONTRAN sobre as JARI
48|03 - Administrativo||Portarias e resoluções|Resolução do concurso MPDFT
49|03 - Administrativo||Portarias e resoluções|Resolução Eleições 2012
50|03 - Administrativo||Portarias e resoluções|Resolução feita pelo Neguete
51|03 - Administrativo||Portarias e resoluções|Resolução magistratura
52|03 - Administrativo||Portarias e resoluções|Resolução 09-96 do Conselho de Coordenação e Controle das Empresas Estatais
53|03 - Administrativo||Portarias e resoluções|Resolução 93 de 2013 - competências varas
54|03 - Administrativo||Portarias e resoluções|Resolução 21
55|03 - Administrativo||Portarias e resoluções|Resolução 23.422 de 6 de maio de 2014 - normas para criação e instalação de zonas eleitorais
