id|nat|tipo|materia|nomeNovo
1|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TRT - plano de saude - prescricao - aposentadoria
2|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TRT - progressoes - acordo coletivo x regulamento empresarial
3|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TRT20 - equiparacao bancario - negacao - SE
4|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TRT4 - Lei 9494-97 - antecipacao de tutela e Fazenda Publica
5|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TRT6 - prescricao acidente de trabalho 3 anos - 02-2012
6|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TST - Jair Juvencio Leal
7|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TST - Silas Roberto Rocha Lima
8|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TST - Correios - saude - RR 98400-20.2009.5.03.0036
9|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TST - reintegracao x dispensa arbitraria
10|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TST - responsabilidade subsidiaria - Andreza Albino Pereira dos Santos e outros 4
11|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão TST
12|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - vigia em residencia
13|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - vigilancia - TRT MG afastando condenacao da ECT 0000321-03.2011.5.03.0079 - 31-08-2011
14|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão YJMG 1
15|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdão - improcedente em face da ECT
16|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão
17|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão
18|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão
19|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão 1 TRE - REspe 181
20|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão 2 TRE - REspe 181
21|01 - Jurídico|Acórdãos e decisões|Administrativo|Acórdãos TCU
22|01 - Jurídico|Acórdãos e decisões|Trabalhista|Acórdãos TST - novo PCCS 2008
23|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE - REspe 138 (2)
24|01 - Jurídico|Acórdãos e decisões|Eleitoral|Acórdão TRE - REspe 138
25|01 - Jurídico|Acórdãos e decisões|Outros|Acórdão 019
26|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 3248 - inconstitucionalidade EC - efetivacao de interino - Parana
27|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 3396
28|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 4300 (2)
29|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 4300 (3)
30|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 4300 (4)
31|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 4300 (5)
32|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 4300 (6)
33|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 4300
34|01 - Jurídico|Acórdãos e decisões|Penal|ADI 4424 - Maria da Penha - PGR
35|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 5081 - DF
36|01 - Jurídico|Acórdãos e decisões|Eleitoral|ADI 5398 MC - janela de filiacao partidaria - decisao MLRB
37|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 5525
38|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 5617
39|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 5619
40|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 5889
41|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI 9397
42|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI Bahia
43|01 - Jurídico|Acórdãos e decisões|Eleitoral|ADI do PSL - fake news eleitoral
44|01 - Jurídico|Acórdãos e decisões|Constitucional|ADI procuradores
