page_id,page_url,numero_processo,updated_properties,status,error
30d72195-5c64-8109-85a2-c32b7c13cd1d,https://www.notion.so/Compet-ncia-dos-Tribunais-Regionais-Federais-para-processar-e-julgar-revis-o-criminal-de-senten-a-pe-30d721955c64810985a2c32b7c13cd1d,1033818-23.2021.4.01.0000,"classe, subramo_do_direito",update_failed,"http_400: {""object"":""error"",""status"":400,""code"":""validation_error"",""message"":""Your database schema has exceeded the maximum size."",""request_id"":""3044e5e8-21a0-4d49-b67e-8dbd23b53d12""}"
30d72195-5c64-810a-9027-c4f77bbead85,https://www.notion.so/Exclus-o-do-ICMS-destacado-da-base-de-c-lculo-do-PIS-Cofins-e-alcance-da-prescri-o-quinquenal-sobre-30d721955c64810a9027c4f77bbead85,1001101-08.2020.4.01.4004,subramo_do_direito,updated,
30d72195-5c64-810b-afe4-f30a3575902d,https://www.notion.so/Impedimento-judicial-por-v-nculo-anterior-de-magistrado-com-institui-o-de-ensino-r-controv-rsia-s-30d721955c64810bafe4f30a3575902d,1004708-23.2019.4.01.3500,classe,update_failed,"http_400: {""object"":""error"",""status"":400,""code"":""validation_error"",""message"":""Your database schema has exceeded the maximum size."",""request_id"":""30ed1b76-519d-4570-a05a-36099fd022e0""}"
30d72195-5c64-810c-85e1-c05093e563ab,https://www.notion.so/Extin-o-da-punibilidade-da-pena-corporal-diante-de-multa-pendente-quando-n-o-h-prova-da-possibilid-30d721955c64810c85e1c05093e563ab,1007557-94.2022.4.01.4200,classe,update_failed,"http_400: {""object"":""error"",""status"":400,""code"":""validation_error"",""message"":""Your database schema has exceeded the maximum size."",""request_id"":""f3796919-d5c5-4c28-a87c-fa24baa82823""}"
30d72195-5c64-810c-98e2-f541ce9eb2e6,https://www.notion.so/Expedi-o-de-mandado-translativo-em-desapropria-o-indireta-e-controv-rsia-sobre-exig-ncia-de-pagame-30d721955c64810c98e2f541ce9eb2e6,1003465-10.2020.4.01.3306,subramo_do_direito,updated,
30d72195-5c64-810d-810d-d1afe6441489,https://www.notion.so/Institui-o-de-ensino-superior-privada-condiciona-trancamento-de-matr-cula-ao-pagamento-de-mensalida-30d721955c64810d810dd1afe6441489,1004471-23.2023.4.01.3508,subramo_do_direito,updated,
30d72195-5c64-810d-8932-ff457e293665,https://www.notion.so/Direito-administrativo-aplica-o-de-gratifica-es-espec-ficas-apenas-a-ocupantes-de-cargo-efetivo--30d721955c64810d8932ff457e293665,0010223-11.2005.4.01.3900,subramo_do_direito,updated,
30d72195-5c64-810d-a4c4-d10e2d3cb4a2,https://www.notion.so/Estabilidade-provis-ria-da-gestante-e-indeniza-o-por-perda-de-cargo-em-comiss-o-ou-contrato-tempor--30d721955c64810da4c4d10e2d3cb4a2,0052448-18.2010.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-810d-a9f1-e7c07c8789e5,https://www.notion.so/Desconsidera-o-da-personalidade-jur-dica-por-abuso-e-confus-o-patrimonial-com-prova-concreta-de-obs-30d721955c64810da9f1e7c07c8789e5,1023750-77.2022.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-810d-b41f-d405eea674dc,https://www.notion.so/Admissibilidade-de-assistente-t-cnico-cont-bil-nomeado-pela-contadoria-judicial-para-verifica-o-de--30d721955c64810db41fd405eea674dc,1023249-89.2023.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-810e-a68e-f60859ef51ec,https://www.notion.so/Pens-o-militar-impossibilidade-de-revers-o-de-cota-parte-a-neto-nascido-ap-s-o-bito-do-instituidor-30d721955c64810ea68ef60859ef51ec,1039460-35.2025.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-810e-b985-cc8400cc5d11,https://www.notion.so/Exclus-o-disciplinar-de-militar-inativo-e-consequente-cassa-o-de-proventos-em-face-de-condena-o-pe-30d721955c64810eb985cc8400cc5d11,1000778-43.2023.4.01.3601,subramo_do_direito,updated,
30d72195-5c64-810f-87ec-f716fe1930e7,https://www.notion.so/Comunica-o-interna-de-servidor-p-blico-e-aus-ncia-de-animus-injuriandi-para-configura-o-de-inj-ria-30d721955c64810f87ecf716fe1930e7,1025140-79.2023.4.01.3902,subramo_do_direito,updated,
30d72195-5c64-810f-a22c-ddca52d6e341,https://www.notion.so/Natureza-tribut-ria-dos-valores-pagos-a-gestantes-pelo-afastamento-na-pandemia-e-ilegitimidade-do-IN-30d721955c64810fa22cddca52d6e341,1007334-38.2021.4.01.3502,subramo_do_direito,updated,
30d72195-5c64-810f-ab5c-f83d2b23a26e,https://www.notion.so/Procedimento-administrativo-recursal-e-demora-do-INSS-em-cumprir-dilig-ncia-discutindo-omiss-o-ileg-30d721955c64810fab5cf83d2b23a26e,1027329-23.2019.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-810f-aed0-c4b3b4755927,https://www.notion.so/Possibilidade-de-execu-o-individual-de-t-tulo-coletivo-no-Distrito-Federal-com-base-no-2-do-art--30d721955c64810faed0c4b3b4755927,1029454-37.2023.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-8110-9339-f0568fed77e1,https://www.notion.so/Pedido-de-majora-o-de-adicionais-militares-al-m-dos-limites-previstos-na-MP-2-215-10-2001-e-Lei-13--30d721955c6481109339f0568fed77e1,1005183-85.2019.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8110-a32d-c8b8c61ff71c,https://www.notion.so/Responsabilidade-do-Banco-do-Brasil-como-garantidor-e-legitimidade-ativa-da-Uni-o-decorrentes-de-ces-30d721955c648110a32dc8b8c61ff71c,0012886-23.2006.4.01.3600,subramo_do_direito,updated,
30d72195-5c64-8111-84df-e7154a71a024,https://www.notion.so/Nulidade-da-senten-a-por-cerceamento-de-defesa-quando-perito-n-o-responde-quesitos-da-parte-autora-e-30d721955c64811184dfe7154a71a024,0022683-40.2012.4.01.3300,subramo_do_direito,updated,
30d72195-5c64-8111-8816-c7080de85223,https://www.notion.so/Remiss-o-condicionada-de-taxa-de-fiscaliza-o-do-mercado-de-valores-mobili-rios-e-controv-rsia-sobre-30d721955c6481118816c7080de85223,0006727-15.2012.4.01.3904,subramo_do_direito,updated,
30d72195-5c64-8112-a9bd-e1dc2b486fe6,https://www.notion.so/Redirecionamento-de-execu-o-fiscal-para-o-Estado-membro-controlador-de-sociedade-de-economia-mista--30d721955c648112a9bde1dc2b486fe6,0007521-13.2018.4.01.3100,subramo_do_direito,updated,
30d72195-5c64-8112-be52-dc3ecdef2823,https://www.notion.so/Validade-da-aposentadoria-especial-e-da-certid-o-de-tempo-de-servi-o-diante-de-exig-ncia-supervenien-30d721955c648112be52dc3ecdef2823,1014642-93.2019.4.01.3600,subramo_do_direito,updated,
30d72195-5c64-8113-98dd-def29c262fc9,https://www.notion.so/Resolu-o-da-arremata-o-por-inadimplemento-e-convoca-o-do-segundo-colocado-no-leil-o-judicial-para-30d721955c64811398dddef29c262fc9,1009664-77.2022.4.01.3500,subramo_do_direito,updated,
30d72195-5c64-8113-aee8-f64600d1db74,https://www.notion.so/Concess-o-de-direito-de-passagem-para-instala-o-de-infraestrutura-de-telecomunica-es-em-bens-p-bli-30d721955c648113aee8f64600d1db74,1028381-88.2018.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8114-bc3b-d0d875bfdab3,https://www.notion.so/Responsabilidade-objetiva-de-institui-o-financeira-por-roubo-de-joias-em-penhor-e-indeniza-o-pelo--30d721955c648114bc3bd0d875bfdab3,0003846-56.2002.4.01.3600,subramo_do_direito,updated,
30d72195-5c64-8115-8d72-e4ec492deba8,https://www.notion.so/Desist-ncia-de-habeas-corpus-ap-s-julgamento-colegiado-e-impossibilidade-de-homologa-o-por-configur-30d721955c6481158d72e4ec492deba8,1030206-77.2021.4.01.0000,classe,update_failed,"http_400: {""object"":""error"",""status"":400,""code"":""validation_error"",""message"":""Your database schema has exceeded the maximum size."",""request_id"":""a203b5f5-55fa-4f8e-80e6-e9a5d1920815""}"
30d72195-5c64-8115-a1ba-e3c9e1354d58,https://www.notion.so/Restitui-o-de-bens-apreendidos-em-a-o-penal-comprova-o-cumulativa-de-propriedade-aus-ncia-de-in-30d721955c648115a1bae3c9e1354d58,1010807-02.2020.4.01.3200,subramo_do_direito,updated,
30d72195-5c64-8116-8e42-ca91e520528e,https://www.notion.so/Validade-probat-ria-do-reconhecimento-fotogr-fico-realizado-em-inqu-rito-e-necessidade-de-observ-nci-30d721955c6481168e42ca91e520528e,0000831-20.2018.4.01.3503,subramo_do_direito,updated,
30d72195-5c64-8116-a1ff-d14b2901ae83,https://www.notion.so/Perpetua-o-da-compet-ncia-por-prerrogativa-de-fun-o-para-julgamento-de-a-o-penal-ap-s-sa-da-do-ca-30d721955c648116a1ffd14b2901ae83,1017947-11.2025.4.01.0000,"classe, subramo_do_direito",update_failed,"http_400: {""object"":""error"",""status"":400,""code"":""validation_error"",""message"":""Your database schema has exceeded the maximum size."",""request_id"":""e0e322ef-8398-4743-88c1-8b345867c472""}"
30d72195-5c64-8116-a7f5-c79e54b05f89,https://www.notion.so/Incid-ncia-de-juros-de-mora-entre-o-bito-do-exequente-e-a-habilita-o-dos-herdeiros-quando-embargos-30d721955c648116a7f5c79e54b05f89,1024980-52.2025.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-8117-90fc-f1ce5ee19812,https://www.notion.so/Servidor-p-blico-federal-requisitando-adicional-de-atividade-penosa-por-atua-o-em-munic-pio-n-o-enq-30d721955c64811790fcf1ce5ee19812,0002323-85.2016.4.01.3901,subramo_do_direito,updated,
30d72195-5c64-8118-8c08-d38b4bb818ad,https://www.notion.so/Apela-o-sobre-convers-o-de-aposentadoria-proporcional-em-integral-por-invalidez-discutindo-aplica--30d721955c6481188c08d38b4bb818ad,0008750-77.2011.4.01.3900,subramo_do_direito,updated,
30d72195-5c64-8118-a84a-d781b06a678c,https://www.notion.so/Reintegra-o-de-procurador-p-blico-e-controv-rsia-sobre-ressarcibilidade-de-honor-rios-de-sucumb-nci-30d721955c648118a84ad781b06a678c,1086159-74.2022.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8119-866d-de1feea578e7,https://www.notion.so/Prescri-o-de-parcelas-anteriores-impetra-o-em-execu-o-por-Parcela-Aut-noma-de-Equival-ncia-rei-30d721955c648119866dde1feea578e7,1008004-62.2019.4.01.3400,classe,updated,
30d72195-5c64-8119-9761-ccf59fca3845,https://www.notion.so/Responsabilidade-civil-objetiva-por-degrada-o-de-rea-de-Preserva-o-Permanente-com-obriga-o-de-re-30d721955c6481199761ccf59fca3845,0030443-72.2010.4.01.3700,subramo_do_direito,updated,
30d72195-5c64-811a-ae50-dd818fb53834,https://www.notion.so/Validade-da-apreens-o-de-bens-de-terceiro-encontrados-em-endere-o-do-mandado-quando-comprovado-liame-30d721955c64811aae50dd818fb53834,0006191-13.2016.4.01.3500,subramo_do_direito,updated,
30d72195-5c64-811a-b022-df519c82e9cb,https://www.notion.so/Extra-o-clandestina-de-min-rio-de-mangan-s-e-controv-rsia-sobre-confisco-pela-Uni-o-versus-transfer-30d721955c64811ab022df519c82e9cb,0002847-64.2006.4.01.3309,subramo_do_direito,updated,
30d72195-5c64-811b-8ccc-c475ccd7f4b8,https://www.notion.so/Revis-o-criminal-sobre-aplica-o-da-atenuante-de-confiss-o-espont-nea-em-crime-contra-a-ordem-tribut-30d721955c64811b8cccc475ccd7f4b8,1004062-27.2025.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-811b-9c02-e462dd33cb11,https://www.notion.so/Adicional-de-habilita-o-discuss-o-sobre-aplica-o-de-majora-o-de-12-para-45-a-curso-realizado-n-30d721955c64811b9c02e462dd33cb11,1070971-70.2024.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-811c-a2e3-c0a6f47deeac,https://www.notion.so/Incid-ncia-tribut-ria-sobre-proventos-de-anistiados-pol-ticos-aposentados-e-pensionistas-discutindo-30d721955c64811ca2e3c0a6f47deeac,0035775-81.2009.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-811d-9216-f0df4d352517,https://www.notion.so/Pedido-de-habeas-corpus-questionando-manuten-o-de-pris-o-preventiva-decorrente-de-Difus-o-Vermelha--30d721955c64811d9216f0df4d352517,1019878-49.2025.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-811e-a2c8-ca17b3b67bcf,https://www.notion.so/Remanejamento-de-m-dico-do-Programa-Mais-M-dicos-controv-rsia-sobre-validade-de-pedido-por-interess-30d721955c64811ea2c8ca17b3b67bcf,1021854-18.2021.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-811e-a81a-fe68c7202277,https://www.notion.so/A-o-declarat-ria-de-inexist-ncia-de-d-bito-e-indeniza-o-por-danos-morais-com-discuss-o-sobre-cerce-30d721955c64811ea81afe68c7202277,0040439-24.2010.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-811f-8288-ec02ae39b2bb,https://www.notion.so/Aplicabilidade-do-CDC-a-contrato-banc-rio-e-necessidade-de-per-cia-cont-bil-diante-de-prova-document-30d721955c64811f8288ec02ae39b2bb,0001168-43.2017.4.01.3503,subramo_do_direito,updated,
30d72195-5c64-8120-925b-c591f748c50e,https://www.notion.so/Validade-da-notifica-o-eletr-nica-de-infra-o-de-tr-nsito-diante-da-aus-ncia-de-comprova-o-inequ-v-30d721955c648120925bc591f748c50e,1005445-37.2020.4.01.3000,subramo_do_direito,updated,
30d72195-5c64-8120-9260-c9d57918920f,https://www.notion.so/Responsabilidade-civil-estatal-por-ato-jurisdicional-alcance-da-responsabilidade-objetiva-e-necessi-30d721955c6481209260c9d57918920f,0029268-07.2009.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8121-9902-e35d79fe06d5,https://www.notion.so/Responsabilidade-administrativa-do-munic-pio-por-omiss-o-na-gest-o-descentralizada-do-Programa-Bolsa-30d721955c6481219902e35d79fe06d5,1007838-18.2019.4.01.3307,subramo_do_direito,updated,
30d72195-5c64-8121-9fad-d6d0cc434854,https://www.notion.so/Redu-o-quantitativa-de-produto-de-consumo-sem-informa-o-ostensiva-ao-consumidor-e-viola-o-do-dire-30d721955c6481219fadd6d0cc434854,0026342-24.2007.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8122-8294-cdc45dc6a1b2,https://www.notion.so/Responsabilidade-do-possuidor-pelo-pagamento-de-d-vidas-condominiais-de-natureza-propter-rem-que-aco-30d721955c6481228294cdc45dc6a1b2,0040160-87.2014.4.01.3500,subramo_do_direito,updated,
30d72195-5c64-8122-8305-fd796648374d,https://www.notion.so/Nulidade-de-decis-es-do-TCU-em-tomada-de-contas-especial-envolvendo-ex-prefeito-e-limites-do-control-30d721955c6481228305fd796648374d,0003794-14.2008.4.01.4000,subramo_do_direito,updated,
30d72195-5c64-8122-9e6b-f1ff4a438359,https://www.notion.so/Direito-disciplinar-administrativo-sobre-participa-o-do-acusado-em-reuni-es-deliberativas-reservada-30d721955c6481229e6bf1ff4a438359,0028135-22.2012.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8122-b67a-cbf9debff22e,https://www.notion.so/Legalidade-da-movimenta-o-ex-officio-de-militares-pela-Administra-o-p-blica-e-limites-do-controle--30d721955c648122b67acbf9debff22e,0019553-81.2008.4.01.3300,subramo_do_direito,updated,
30d72195-5c64-8123-997d-c71b262c977f,https://www.notion.so/Impenhorabilidade-de-valores-de-natureza-salarial-investidos-em-fundos-e-limites-de-prote-o-frente--30d721955c648123997dc71b262c977f,0058831-36.2014.4.01.9199,subramo_do_direito,updated,
30d72195-5c64-8123-a1fb-cad6ea8fe63c,https://www.notion.so/Legalidade-da-cobran-a-da-Conta-de-Desenvolvimento-Energ-tico-por-consumidores-livres-e-limites-da-c-30d721955c648123a1fbcad6ea8fe63c,1028700-85.2020.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8123-ab10-e302c1f802bf,https://www.notion.so/Compet-ncia-do-Minist-rio-do-Trabalho-para-fiscalizar-e-autuar-contrata-es-municipais-irregulares-e-30d721955c648123ab10e302c1f802bf,1003237-94.2019.4.01.4300,subramo_do_direito,updated,
30d72195-5c64-8124-8203-c92e63199422,https://www.notion.so/Incidente-de-sanidade-mental-e-obriga-o-de-quem-requereu-a-per-cia-arcar-com-honor-rios-periciais-m-30d721955c6481248203c92e63199422,1031302-59.2023.4.01.0000,classe,update_failed,"http_400: {""object"":""error"",""status"":400,""code"":""validation_error"",""message"":""Your database schema has exceeded the maximum size."",""request_id"":""42a1c087-b75e-4e2f-b5e0-4aefe087494b""}"
30d72195-5c64-8124-936b-c1b38c945e12,https://www.notion.so/Candidato-a-cargo-de-Policial-Rodovi-rio-Federal-exclu-do-por-entrega-extempor-nea-de-exames-e-por-a-30d721955c648124936bc1b38c945e12,0046006-94.2014.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8124-a568-f6a3bfabd278,https://www.notion.so/Nulidade-processual-por-suspei-o-do-magistrado-em-raz-o-de-pr-julgamento-e-conduta-parcial-que-com-30d721955c648124a568f6a3bfabd278,0015763-49.2019.4.01.3900,ramo_do_direito,updated,
30d72195-5c64-8125-82d8-fdc9dd475d39,https://www.notion.so/Pens-o-por-morte-de-filha-maior-inv-lida-e-controv-rsia-sobre-necessidade-de-prova-de-melhoria-econ--30d721955c64812582d8fdc9dd475d39,1002101-03.2020.4.01.3500,subramo_do_direito,updated,
30d72195-5c64-8126-901d-f64c2938094f,https://www.notion.so/Direito-ao-seguro-desemprego-por-rescis-o-de-contrato-de-experi-ncia-no-per-odo-inicial-e-controv-rs-30d721955c648126901df64c2938094f,1040348-14.2024.4.01.3500,subramo_do_direito,updated,
30d72195-5c64-8126-a6d9-f3f3334f8a98,https://www.notion.so/Valida-o-de-cr-dito-por-tomada-de-contas-especial-instru-da-e-ratificada-pelo-Tribunal-de-Contas-d-30d721955c648126a6d9f3f3334f8a98,0004781-60.2002.4.01.4000,subramo_do_direito,updated,
30d72195-5c64-8127-9a47-dd1df58e641f,https://www.notion.so/Sequestro-de-bens-e-discuss-o-sobre-aplica-o-flex-vel-do-prazo-do-art-131-inciso-I-do-CPP-diante-30d721955c6481279a47dd1df58e641f,1019592-42.2023.4.01.0000,classe,update_failed,"http_400: {""object"":""error"",""status"":400,""code"":""validation_error"",""message"":""Your database schema has exceeded the maximum size."",""request_id"":""8ed8bafa-2f97-40f8-ab63-6c1f1a829fbf""}"
30d72195-5c64-8127-9ba6-f7c8c09010eb,https://www.notion.so/Anula-o-de-senten-a-em-concurso-p-blico-por-cerceamento-de-defesa-decorrente-da-aus-ncia-de-grava--30d721955c6481279ba6f7c8c09010eb,0008044-37.2015.4.01.4100,subramo_do_direito,updated,
30d72195-5c64-8127-af02-d687691ab9e9,https://www.notion.so/Declara-o-de-hipossufici-ncia-de-pessoa-natural-e-controv-rsia-sobre-presun-o-relativa-de-veracida-30d721955c648127af02d687691ab9e9,0027597-17.2016.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-8127-b509-c176111bf07b,https://www.notion.so/Natureza-indenizat-ria-da-verba-prevista-no-art-27-inciso-j-da-Lei-4-886-1965-e-sua-exclus-o-da-b-30d721955c648127b509c176111bf07b,1045935-40.2021.4.01.3300,subramo_do_direito,updated,
30d72195-5c64-8127-be76-d160e8199989,https://www.notion.so/Direito-previdenci-rio-aux-lio-por-incapacidade-tempor-ria-para-segurado-com-m-ltiplas-atividades-e-30d721955c648127be76d160e8199989,1016482-40.2025.4.01.9999,subramo_do_direito,updated,
30d72195-5c64-8128-aba3-e8a1deca2f2e,https://www.notion.so/Obrigatoriedade-de-retrata-o-de-decis-o-monocr-tica-que-contraria-precedente-vinculante-mesmo-ap-s--30d721955c648128aba3e8a1deca2f2e,1003571-49.2018.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-8128-ad4f-d1678e929822,https://www.notion.so/Exigibilidade-de-diploma-estrangeiro-reconhecido-pelo-MEC-e-apostilamento-da-Conven-o-de-Haia-para--30d721955c648128ad4fd1678e929822,1010603-30.2021.4.01.3100,subramo_do_direito,updated,
30d72195-5c64-8128-b4f4-d9c2292ee474,https://www.notion.so/Remarca-o-do-teste-de-aptid-o-f-sica-em-concurso-p-blico-para-candidata-em-puerp-rio-por-analogia-a-30d721955c648128b4f4d9c2292ee474,1009762-53.2022.4.01.3600,subramo_do_direito,updated,
30d72195-5c64-8129-8f01-ce6b7ab17ab0,https://www.notion.so/Aquisi-o-de-im-vel-funcional-da-Uni-o-pelo-esp-lio-versus-aus-ncia-de-legitimidade-de-ocupante-nos--30d721955c6481298f01ce6b7ab17ab0,0036183-04.2011.4.01.3400,subramo_do_direito,updated,
30d72195-5c64-812a-b548-db5942761edd,https://www.notion.so/Suspens-o-liminar-de-san-o-administrativa-por-verossimilhan-a-da-prescri-o-comprovada-em-documento-30d721955c64812ab548db5942761edd,1006154-75.2025.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-812b-804f-ce6faffdc5fd,https://www.notion.so/Reclama-o-por-suposto-descumprimento-de-ac-rd-o-regional-relacionada-a-indeferimento-de-requisi-o--30d721955c64812b804fce6faffdc5fd,1017830-54.2024.4.01.0000,subramo_do_direito,updated,
30d72195-5c64-812b-8174-cb5ededa7bbb,https://www.notion.so/Ades-o-tempestiva-de-servidor-a-Plano-de-Desligamento-Volunt-rio-institu-do-por-MP-792-2017-e-preser-30d721955c64812b8174cb5ededa7bbb,1003487-91.2018.4.01.4000,subramo_do_direito,updated,
