page_id,page_url,status,raw_text,iso_date,error
30d72195-5c64-8000-8dda-ea6e58356e21,https://www.notion.so/Usucapi-o-de-im-vel-urbano-vinculado-ao-Sistema-Financeiro-de-Habita-o-discutindo-impedimento-deco-30d721955c6480008ddaea6e58356e21,parsed,12 de agosto de 2020,2020-08-12,
30d72195-5c64-8000-a303-e02fd2c3ad98,https://www.notion.so/Redirecionamento-da-execu-o-fiscal-para-s-cio-majorit-rio-e-s-cios-administradores-por-dissolu-o-i-30d721955c648000a303e02fd2c3ad98,parsed,17 de agosto de 2020,2020-08-17,
30d72195-5c64-8000-a847-d8470a0abf71,https://www.notion.so/Possibilidade-de-aproveitamento-de-tempo-de-servi-o-p-blico-adquirido-ap-s-homologa-o-do-concurso-p-30d721955c648000a847d8470a0abf71,parsed,2 de julho de 2020,2020-07-02,
30d72195-5c64-8000-af6f-ff93109c8ca8,https://www.notion.so/Recusa-pelo-Fisco-da-nomea-o-penhora-por-oferta-de-bens-que-desrespeitam-ordem-de-prefer-ncia-e-c-30d721955c648000af6fff93109c8ca8,parsed,15 de dezembro de 2020,2020-12-15,
30d72195-5c64-8001-8c7b-fafceb96a692,https://www.notion.so/Resist-ncia-como-desdobramento-da-viol-ncia-em-roubo-majorado-por-arma-e-inexist-ncia-de-crime-aut-n-30d721955c6480018c7bfafceb96a692,parsed,18 de maio de 2021,2021-05-18,
30d72195-5c64-8001-91ee-e8dca522e7bc,https://www.notion.so/Ilegitimidade-da-recusa-da-Uni-o-em-emitir-Certificado-de-Regularidade-Previdenci-ria-por-irregulari-30d721955c64800191eee8dca522e7bc,parsed,8 de setembro de 2021,2021-09-08,
30d72195-5c64-8001-9388-c43e5046e896,https://www.notion.so/Incid-ncia-do-art-40-da-Lei-6-830-1980-e-suspens-o-com-arquivamento-provis-rio-em-execu-o-fiscal-s-30d721955c6480019388c43e5046e896,parsed,30 de março de 2020,2020-03-30,
30d72195-5c64-8001-a0f5-e892cc739da6,https://www.notion.so/Incid-ncia-de-isen-o-do-Imposto-de-Renda-Pessoa-F-sica-prevista-na-Conven-o-sobre-Privil-gios-e-Im-30d721955c648001a0f5e892cc739da6,parsed,10 de agosto de 2020,2020-08-10,
30d72195-5c64-8001-a164-e64d2e480bf8,https://www.notion.so/Nulidade-de-decis-o-administrativa-por-uso-de-prova-penal-il-cita-sem-comprova-o-da-descoberta-inev-30d721955c648001a164e64d2e480bf8,parsed,29 de abril de 2020,2020-04-29,
30d72195-5c64-8001-a28e-fbfd01a36c85,https://www.notion.so/Direito-administrativo-referente-a-concurso-de-remo-o-de-auditor-fiscal-federal-agropecu-rio-e-cont-30d721955c648001a28efbfd01a36c85,parsed,20 de abril de 2022,2022-04-20,
30d72195-5c64-8001-a99a-cafd6dfca309,https://www.notion.so/Direito-previdenci-rio-e-de-fam-lia-possibilidade-de-concess-o-de-pens-o-por-morte-a-ex-c-njuge-que-30d721955c648001a99acafd6dfca309,parsed,2 de dezembro de 2020,2020-12-02,
30d72195-5c64-8001-bdf8-d8762c6d72b3,https://www.notion.so/Autoriza-o-para-bolsistas-de-p-s-gradua-o-receberem-complementa-o-financeira-e-exercerem-atividad-30d721955c648001bdf8d8762c6d72b3,parsed,4 de novembro de 2020,2020-11-04,
30d72195-5c64-8002-8ec9-f87978635f2a,https://www.notion.so/Natureza-jur-dica-privada-dos-servi-os-aut-nomos-do-Sistema-S-e-controv-rsia-sobre-alcance-do-contro-30d721955c6480028ec9f87978635f2a,parsed,22 de fevereiro de 2021,2021-02-22,
30d72195-5c64-8002-986a-c4e43fe17810,https://www.notion.so/Caracteriza-o-de-segurada-especial-para-aposentadoria-rural-por-idade-quando-renda-familiar-decorre-30d721955c648002986ac4e43fe17810,parsed,15 de setembro de 2021,2021-09-15,
30d72195-5c64-8002-99e9-cb980f9a09bd,https://www.notion.so/Direito-constitucional-expedi-o-de-certid-o-de-tempo-de-servi-o-rural-e-controv-rsia-sobre-condic-30d721955c64800299e9cb980f9a09bd,parsed,22 de janeiro de 2020,2020-01-22,
30d72195-5c64-8002-a580-dbb31d5aaec1,https://www.notion.so/Improbidade-administrativa-e-indispobilidade-de-bens-chamamento-ao-processo-versus-solidariedade-pa-30d721955c648002a580dbb31d5aaec1,parsed,26 de outubro de 2021,2021-10-26,
30d72195-5c64-8002-abe4-de4a4392728d,https://www.notion.so/Admissibilidade-de-habeas-data-contra-autarquia-federal-e-aplica-o-do-art-109-2-da-CF-para-perm-30d721955c648002abe4de4a4392728d,parsed,27 de outubro de 2020,2020-10-27,
30d72195-5c64-8002-b77f-cd2641215ea8,https://www.notion.so/Concess-o-de-aposentadoria-especial-por-atividade-habitual-e-permanente-com-exposi-o-n-o-ocasional--30d721955c648002b77fcd2641215ea8,parsed,1 de julho de 2020,2020-07-01,
30d72195-5c64-8003-8128-f7431a3fde90,https://www.notion.so/Efic-cia-da-hipoteca-contra-adquirente-de-boa-f-de-im-vel-prometido-venda-e-aplica-o-da-S-mula-3-30d721955c6480038128f7431a3fde90,parsed,20 de maio de 2020,2020-05-20,
30d72195-5c64-8003-8d6f-f57c55907bb2,https://www.notion.so/Indeniza-o-por-destitui-o-pol-tica-de-servidor-p-blico-em-regime-excepcional-discutindo-responsab-30d721955c6480038d6ff57c55907bb2,parsed,13 de maio de 2020,2020-05-13,
30d72195-5c64-8003-9af7-eff4fa008617,https://www.notion.so/Constitui-o-do-cr-dito-de-drawback-com-assinatura-do-termo-de-responsabilidade-e-limites-da-compens-30d721955c6480039af7eff4fa008617,parsed,18 de agosto de 2020,2020-08-18,
30d72195-5c64-8003-b805-e47652c90951,https://www.notion.so/Compet-ncia-dos-Juizados-Especiais-Federais-para-processar-e-julgar-a-es-que-discutem-a-natureza-as-30d721955c648003b805e47652c90951,parsed,9 de fevereiro de 2021,2021-02-09,
30d72195-5c64-8003-befd-f5c575e5496f,https://www.notion.so/Compet-ncia-para-exame-de-requisitos-de-patenteabilidade-pelo-INPI-e-limite-da-anu-ncia-pr-via-da-An-30d721955c648003befdf5c575e5496f,parsed,7 de julho de 2021,2021-07-07,
30d72195-5c64-8004-872e-ec42c74e73c3,https://www.notion.so/Autonomia-universit-ria-para-reformular-curr-culo-e-cancelar-turma-por-insufici-ncia-de-alunos-frent-30d721955c648004872eec42c74e73c3,parsed,3 de fevereiro de 2020,2020-02-03,
30d72195-5c64-8004-8fc4-e4f121772196,https://www.notion.so/Desocupa-o-administrativa-de-faixa-de-dom-nio-rodovi-ria-sem-posse-anterior-e-afastamento-da-respon-30d721955c6480048fc4e4f121772196,parsed,2 de março de 2020,2020-03-02,
30d72195-5c64-8004-9df6-f65f1bce6900,https://www.notion.so/Reconhecimento-da-aposentadoria-especial-para-vigilante-comprova-o-da-nocividade-at-05-03-1997-po-30d721955c6480049df6f65f1bce6900,parsed,15 de setembro de 2021,2021-09-15,
30d72195-5c64-8004-aefb-f90334bcdd74,https://www.notion.so/Crime-de-desacato-e-possibilidade-de-trancamento-da-a-o-penal-diante-de-prova-pr-constitu-da-e-de--30d721955c648004aefbf90334bcdd74,parsed,1 de setembro de 2020,2020-09-01,
30d72195-5c64-8005-9d47-d7ef8c587607,https://www.notion.so/Suspens-o-de-seguran-a-por-potencial-grave-les-o-ordem-p-blica-em-raz-o-de-interfer-ncia-judicial--30d721955c6480059d47d7ef8c587607,parsed,16 de setembro de 2021,2021-09-16,
30d72195-5c64-8005-a9ef-c6d840892a74,https://www.notion.so/Cobran-a-de-valores-n-o-faturados-por-defeito-em-medidor-de-energia-el-trica-e-parcelamento-conforme-30d721955c648005a9efc6d840892a74,parsed,26 de janeiro de 2022,2022-01-26,
30d72195-5c64-8005-b898-d4bc49fda53f,https://www.notion.so/Admissibilidade-de-penhora-sobre-percentual-da-arrecada-o-mensal-de-condom-nio-devedor-ap-s-esgotad-30d721955c648005b898d4bc49fda53f,parsed,16 de março de 2020,2020-03-16,
30d72195-5c64-8005-b8c1-c2db3a47ef8d,https://www.notion.so/Embargos-de-terceiro-sobre-mea-o-em-execu-o-fiscal-extinta-pelo-pagamento-e-controv-rsia-sobre-res-30d721955c648005b8c1c2db3a47ef8d,parsed,21 de junho de 2021,2021-06-21,
30d72195-5c64-8006-9775-c73cc4c90e11,https://www.notion.so/Aux-lio-reclus-o-para-dependentes-de-trabalhador-rural-quando-renda-do-segurado-ultrapassa-ligeirame-30d721955c6480069775c73cc4c90e11,parsed,26 de maio de 2021,2021-05-26,
30d72195-5c64-8006-9e4a-cadc152dbec6,https://www.notion.so/Extens-o-do-prazo-de-car-ncia-do-contrato-de-financiamento-estudantil-para-residente-em-medicina-e-l-30d721955c6480069e4acadc152dbec6,parsed,6 de dezembro de 2021,2021-12-06,
30d72195-5c64-8006-ac82-ff2d947c10c3,https://www.notion.so/Desvio-de-verba-parlamentar-para-pagamento-de-empregado-particular-e-configura-o-de-ato-de-improbid-30d721955c648006ac82ff2d947c10c3,parsed,12 de maio de 2020,2020-05-12,
30d72195-5c64-8006-b0e1-d6a52fa53446,https://www.notion.so/Obrigatoriedade-de-registro-e-contrata-o-de-nutricionista-por-empresas-de-fabrica-o-e-comercializa-30d721955c648006b0e1d6a52fa53446,parsed,9 de fevereiro de 2021,2021-02-09,
30d72195-5c64-8006-b882-e2f8acd6db3f,https://www.notion.so/Exclus-o-de-candidato-de-concurso-por-recusa-de-documento-digital-em-inspe-o-de-sa-de-e-obriga-o-d-30d721955c648006b882e2f8acd6db3f,parsed,4 de março de 2020,2020-03-04,
30d72195-5c64-8007-94bb-f235587d5b95,https://www.notion.so/Validade-da-cobran-a-da-taxa-de-Anota-o-de-Responsabilidade-T-cnica-ART-e-limites-legais-para-fix-30d721955c64800794bbf235587d5b95,parsed,16 de novembro de 2021,2021-11-16,
30d72195-5c64-8007-97b6-e71c66d6eaaa,https://www.notion.so/Crime-de-lavagem-de-dinheiro-aut-noma-controv-rsia-sobre-necessidade-de-participa-o-no-delito-ante-30d721955c64800797b6e71c66d6eaaa,parsed,10 de agosto de 2020,2020-08-10,
30d72195-5c64-8007-b17e-dc1fd713da2c,https://www.notion.so/Caracteriza-o-da-atividade-de-factoring-como-opera-o-mercantil-e-aus-ncia-de-obriga-o-de-registro-30d721955c648007b17edc1fd713da2c,parsed,18 de outubro de 2021,2021-10-18,
30d72195-5c64-8007-be89-ef61cd706701,https://www.notion.so/Execu-o-individual-de-senten-a-coletiva-escolha-do-exequente-entre-foro-de-seu-domic-lio-ou-foro-d-30d721955c648007be89ef61cd706701,parsed,8 de julho de 2020,2020-07-08,
30d72195-5c64-8008-9299-c2f80c424e41,https://www.notion.so/Reinser-o-excepcional-de-candidatos-exclu-dos-por-cl-usula-de-barreira-diante-de-aumento-substancia-30d721955c6480089299c2f80c424e41,parsed,17 de junho de 2020,2020-06-17,
30d72195-5c64-8008-b23b-cd03c4744531,https://www.notion.so/Condena-o-por-atentado-contra-a-seguran-a-de-transporte-fluvial-e-corrup-o-ativa-pela-oferta-de-va-30d721955c648008b23bcd03c4744531,parsed,26 de maio de 2020,2020-05-26,
30d72195-5c64-8009-8a76-f1a42c30f933,https://www.notion.so/Furto-mediante-fraude-eletr-nica-para-subtra-o-de-valores-de-conta-corrente-e-aplica-o-do-furto-qu-30d721955c6480098a76f1a42c30f933,parsed,19 de outubro de 2021,2021-10-19,
30d72195-5c64-8009-94a3-ca679f2bbf02,https://www.notion.so/Condena-o-por-realiza-o-de-opera-es-de-institui-o-financeira-sem-autoriza-o-e-autonomia-penal-d-30d721955c64800994a3ca679f2bbf02,parsed,21 de setembro de 2021,2021-09-21,
30d72195-5c64-8009-98a2-d64c77b8ac8e,https://www.notion.so/Servidor-p-blico-e-cessa-o-de-adicional-de-periculosidade-pela-designa-o-para-atividade-sem-exposi-30d721955c64800998a2d64c77b8ac8e,parsed,22 de janeiro de 2020,2020-01-22,
30d72195-5c64-8009-9dff-ea1dce3fa24b,https://www.notion.so/Responsabilidade-civil-subjetiva-do-Estado-por-omiss-o-na-prote-o-contra-exposi-o-ao-c-sio-137-e-c-30d721955c6480099dffea1dce3fa24b,parsed,20 de maio de 2020,2020-05-20,
30d72195-5c64-8009-b171-d79a1ae41ffc,https://www.notion.so/Validade-da-elimina-o-de-candidato-em-concurso-p-blico-por-ind-cios-objetivos-de-fraude-detectados--30d721955c648009b171d79a1ae41ffc,parsed,12 de agosto de 2020,2020-08-12,
30d72195-5c64-8009-bf87-c821a9b17765,https://www.notion.so/Impossibilidade-de-creditamento-de-PIS-e-Cofins-sobre-despesas-financeiras-por-aplica-o-restrita-do-30d721955c648009bf87c821a9b17765,parsed,9 de agosto de 2021,2021-08-09,
