id|nomeNovo
3628|Formulário de admissão aluno especial - matrícula 19-0067756
3629|Declaração de Ajuste Anual IRPF 2025 ano-base 2024 - CPF 025.332.581-13
3633|Relatório aula 01.09.2020 - liberdade de expressão e RE 637.485-RJ
3639|Manifestação contra intervenção de terceiro - proc 1030794-64.2024.4.01.3400
3664|Informação SEVIN nº 4-2019 - análise códigos-fonte (SEI 0980680)
3698|Recibo de entrega da DAA IRPF 2025 ano-base 2024 - CPF 025.332.581-13
3712|Informação AGEL nº 26-2022 - totalização centralizada SISTOT (SEI 1986019)
3717|Artigo - exclusão do ICMS da base de cálculo da COFINS
3727|Tese de Lattanzi - prescrição intercorrente no direito tributário
3730|Lei SP nº 13.798-2009 - Política Estadual de Mudanças Climáticas
3759|ABNT NBR 15437-2006 - pôsteres técnicos e científicos
3764|Fichamento Barak-Erez - hermenêutica feminista e interpretação
3766|Formulário de admissão aluno especial - matrícula 19-0067756
3771|Vieira, Tarcísio - transparência do processo eleitoral - Estudos Elei. 2016
3775|Relatório aula 15.09.2020 - limites da liberdade de expressão e fake news
3776|Berquó - regulação do sistema monetário e financeiro (Lei 4.595-64)
3789|Comentário - prescrição intercorrente em cumprimento de sentença coletivo
3790|Ofício EJE nº 2376-2024 - elogio a pesquisador (SEI 2896721)
3791|Relatório - conferência ações afirmativas eleitorais EJE-TSE (S. Roriz)
3884|Decreto SP nº 65.486-2021 - compensação ambiental (Lei federal 9.985-2000)
3892|Relatório aula 15.09.2020 - limites da liberdade de expressão e fake news
3898|Machado (coord.) - interpretação e aplicação da lei tributária
3905|Relatório aula 25.08.2020 - jurisprudência como fonte do direito
3924|Monografia v2 - desequilíbrio federativo: centralidade fiscal e normativa
3949|Fonte, Leonardo Avelar - o juiz pode ser a boca do precedente
3952|Dissertação Vitor Chaves 2008 - justiça social, reconhecimento e democracia
3962|Decisão MS - proc 1053812-17.2024.4.01.3400 (Câmara dos Deputados)
3977|Resumo seminário 8 - imposto de renda como instrumento de justiça social
3993|Lopreato - um novo caminho do federalismo no Brasil
3997|Extrato financeiro consórcio Porto Seguro - grupo-cota I296-188
4042|Salviano Jr. - Bancos estaduais: dos problemas crônicos ao PROES
4051|Declaração de Ajuste Anual IRPF 2025 ano-base 2024 - CPF 025.332.581-13
4066|Lopreato - um novo caminho do federalismo no Brasil
4085|Saliba - a interpretação econômica do direito tributário (PUC-MG)
4088|Eng e Kazanjian - Loss: the politics of mourning
4102|Fichamento Safatle e Butler - melancolia e poder: apatia e mobilização
4117|Acórdão Consulta nº 0604054-58.2017.6.00.0000 - transgêneros e nome social
4141|Ofício PGU-AGU n. 04020-2020 ao Diretor-Geral do TSE (SEI 2020.00.000013287)
4143|Fichamento Gassen - pressupostos e classificação dos tributos
4147|Artigo Vieira - transexualidade e direito eleitoral: eleições 2020
4157|Saward, Michael - agência, design e democracia lenta (tradução)
4160|ABNT NBR 6021-2015 - publicação periódica técnica e-ou científica
4191|Relatório aula 25.08.2020 - jurisprudência como fonte do direito
4218|Seelaender - notas sobre a doutrina das leis fundamentais
4239|Seminário 7 (F. Simões) - ações afirmativas eleitorais EJE-TSE
4246|Portaria TSE nº 571-2025 - vacância (SEI 2025.00.000013403-3)
4264|Carvalho Neto, Tarcísio - liberdade de expressão e propaganda eleitoral
4277|Romero e Jayme - bancos públicos e privados no sistema financeiro
4320|Monografia UnB latu sensu (M. Chiaramonte) - desequilíbrio federativo
4372|Berquó - regulação do sistema monetário e financeiro (Lei 4.595-64)
4431|Estudos Técnicos Preliminares - descarte de urnas UE2009 (SEI 2389527)
4451|Sakamoto e Bassoli - limites constitucionais ao planejamento tributário
4457|Gassen - matriz tributária: perspectiva sobre Estado e tributação
4472|Decisão STF - Ação Cautelar 3.432 Amapá (dívida BNDES; Min. Fux)
4493|Curso AFT - aula 27 NR-18, profa. Mara Camisassa (grifado)
4512|Gassen e D'Araújo - tributação sobre o consumo e regressividade
4519|Curso AFT - aula 22 NR-1, profa. Mara Camisassa (grifado)
4520|Seminário 8 - matriz tributária brasileira: tributação sobre a renda
4539|Coimbra et al - registro impresso do voto autenticado - SBSeg 2017
4547|Parecer MPF no REsp nº 1144469 - exclusão do ICMS da base de PIS-COFINS
