id|nomeNovo
1801|Contas Matheus - Set 2025 - Total R$ 3.996,89 (celular, Office, cartão BRB)
1802|Metodologia da Pesquisa em Direito - Feferbaum e Mafei (monografias e teses)
1803|Resolução e voto - transporte especial de eleitores PCD - TSE 0600276-65.2026
1804|Partido político - autonomia partidária - jurisprudência TSE (atual. 2025-10-15)
1805|DOD - Jurisprudência em Teses 3 - Criança e Adolescente (STJ)
1806|Contas Carol - Balanço Jun 2025 - Total R$ 8.208,16
1807|Declaração de conhecimento dos critérios de prioridade FHE 2026 - Mykonos
1808|Ficha cadastral BRB - Ana Carolina (2024-10-29)
1809|Simulação financiamento CAIXA - Mykonos - entrada R$ 530.000 (2026-01-09)
1810|Formulário atualização cadastral - Mykonos UH 505 - amortização R$ 325.597,15 (2026-05-22)
1811|REIS, Fernando Baldy - Hastes intramedulares em fraturas diafisárias do úmero (2005)
1812|Curso de pesquisa de jurisprudência - introdução ao ElasticSearch
1813|Capítulo 6 - A lei trabalhista sob o prisma da subjetividade - Maria Pia Guerra
1814|Artigo CONPEDI - Inconstitucionalidade do cálculo por dentro do ICMS - Pedro D'Araujo e Valcir Gassen
1815|Atas TSE 1933 - Fevereiro (7ª Sessão Ordinária, 24-01-1933)
1816|Tabela comparativa imóveis Reserva 22 vs. Reserva Douro - Poupex
1817|Cruze - 25ª parcela - comprovante de pagamento Itaú (2020-08-26)
1818|Pacto Federativo e a Política Sanitária Municipal - Mônica Cúrcio (UFF, 2007)
1819|NFe 5 - IOSP Sérgio Pinho (dentista) - R$ 2.100,00 - NF-e 1.276
1820|Recibo MultCloud - fatura AKD-736113348613 (2024-09-13)
1821|Constitucionalismo - definição e pilares fundamentais - caderno TRF6
1822|Ficha de informação cadastral - Maurício (assinada) - Cruze
1823|Comprovante de inscrição AGU 2022 - Advogado - insc. 10021029 (2023-03-02)
1824|Apólice individual de seguro de vida BB - Ana Carolina - apólice 50622592 (vig. 2020-2025)
1825|Associações e sindicatos em processos coletivos - legitimidade e efeitos - caderno TRF6
1826|NBR 10520:2002 - Citações em documentos - ABNT
1827|Bioimpedância InBody - Maurício (2017-09-11) - Dr. Joselito Melo
1828|Colar especial - macro Word colar sem formatação
1829|TRONTO, Joan - Caring Democracy - Markets, Equality and Justice
1830|MAUS, Ingeborg - Judiciário como superego da sociedade
1831|Dentista IOSP - 6ª mensalidade - comprovante pagamento (2018-05-16)
1832|Conteúdo programático CD - Consultor Legislativo (Anexo I)
1833|AITA, Carmen - Liberalismo e República - pensamento político de J. F. de Assis Brasil (PUCRS, 2006)
1834|Manifestação de terceiro Rodrigo Cunha Ribas - autos 1054003-62.2024.4.01.3400 - CD
1835|SIMÕES, Francisco Gonçalves - Sistema unificado de súmulas de efeito vinculante
1836|Despacho TSE 2024.00.000002815-7 - ONG Minha Criança Trans - campanha eleitoral
1837|CHALOUB, Jorge - O pensamento de Olavo de Carvalho entre reacionarismo e conservadorismo
1838|Assuntos das atas TSE 1932 - organização e instalação do Tribunal
1839|Seminário 6 - Matriz tributária brasileira - equidade e eficiência (fichamento)
1840|Aulas Carolina Costa Ferreira e Soraia Mendes - jurisprudência STF e TSE sobre desinformação (AGU)
1841|Prova discursiva TRF1 - XV concurso (2014)
1842|DOC 9 - Resposta FGV recurso títulos ECT - CD insc. 613014552 (2024-07-14)
1843|Estudos preliminares SEI 1111204 - centralização de bancos de dados de eleição no TSE
1844|NFC-e - compilado roupas de academia e outros - vários cupons (2023-06-01)
1845|Referências bibliográficas - Curso de Ilícitos Eleitorais (TSE)
1846|Contas Matheus - Dez 2023 - saldo devedor R$ 5.546,01
1847|LOEWENSTEIN, Karl - Brazil under Vargas (Macmillan, 1942)
1848|ASEPA - Proposta de minuta de resolução - Consultas Populares (TSE)
1849|DOD - Jurisprudência em Teses 4 - Ambiental (STJ)
1850|Cancelamento de débito automático CEB - Itaú (2020-01-10) - Apto 216 Norte
1851|Asplund - Training and Professional Development in Electoral Administration (Policy Paper 28, 2023)
1852|Resposta recurso negado - questão objetiva 46 (CDRPO_00054) - MPF
1853|Atas TSE 1937 - Janeiro (137ª Sessão Ordinária, 30-12-1936)
1854|Prompt - relatório de inteligência jurídica eleitoral 2026 (Notion @DJe)
1855|Guia de cartões SD compatíveis com câmeras GoPro (2023-01-12)
1856|Certificado - Maurício Chiaramonte - Grupo Pesquisa Governança Eleitoral 120h (2024-10-10)
1857|COSTA, Alexandre Araújo - Controle de constitucionalidade no Brasil - concentração e seletividade (2016)
1858|Fatura cartão - Ago 2025 - R$ 17.278,25 (venc. 2025-08-25)
1859|Folha de resposta - CD Consultor Legislativo Área I (prova 2023-12-03)
1860|Ficha de filiação Aslegis - definitiva - Maurício
1861|Mapas mentais Direito do Trabalho - todos os mapas (Mapas da Lulu)
1862|PIRES, Maria Coeli Simões - O município no federalismo brasileiro
1863|Calendário Espírita - Francisco Cândido Xavier (Chico Xavier)
1864|ALMEIDA, André Motta - O contencioso eleitoral como qualidade da democracia (dissertação UFCG, 2019)
1865|Apto 216 Norte - comprovante de pagamento (6) - BB Tabelionato (2017-10-11)
1866|Modelo de requerimento de licença para capacitação - TSE/SGP
1867|Relatório aulas Tópicos em Direito Eleitoral - Tarcisio Vieira - 22.09 e 06.10.2020
1868|Curso - Ilícitos Eleitorais, Poder de Polícia e Jurisprudência do TSE (ementa)
1869|Portaria TSE 215 - publicada DJE 2023-03-29 - 2023.00.000004043-7
1870|Hemograma - Maurício (2026-01-19) - 13 exames - Câmara/Pró-Saúde
1871|DOC 14 - Declaração de conclusão pós-graduação ESMA-DF/Processus - Maurício - CD
1872|Mapas mentais LGPD - todos os mapas (Mapas da Lulu)
1873|Declaração de averbação de tempo de serviço - Maurício - TSE (2024-04-26)
1874|Prova prática Sentença Cível TRF1 - XVII concurso (2023)
1875|Críticas da Aline - TICs e Justiça Eleitoral (processo seletivo mestrado 2019)
1876|LOCKE - Segundo Tratado - Da extensão do poder legislativo (p.162-190)
1877|Comprovante GRU quitado - História do Direito Público - R$ 71,00 (2022-06-07)
1878|Certificado - Maurício Chiaramonte - Grupo Pesquisa Governança Eleitoral 120h (2024-10-10)
1879|Certidão nada consta - Comarca de Brazópolis/MG - posse TSE
1880|Orientações sobre termo de referência da auditoria - 2023.00.000003725-8 (AGEL)
1881|LUÍS XIV - Memórias (Fondo de Cultura Económica)
1882|Robinho - sentença Tribunal de Milão (e-STJ 2023-02-17)
1883|Termo de adesão ao serviço voluntário FEB/NEGR 2020 - Maurício
1884|Minuta de Resolução TSE - concurso público Justiça Eleitoral (atual. 2023-09-05)
1885|DOC 8 - Contrato locação veicular Rentcars MCZF185796 - processo Azul (2022-01)
1886|DOD - Outros Temas - Tributário - prescrição intercorrente aduaneira (STJ Inf. 843)
1887|DANTAS, Miguel Calmon - Judicialização eleitoral (palestra)
1888|Supremo em Números VIII - Quem decide no Supremo? Decisão colegiada 1988-2018
1889|LC 294/2000 - outorga onerosa de alteração de uso no DF - PGDF
1890|Atestado médico - Maurício - CID Z01.0 (2026-04-14) - Hospital Pacini
1891|Currículo - Maurício - Assessoria de Gestão Eleitoral (AGEL/TSE)
1892|Direito à Democracia - Direitos Políticos (André de Carvalho Ramos) - MPF Eleitoral
1893|Vade-Mécum Estratégico - PGE-SP Procurador - Juliano De Pelegrin (2024-01-12)
1894|Edital estruturado STJ - médico cardiologista (Carol)
1895|Mensagem ao Thiago - impasse relatório de gestão AGEL 2023
1896|FERRAZ, Taís Schilling - Novas perspectivas no ensino do Direito (ESMAFE-RS 01/2017)
1897|Revista Estudos Eleitorais vol. 18 nº 1 - jan/jun 2024 (TSE)
1898|Informe de Rendimentos BB - ano-calendário 2025 - IRPF Maurício
1899|Certidão cartório 3º Ofício Brasília - compra e venda FHE (substituição) - Mykonos
1900|Monitoria de graduação 2010 UFMG - Faculdade de Direito (Iara Menezes Lima)
1901|Comprovante de situação cadastral no CPF - Maurício (2022-06-10) - doutorado 2023
1902|Dentista IOSP - 10ª mensalidade - boleto (venc. 2018-08-08)
1903|Declaração de ausência de vínculo FHE - Maurício (FORMGEOPI1-003) - Mykonos
1904|CARVALHO, Maria Alice Rezende - Letras, sociedade e política - imagens do Rio de Janeiro
1905|SOUZA, Marcos Tadeu Napoleão - Fundo de Participação dos Estados - perspectivas de mudança (2011)
1906|Relatório de investimentos CAIXA - 1º semestre 2026 (01/01 a 05/06)
1907|Orçamento Samsung S23 Ultra - Claro - R$ 4.029,40 em 12x BRB
1908|Relatório de financiamento DETRAN/DF - Cruze - gravame baixado (2021-04-28)
1909|Mapas mentais Comércio Internacional - todos os mapas (Mapas da Lulu)
1910|KRIVONOSOVA, Iuliia - The forgotten election administrator of internet voting - Estonia (2021)
1911|Prompt - assistente de catalogação jurídica (resumos de jurisprudência)
1912|Texto - prestação de contas das Consultas Populares (Capítulo VII)
