id|nomeNovo
1601|Projeto de pesquisa - Mestrado UnB - E-democracia e Direito Eleitoral
1602|Tabela Fipe - Chevrolet Cruze LTZ 2018 - dez 2024 - R$ 87.703
1603|Fatura cartão - venc 2024-12-20 - R$ 18.561,21
1604|Controle jurisdicional da discricionariedade administrativa - Tarcísio Vieira - UnB 2017
1605|Recurso TÍTULOS - FGV - 2024-06-28
1606|BOBBIO, N. - Estado, Governo, Sociedade - resumo Estratégia PGE-SP
1607|Seguro de Vida BB - Plano Completo - adesão 2018-09-01 a 2020-08-31
1608|Seleção BNDES - Acordo de Paris - dispositivos prováveis na prova
1609|Semana 7 - Melancolia e Constituição - Rosenfeld e Moreira
1610|Comprovante pagamento aluguel APTO 409 Sul - Sergio Lannes - 2020-12-06
1611|Declaração de propriedade intelectual - dissertação UnB - 2021-07-13
1612|BRANDÃO, Rodrigo - O tratamento social do transexual no Brasil
1613|Áreas protegidas - Decreto SP 60.302 de 2014-03-27 - SIGAP
1614|CARVALHO, Claudia Paiva - Presidencialismo e democracia no Brasil 1946-1956
1615|IAC 1 TJDFT - dissolução e apuração de haveres em sociedade simples - 0721158-98.2023.8.07.0000
1616|Portaria TSE - exonerações - transição - SEI 2022.00.000010461_8
1617|Questões TecConcursos TRF6 - Q 201 a 400 - FGV
1618|FREITAS, Sarah Roriz de - Candidaturas trans no Brasil - evolução no século XXI
1619|Contas Matheus - mar 2025 - R$ 5.071,79
1620|Outorga onerosa de alteração de uso DF - Decreto 23.776 de 2003
1621|Atestado médico - Dr. Thiago Pacini - CID Z01.0 - 2026-04-16
1622|Espelho prova TRF1 - sentença criminal - lavagem de capitais
1623|Relatório de Gestão AGEL 2023 resumido - preparação eleições 2024 - SEI 2023.00.000012958-6
1624|BONNETT, Alastair - Left in the Past - radicalism and politics of nostalgia
1625|ARANTES, Rogério Bastos - Judiciário - entre a justiça e a política
1626|HIRSCHL, Ran - The judicialization of mega-politics and the rise of political courts
1627|Resumo do benefício - Seguro de veículos de locadora Visa - set 2021
1628|Guia para o cursista - FOFO Nível 1 Módulo 2 - ENFAM
1629|Boleto APTO 216 Norte - Amiigo - venc 2018-02-15
1630|Comprovante Pix DARF - Receita Federal - R$ 634,27 - 2026-05-16
1631|Balanço mensal Carol - nov 2024 - R$ 11.364,17
1632|Ementa - Instituições Políticas Brasileiras - Paolo Ricci - USP 2016
1633|Processo administrativo eletrônico - Governo eletrônico e Direito Administrativo - José Fernando Brega
1634|IRPF 2025 retificada - Ana Carolina Miguel Meira e Silva
1635|Planta de arquitetura Reserva Mykonos - finais 5 e 9
1636|Aula minuta com proposição - Consultor Legislativo CD - Camile Sabino 2023
1637|Assuntos 1932 - instalação e organização do TSE
1638|DEFIS 2025 - Meira Clínica Médica LTDA - ano-calendário 2025
1639|Comprovante pagamento 6ª parcela Cruze - Banco GMAC - 2019-01-25
1640|TAYLOR, Matthew - O judiciário e as políticas públicas no Brasil
1641|Enunciados da 5ª CCR comentados - combate à corrupção - MPF
1642|Balanço mensal Carol - mar 2025
1643|Prova discursiva TÍTULOS CD - voto em parecer favorável e desfavorável
1644|Formulário de cadastro - Maurício - Reserva Mykonos
1645|GOL - Endereço para citação - CEJUSC-JEC Brasília
1646|Competência adequada e forum non conveniens - Direito Processual Civil - TRF6
1647|Comprovante pagamento aluguel APTO 409 Sul - Sergio Lannes - 2020-09-07
1648|Instrução Normativa MPOG nº 5 de 2017-05-26 - contratação de serviços
1649|Prompt - Parecer de constitucionalidade - Conle
1650|Tabela SJUR - sistema de jurisprudência TSE - 542 registros
1651|EIA-RIMA - Resolução CONAMA nº 428 de 2010-12-17
1652|Funpresp-EXE - Requerimento de inscrição LegisPrev - proposta 203011933646
1653|Resolução CNMP nº 281 de 2023-12-12 - Política Nacional de Proteção de Dados
1654|VIEIRA, Tarcísio - O princípio da alternância no regime democrático
1655|Certidão de Tempo de Serviço Militar - EsPCEx - nº 64510.011573/2023-96
1656|Anuência da chefia - inscrição Grupo de Pesquisa TSE - Edital 1/2023
1657|Relatório de Gestão 2022 TSE - oficial revisado consolidado
1658|Relatório de vacâncias e exonerações TSE - desde nov 2017
1659|Art. 5º - aposentadoria policiais e agentes penitenciários - EC Previdência
1660|CRUVINEL, Diogo Mendonça - Judicialização da política e ativismo judicial
1661|Síntese Estratégica MPF - revisão final - prova 2025-06-29
1662|Balanço mensal Carol - mar 2025 - lançamentos
1663|Resposta aos recursos da prova discursiva - TÍTULOS CD
1664|Formulário de cadastro de clientes - Maurício - Reserva Mykonos
1665|MAPA - Noções de Administração Pública - mapas mentais
1666|O pacto federativo e a competência concorrente - Pedro Henrique Macedo Nora
1667|VERBICARO, Loiane Prado - Judicialização da política, ativismo e discricionariedade judicial
1668|Balanço mensal Carol - out 2024 - R$ 4.294,73
1669|CAPELA - Política, Administração, Economia e Finanças Públicas Portuguesas 1750-1820
1670|Enciclopédia - Monarquia - Chevalier de Jaucourt
1671|GRAHAM, R. - Construindo uma nação no Brasil do século XIX
1672|SADEK, Maria Tereza - Judiciário - mudanças e reformas
1673|CHENG, Anne Anlin - The Melancholy of Race
1674|DULCI, Otávio Soares - Guerra fiscal, desenvolvimento desigual e relações federativas no Brasil
1675|Extrato FGTS - Ana Carolina Miguel Meira e Silva - IGESDF 2023
1676|Lei nº 4.380 de 1964-08-21 - SFH e BNH - casa própria
1677|Informe de rendimentos Genial - ano-calendário 2025
1678|Atualização de dados cadastrais Reserva Mykonos - UH 505 - 2026-05-22
1679|Título I e Título II parte 1 - Regimento Interno CD - André Alencar 2026-01-31
1680|Termo de posse TSE - Analista Judiciário - 2016-05-23
1681|Jurisprudência 1 - Limbo previdenciário - TRT 18ª - MSCiv-0010249-86.2020.5.18.000
1682|Atualizações jurisprudência TRF6 - STJ e STF - 2º semestre 2025
1683|Sites - criminalização da LGBTfobia e voto com orgulho
1684|Diploma de graduação em Direito - UFMG - 2011-08-09 - Maurício Augusto Chiaramonte Vieira
1685|MAPA - Noções de Administração Pública - mapas mentais
1686|O pacto federativo e a competência concorrente - Pedro Henrique Macedo Nora
1687|VERBICARO, Loiane Prado - Política, ativismo e discricionariedade judicial - grifado
1688|Balanço mensal Carol - out 2024 - R$ 4.294,73 - reembolsos
1689|ANDRADE NETO, João - O positivismo jurídico nos labirintos da legalidade
1690|Decisão agravada - MS 1051350-87.2024.4.01.3400 - FGV - AGRAVO DE INSTRUMENTO
1691|LOPREATO - Federalismo e finanças estaduais - Texto para Discussão IE/UNICAMP 98 - 2000
1692|GOMES, José Jairo - Bens jurídico-eleitorais e revisão da decisão das urnas
1693|Resumo Consulta TSE 0604054-58 - candidaturas transgêneros e cotas de gênero
1694|Recurso Questão 2 - decadência e termo inicial - TRF6
1695|HESPANHA, A. M. - A constituição do império português - O Antigo Regime nos trópicos
1696|Título III - sessões - Regimento Interno CD - André Alencar 2025-11-04
1697|Art. 4º - aposentadoria voluntária servidor federal - EC Previdência
1698|Monografia - Desequilíbrio federativo - Maurício A. C. Vieira - Versão Final 1
1699|Questões MPF - Proc Rep 2006 - AFO e Direito Financeiro
1700|Jesus e o perdão - estudo de catequese
1701|Atas TSE - agosto 1932 - 6ª sessão extraordinária
1702|Resumo críticas a Piketty - r maior que g e desigualdade
1703|Exemplo - Prisões cautelares - mapa Lulu
1704|Balanço mensal Carol - mar 2023 - R$ 7.980,78
1705|Comprovante pagamento GRU inscrição TRF1 2023 - 2023-05-02
1706|Comprovante pagamento aluguel APTO 409 Sul - Sergio Lannes
1707|Prospecto Century Plaza - POUPEX - empreendimento Taguatinga
1708|Nova Lei de Registros Públicos - análise de aula em vídeo
1709|Semana 6 - Melancolia e colonialidade - Nandy e Bonnett
1710|Boleto IPTU/TLP 2016 cota única - APTO 216 Norte
1711|Contas Matheus - out 2025 - R$ 4.817,32
1712|Declaração 13º salário - TSE - SEI 3470025 - 2026-01-05
1713|Bioimpedância - Dr. Joselto Melo - 2017-04-11
1714|Contas Matheus - fev 2023 atualizado - R$ 8.216,45
1715|8 espécies de plantas para perfumar a casa - Casa e Jardim
1716|Direito do Trabalho - todos os mapas mentais - mapas Lulu
1717|STEWART III, Charles - Voting Technologies - 2011
1718|Plano alimentar semanal - Protocolo 6 - 2016-11-21 - 90,4kg
1719|GRESTA, Roberta - Reclamação e representação especial - Trilha EJE-TSE 2024
1720|Parecer CCJ Senado - Novo Código Eleitoral - PLP 112/2021 - Rel. Marcelo Castro
1721|MACHADO, Maíra Rocha - Pesquisar empiricamente o direito - livro completo
1722|Prova prática de sentença cível TRF5 - XV concurso - 2025
1723|Contas Carol - ago 2022 - R$ 7.256,56
1724|Demonstrativo pagamento aluguel APTO 409 Sul - venc 2020-04-10 - nº 102143
1725|Ramais da SEDID - Simone e Ana Maria Curvina
1726|OLIVEIRA, Fabiana Luci - Os Ministros do STF na CF88 - profissionais versus políticos
1727|Contas Carol - fev 2022 - R$ 6.939,76
1728|Taxonomia de temas eleitorais TSE - apuração de votos e eleições
1729|Atas TSE - janeiro 1933 - 28ª sessão ordinária (cópia)
1730|BONAMIGO FILHO, Carlos Horácio - Crítica ao atual modelo de lançamento de IPTU
1731|Resposta a recurso - questão objetiva 117 - pacote anticrime - MPF
1732|Semana 11 - SCHEUERMAN, William E. - Liberal Democracy and the Empire of Speed
1733|Atas TSE - dezembro 1932 - 24ª sessão ordinária
1734|Atas TSE - dezembro 1932 - 24ª sessão ordinária (cópia)
1735|STEWART, Charles III - Election Administration - capítulo 3 - 2011
1736|Projeto de pesquisa - Doutorado UnB 2023 - Justiça nas eleições e Assis Brasil
1737|SEELAENDER, Airton - O contexto do texto - história do direito público na idade moderna
1738|Boleto APTO 216 Norte - Amiigo - venc 2018-01-15
1739|Cessão de contrato de consórcio - automóvel - BB Consórcios
1740|Edital nº 1 PGDF de 2022-02-09 - Procurador do DF
1741|Lei SP nº 10.177 de 1998-12-30 - processo administrativo estadual
1742|Comprovante pagamento 3ª mensalidade dentista - BRB - 2018-03-26 - R$ 700
1743|PDL nº 480 de 2025 - renovação concessão Rádio Vanguarda Sorocaba - TVR
1744|Minuta de resolução TSE - registro de candidatura - 0600748-13.2019.6.00.0000
1745|VIEIRA, Tarcísio - Transparência do processo eleitoral brasileiro - Estudos Eleitorais v.11 n.2 2016
1746|Relatório de Gestão 2022 TSE - relato integrado
1747|Autógrafo - Novo Código Eleitoral - normas eleitorais e processuais
1748|Memoriais de assistente - alteração gabarito Questão 31 - INTERVENÇÃO CD
1749|Tabela Fipe Cruze - dez 2023 - R$ 95.388 - IRPF 2023
1750|Prompt - Organizar Ata de julgamento de tribunal
1751|Prompt - Prova discursiva para magistratura federal
1752|Relatório Nomad para IRPF 2025 - conta internacional
1753|Semana 13 - Cuidado e direito - sobre interpretação e mulheridades
1754|Atas TSE - agosto 1937 - 84ª sessão ordinária
1755|Robinho - sentença traduzida - Tribunal de Milão - art. 609 octies CP
1756|Análise jurídica sessão TSE - 2025-05-08 - Petição Cível 0600243-1
1757|Súmulas STJ - Processo Penal - 676, 667 e outras
1758|Fatura cartão - venc 2024-01-20 - R$ 27.993,23
1759|Boleto APTO 216 Norte - Amiigo - venc 2018-05-15
1760|VIEIRA, Tarcísio - Ficha Limpa - moralidade administrativa revigorada pela democracia
1761|Comprovante pagamento IPVA 2026 Cruze - Caixa - R$ 1.787,78 - 2026-02-18
1762|Receituário de controle especial - Maurício - dexametasona - HRAN
1763|Atestado de matrícula UnB - PPGD - 2022.1
1764|Autorização SCR BACEN PJ - Meira Clínica Médica LTDA - BRB
1765|BRAGA, Cássio Nunes - Exclusão do ICMS da base de cálculo do PIS/COFINS - Jus Navigandi 2016
1766|LISOWSKI, Telma Rocha - O poder constituinte entre continuidade e ruptura
1767|Boleto APTO 216 Norte - Amiigo - venc 2019-10-15
1768|Monografia - Desequilíbrio federativo - Maurício A. C. Vieira - Versão 4
1769|BRAGA, Cássio Nunes - Exclusão do ICMS da base de cálculo do PIS/COFINS - Jus Navigandi 2016
1770|LUSTIG, D. e WEILER, J. - Controle constitucional no mundo contemporâneo
1771|Comprovante pagamento 3ª parcela IPTU 2016 - APTO 216 Norte - 2016-08-09
1772|Relatório aula Tópicos em Direito Eleitoral - Tarcísio Vieira - 2020-09-01 - prefeitos itinerantes
1773|Aposentadoria Ana Lúcia - segurada facultativa - projeção período de graça
1774|Trabalho científico - Revista de Estudo de Direito Postal dos Correios
1775|Convênio POUPEX-TSE - extrato de contrato - DOU 2023-03-24
1776|XAVIER, Francisco Cândido - Trovas do Mais Além - resumo
1777|Atas TSE - setembro 1932 - 10ª sessão extraordinária (cópia)
1778|TJDFT Extrajudicial - normas locais - Estratégia 2022 - Juiz Substituto
1779|A Constituição brasileira de 1988 revisitada - Revista IPEA v.2
1780|Tabela de preços POUPEX Ilha Grande Bloco P - vigente até 2024-05-21
1781|Mensagem Euzilene - matrícula em História do Direito Público - aluno especial UnB
