id|nomeNovo
601|Resposta a recursos da prova objetiva - questão 4 (gabarito B) - MPF
602|MEDAUAR, Odete - A processualidade no Direito Administrativo (1993)
603|MÉXICO - El contencioso y la jurisprudencia electorales en derecho comparado - TEPJF
604|BITTENCOURT, Jean Guilherme - Entre urnas e togas - Justiça Eleitoral e competição política no Pará (1982-1986)
605|Prompt - Parecer de projeto na CCJC (mérito) - Conle
606|Atas das sessões do TSE - janeiro de 1936
607|Recurso administrativo contra nota da prova de títulos - ECT - inscrição 15900 - CD
608|Atas das sessões do TSE - setembro de 1935
609|PLP 10-2022 (Caroline de Toni) - competência dos TREs para totalização de votos
610|Direitos Humanos - aula 14 - Direto ao Ponto MPF (Estratégia, 2025)
611|Ordenações Filipinas - Livro III, Título LXIV
612|Requerimento de inclusão de cônjuge como dependente - Ana Carolina - TSE
613|Comprovante de pagamento R$ 325.597,15 - UH 505 - FHE - 2026-05-18
614|Semana 4 - Melancolia e ideologias - sobre esquerdas e direitas - bibliografia
615|DOC. 12 - Histórico escolar pós-graduação Direito e Jurisdição - Processus (2017)
616|Informações da impetrada - MS 1064028-37.2024.4.01.3400 - prova de títulos - Bruno Hochheim
617|Endosso de apólice - mudança para o Sudoeste - Itaú Seguro Auto
618|Ficha de informação cadastral - financiamento Cruze - 2018-08-10
619|Semana 15 - Narrativas e direito - sobre verdades e ficções - bibliografia
620|Comprovante de pagamento da 17ª parcela - Banco GMAC - Cruze
621|2025-12-28 - NFCe - Samsung Galaxy Ring Titânio Preto (tam 12)
622|Lei DF 2.725-2001 - Política de Recursos Hídricos do Distrito Federal
623|Prova discursiva - Consultor Legislativo - Senado Federal 2011
624|IRPF 2025 - Ana Carolina - recibo da declaração retificadora nº 001
625|Crimes eleitorais e Processo Penal Eleitoral - jurisprudência (atual. 2023-09-05)
626|Competência da Justiça Militar - resumo (crimes militares e crime doloso contra a vida)
627|DOC. 7 - Homologação - Edital nº 4 de 15-07-2024 - concurso Analista CD
628|Minibibliografia - O legado de Assis Brasil - TSE (maio 2025)
629|Certificado 7 (negado) - SEI! Usar - Enap (set 2021, 20h)
630|Tema 20 - pirâmide financeira e conta de participação - IRDR 0740629-08.2020.8.07.0000 - TJDFT
631|ARAGÃO, Alexandre Santos de - A constitucionalização do direito e repercussões no Direito Administrativo
632|Lei DF 5.547-2015 - autorização para localização e funcionamento de atividades econômicas
633|PALACIO, Juan Manuel - Hurgando en las bambalinas de la paz del trigo - história judicial
634|COSTA FILHO, Ademar et al - TSE e a inserção de trans-gressores - Consulta 0604054-58.2017
635|PL 2026 (Julio Lopes) - condiciona Fundo Partidário e FEFC a indicadores de gestão
636|Comprovante de agendamento - aluguel BSB - tabelionato de protesto - 2015-12-15
637|SOARES, Wladimir Ribeiro - Federalismo fiscal e pacto federativo
638|Aulas de Direito Eleitoral - retomada pelo Zoom - Prof. Tarcísio (2020)
639|Apólice - Bradesco Seguro Auto Mulher - Carol
640|Boleto 27 - APTO 216 Norte - Bradesco
641|Resposta a recursos - Direito Penal - questão 21 anulada - TRF1 2025
642|HESPANHA, António Manuel - Cultura jurídica (arbitristas no século XVII ibérico)
643|Controle jurisdicional da discricionariedade administrativa - trabalho UnB (2017)
644|Atas das sessões do TSE - setembro de 1937
645|Relatório final da CPI da Dívida Pública - Câmara dos Deputados - 2010-05-11 (autenticado)
