id|nomeNovo
1|Concurso EsFCEx 2026 - Médico sem especialidade - resumo
2|GOMES, Reginaldo - Natureza coletiva do direito eleitoral
3|Certidão de Inteiro Teor da Inscrição OAB-MG nº 132411 - 2026-01-07
4|(Resumo) OLIVEIRA, Marcelo Roseno - Controle das eleições
5|Horóscopo do Dia da Nomeação TSE - 2016-04-25
6|Informação ASAG-TI nº 129-2020 - Centralização da totalização de votos no TSE
7|Exames de sangue - 2025-11-17
8|Certificado curso Direito Eleitoral Digital TSE - 2020-10-08
9|Termo de Opção e Extrato Previdenciário Postalis - 2014-07-11
10|Receita Silimarina 300mg - Dr. Joselio Melo
11|Comprovante Pró-Saúde para IRPF - Ano-Base 2025
12|Termo de Referência TSE 2024 - auditoria Teste de Integridade Eleições Municipais
13|Despacho AGEL 2023.00.000004787-3 - Carta de Serviços do TSE
14|Reforma tributária EC 132-2023 - Aula única
15|Rodada 1 - TJDFT Juiz Substituto - 2023-01-10
16|Ciência de sentença - Expediente PJe SJDF - 2024-10-18
17|Von Stein - The History of the Social Movement in France 1789-1850 (Tema 16)
18|Combate ao Trabalho Escravo e Infantil - Aula 17 Prof. Antonio Daud
19|Boleto Amiigo Empreendimentos - venc 2019-12-15
20|Casal Bértoa e Enyedi 2021 - Fechamento do sistema partidário (Cap. 2)
21|Boleto aluguel Sergio Lannes - 2021-10-05
22|PLP 112-2021 Novo Código Eleitoral - compilado e comentado
23|Ementa Teoria Geral do Direito Público II - Prof. Seelaender
24|Guia de análise de atos de concentração horizontal (2015)
25|(Tese) SALGADO, Eneida - Princípios constitucionais estruturantes do direito eleitoral
26|Comprovante pagamento GRU MPDFT - 2021-04-12
27|SADEK, Maria Tereza - O pacto federativo em questão (resenha)
28|E-mail Rogério Arantes - 2024-07-15
29|Prompt para estruturar base jurídica no Notion
30|Semana 13 - Cuidado e direito: interpretação e mulheridades
31|Jurisprudência Estratégica - Direito Constitucional (MPF)
32|IRPF 2024 Ana Carolina - Recibo retificadora nº 001
33|Declaração de ausência de vínculo FHE - Maurício
34|BERCOVICI, Gilberto - Concretização do pacto cooperativo (Painel)
35|Acórdão Ação Rescisória TRF1 nº 1028483-57.2020.4.01.0000 - 2022-06-21
36|CRIMP, Douglas - Mourning and Militancy (October, 1989)
37|HADDAD, Ricardo Nussrala - A motivação das decisões judiciais e a jurimetria
38|Atas TSE 1932 - Sessão preparatória de 17-05-1932
39|Sustentação Oral - Apelação Cível TRF1 nº 1049203-88.2024.4.01.3400
40|Fichamento curso Improbidade Administrativa - EAD STF
41|Tutelas provisórias e impactos do novo CPC na Justiça Eleitoral
42|DOC. 5 - 1º Resultado da avaliação de títulos - 2024-06-06
43|Semana 5 - Melancolia e racismo: lutas e apagamentos
44|(Dissertação) ZALAMENA, Juliana - Judicialização e eleições municipais no RS
45|(Dissertação) COELHO, Margarete - A democracia na encruzilhada
46|Resolução CSMPF nº 148-2014 - organização das CCRs
47|VIEIRA, Tarcísio - Proibição de promoção pessoal na publicidade institucional
48|Comprovante pagamento placa dentária IOSP - 2019-07-16
49|Direito Internacional - resumo (jus cogens, soft law)
50|Atas TSE 1935 - Sessões de fevereiro
51|DOD - Nulidades 2 - dupla incriminação Justiça Comum e Eleitoral (STJ)
52|Comprovante Situação Cadastral CPF - Alexandre de Moraes - 2020-09-16
53|Requerimento de averbação de tempo de contribuição TSE - 2017-01-20
54|Infrações ambientais SEAQUA - Decreto SP 64.456-2019
55|(2009) Sentença Criminal TRF1 - XIII concurso
56|Conteúdo Programático concurso Procurador da República (MPF)
57|Checklist Relatório de Gestão 2023 à SEGGO - AGEL
58|Endividamento Público nos EUA e no Brasil - FGV
59|(2024) Sentença Criminal TRF2 - XVIII concurso
60|ASSIS BRASIL, J.F. - Democracia Representativa: do voto e do modo de votar
61|Comprovante IPTU 216 Norte - venc 2017-08-14
62|Comprovante 20ª parcela Cruze - 2020-03-25
63|SAAVEDRA FAJARDO, Diego - Empresas políticas - Empresa 21
64|Comprovante Pix ENAC - BRB
65|Parecer MPF AREsp nº 593.627-RN - ICMS na base de PIS-COFINS
66|Pontos prova discursiva - Princípio da anterioridade eleitoral
67|Comprovante pagamento condomínio 409 Sul - 2020-04-04
68|Epson - solução de erro na digitalização para o PC
69|Decisão MS 1053605-18.2024.4.01.3400 - Diego Barbosa x FGV
70|Resumo RICCI, Paolo - Terra Incógnita: Atuação da Justiça Eleitoral 1932-1933
71|Prompt Parecer Emendas de Plenário - APROVA
72|Temas Quentes Direito Previdenciário - Fase Escrita TRF6
73|Certidão de quitação eleitoral - Maurício
74|Lei de Abuso de Autoridade 13.869-2019 - Prof. Ivan Marques (Jan-2025)
75|Electoral Justice - The International IDEA Handbook
76|LOPREATO - O colapso das finanças estaduais e a crise da federação
77|Decreto DF 40.388-2020 - avaliação de programa de integridade de PJ
78|Títulos magistratura - Resolução CNJ (quinta etapa)
79|(Voto) ADI 5028 - Min. Barroso - representação dos Estados na Câmara
80|CASTRO, Alexander - Max Weber e história do direito
81|Serviços ambientais - Decreto SP 66.549-2022 (PEPSA)
82|Plano de disciplina Metodologia Qualitativa - Profa. Rebecca Lemos Igreja (2020)
83|DOC. 4 - Homologação - Edital nº 4 de 2024-07-15 (DOU)
84|SCHEPPELE, Kim - On Being the Subject of the Rule of Law
85|Decisões recentes 14ª Vara - MS 1052758-16.2024.4.01.3400 (Victor Quintiere)
86|Informe de rendimentos Inter - Ana Carolina - 2025
87|Comprovante pagamento protesto - 2016-11-16
88|Saque em dólares Banco do Brasil - 2022-04-05
89|Prompts Perplexity - legislação e julgados
90|Regulamento Disciplinar da PM-SP - LC 893-2001 (LOPMSP)
91|Tabela de Desincompatibilização - Eleições 2022 (atualizada abril-2021)
92|Informe de rendimentos Sicoob - Ana Carolina - 2024
93|Pré-projeto Mestrado - Urna eletrônica e voto impresso (2018)
94|Formulário atualização de dados cadastrais Mykonos - UH 505
95|RICCI, Paolo - Carta ao TSE - parceria NECI-USP - 2016-03-23
96|Notícia de Fato MP-PR - pesquisa eleitoral São João do Ivaí 2023
97|Informação TJAM - processo administrativo SEI 2012378
98|Decreto DF 34.024-2012 - regulamento do IPVA
99|Contracheque Ana Carolina IGESDF - 10-2025
100|Edital FHE Residencial Ilha Grande - Bloco P (Poupex)
101|NFCe Notebook Samsung NP900X5T i7 256GB - Fast Shop - 2019-07-12
102|ARGUELHES, Diego Werneck - Apresentação Dossiê desenho do STF
103|PROCV - extrair dados de outra planilha (anotações)
104|(2025) Sentença Cível TRF3 - XXI concurso
105|Fatura cartão DUX - venc 2024-11-20
106|CARVALHO NETO, Tarcisio Vieira - Liberdade de expressão e propaganda eleitoral (p.75-79)
107|OLIVEIRA, Daniel Carvalho - 80 anos da Justiça Eleitoral
108|LDO 2024 - Lei nº 14.791-2023 (política das agências de fomento)
109|Conversa com Ronnie - problema links SharePoint-OneDrive (chamado 322643)
110|Atas TSE 1937 - Sessões de janeiro
111|Parecer CCJC - PL 4.719-2024 - Lei Geral do Turismo
112|Comprovante pagamento GRU créditos UnB - 2022-06-10
113|(2024) Espelho de correção Sentença Criminal TRF2 - XVIII concurso
114|Contas Matheus - JUN-2023
115|Mensagem de justificativa de ingresso - Constituição e Democracia
116|Atas TSE 1933 - Sessões de outubro
117|Decreto DF 39.978-2019 - contratação de serviços por execução indireta
118|HARTMANN, Ivar - Pedidos de vista no Tribunal Superior Eleitoral
119|DOC. 11 - 3º Resultado da avaliação de títulos - 2024-07-13
120|Relatório myProfit para IRPF - Ana Carolina - 2025
121|Temas Quentes Direitos Humanos - Fase Escrita TRF6
122|Comprovante pagamento Amiigo - 2018-05-14
123|GONÇALVES e POMAR - A armadilha da dívida pública interna
124|IPTU-TLP 216 Norte 2016 - venc 2016-08-09
125|Síntese Estratégica - Juiz Federal TRF1 (2023)
126|BARROS, Robert - Courts Out of Context: Chile 1973-1990 e Argentina 1976-1983
127|Formulário solicitação de admissão como aluno especial - UnB
128|(Dissertação) OLIVEIRA, Geovane - Protagonismo do TSE e accountability
129|Monografia - Desequilíbrio federativo e discriminação de rendas tributárias (versão 1)
130|Pesquisa de satisfação Reserva Mykonos - FHE
131|MOREIRA, Nelson et al - O constitucionalismo da falta no Brasil
132|Orientações de uso - gel clareamento dental
133|LOPREATO - O colapso das finanças estaduais e a crise da federação
134|IPVA 2023 Cruze - pagamento 1ª parcela - 2023-02-16
135|Ementa Teoria Geral do Direito Público II - Prof. Seelaender
136|Inscrição PGE-GO - DARE venc 2024-07-11
137|Aulas 2022 - Direito Civil Constitucional (Política e Poder Judiciário) - Pablo Holmes
138|O Direito Administrativo na jurisprudência do STF e do STJ
139|Ressonância magnética cotovelo e braço direitos - 2022-07-02
140|Informe de rendimentos Banco do Brasil - 2024
141|Informação AGEL 2023.00.000013088-6 - pesquisa eleitoral São João do Ivaí
142|Aula de revisão - Poder político (Materiais Tarcísio Vieira)
143|Convenção de Mérida (anticorrupção) - base de dados
144|Atas TSE 1935 - Sessões de outubro
145|MARQUES NETO, Floriano - As crises da noção de interesse público e o Direito Administrativo
146|Atas TSE 1935 - Sessões de setembro
147|Resolução CSMPF nº 87-2010 - Inquérito Civil no MPF
148|Boletim Interno TSE nº 410 - fev-2017 - averbação de tempo de serviço (Maurício)
149|FGV - Noções de Direitos Humanos e Acessibilidade (MPU 2025)
150|Direito Econômico - Aula 02 - BNDES (Prof. João Lawall)
151|Termo de posse e exercício TSE - Analista Judiciário - 2016-05-23
152|GUERZONI FILHO, Gilberto - A desconfiança como elemento do sistema eleitoral
153|HESPANHA, António Manuel - Cultura Jurídica
154|Comprovante pagamento Amiigo - 2018-02-11
155|(Palestra) ESPÍNDOLA, Ruy Samuel - Justiça Eleitoral contramajoritária e soberania popular
156|SALVIANO JUNIOR, Cleofas - Bancos Estaduais: dos problemas crônicos ao Proes
157|Resolução TSE nº 23.385-2012 - consultas populares (v.4)
158|Resumo - Medidas provisórias (art. 62 CF)
159|Espelho prova discursiva 3 TRF6 - decadência e tempo rural
160|Artigo ICMS na base de cálculo de PIS-COFINS - interpretação econômica (1)
161|Certificado de conclusão Funpresp - assinatura de proposta
162|Comprovante de pagamento Itaú - AGU
163|Atas TSE 1935 - Sessões de agosto
164|Mensagem de convite de casamento no cartório
165|Acórdão ADPF 569 - perda de bens e lavagem - 2024-05-20
166|Termo de opção pela nomeação TSE
167|Atas TSE 1933 - Sessões de setembro
168|Diferença entre Encíclica e Exortação Apostólica (Diocese de Lorena)
169|Instruções para remoção de metadados de Word e PDF - PPGD UnB
170|Boleto avaliação funding FGTS Mykonos - venc 2026-05-21
171|Balanço mensal Ana Carolina - JUL-2023
172|CASTRO, Alexandre Samy - O método quantitativo na pesquisa em direito
173|HABERMAS, Jürgen - A inclusão do outro
174|Como Karl Loewenstein entendeu a Constituição de 1937 (missão ao Brasil)
175|Artigo Exclusão do ICMS da base de cálculo da COFINS (2)
176|MELO, Francisco Manuel de - Tácito português
177|Previdência complementar SP - LC 1.354-2020 (RPPS)
178|DOC. 19 - Boleto GRU e comprovante de pagamento - TRF1
179|Recurso 3 - dissertação - reforma constitucional e fossilização
180|RICCI, Paolo - O autoritarismo eleitoral dos anos 30 e o CE de 1932
181|Prompt de Tabelas - Recursos Especiais repetitivos
182|TRFs - Sentenças criminais (Drogas e Crimes ambientais)
183|Relatório de defesa de Mestrado - Maurício - 2021-07-13
184|Organizações sociais SP - LC 846-1998
185|Receituário de controle especial - Receitas 7
186|HORBACH, Carlos Bastide - Memória jurisprudencial do Min. Pedro Lessa (STF, 2007)
187|CRIMP, Douglas - Posiciones críticas
188|Relatório final regime híbrido AGEL - set-2022 a jun-2024
189|Comprovante Situação Cadastral CPF - José Antonio de Sousa - 2017-10-31
190|Bioimpedância InBody - 2017-06-22
191|Boleto inscrição MPMG - DAE venc 2021-06-28
192|(Vídeo) Nos tempos de Moysés Viana - TRE-RS (link)
193|JAMES et al 2019 - Electoral management and electoral integrity (editorial)
194|Comprovante pagamento Amiigo - 2019-07-15
195|Contrato de locação de veículo Localiza - Baltimore (EUA)
196|Dialética - Aprovação para publicação - 2022-08-31
197|Considerações sobre o projeto - judicialização da mega-política (TSE)
198|Estudo escrito Novo Código Eleitoral PLC 112-2021 - Maurício e Vítor
199|VIANNA, Luiz Werneck et al - Dezessete anos de judicialização da política
200|Contas Matheus - MAI-2023
