id|nomeNovo
4001|Relatório de avaliação diagnóstica inicial ENFAM Módulo 3 - 2024-11-11
4002|Prompt Parecer Emendas de Plenário REJEITA - CONLE
4003|Relatório de Gestão do TSE Exercício 2023 - Cronograma elaborado 2023-12-13
4004|NFe Monitor HP E233 23 polegadas - nº 1329546 - 2020-10-01
4005|Edital Estruturado MPF - disciplinas por matéria
4006|Vade Mecum Constituição Federal 1988 - atualizado até 2025-08-30 - TRF6
4007|Informativo STF 1166 comentado - Tribunais de Contas e contas de prefeitos - 2025
4008|Considerações sobre cálculos de resgate da Funpresp-Jud
4009|Atas das sessões do TSE 1937 - Janeiro - histórico
4010|Contas Matheus AGO 2024 - saldo devedor R$ 4.212,31
4011|Fatura cartão BRB JUN 2024 - vencimento 2024-06-20 - total R$ 15.182,14
4012|Proposta de Financiamento Imobiliário Poupex nº 154477 - Mykonos - assinada
4013|Boleto Sinal R$ 52.627,00 UH 505 Mykonos - 2026-01-12
4014|Atas das sessões do TSE 1933 - Maio - histórico
4015|Relatório aula 2020-11-17 Tópicos em Direito Eleitoral - abuso do poder religioso
4016|CRESPO, Ralph - Os ministros juristas do TSE escolha de advogados para a Corte eleitoral
4017|Gabarito XV Concurso Juiz Federal Substituto 5ª Região - Edital 01-2025 - TRF5
4018|Balanço mensal Carol JUN 2024 - despesas R$ 4.212,20
4019|Contas de Campanha Eleitoral - abuso de poder econômico - atualizado 2025-05-15
4020|VERONESE, Alexandre - A judicialização da política na América Latina - debate teórico
4021|Comentários ASSEC pós AGEL - Res.-TSE 23.385-2012 Consultas Populares - exame preliminar
4022|ASO Kamilla - exame admissional - 2020-12-13 - GUILLON
4023|Democracia militante - Karl Loewenstein - TRF6 Cadernos
4024|SV 37 histórico - auxílio-moradia de magistrados e equiparação ao MP - ENFAM
4025|Contas Carol FEV 2026 (2) - despesas a partir de 2026-02-25
4026|Ofício SECM apoio à Consulta 0601908-68.2022.6.00.0000 - cotas de gênero nos partidos
4027|Consultor Legislativo Senado Federal 2022 - etapas do concurso
4028|Bookmarklet filtro de conteúdo Dizer o Direito - MPF
4029|Contas Matheus MAR 2024 - saldo devedor R$ 6.558,41
4030|Links interessantes sobre pacto federativo - Tópicos em Direito Tributário
4031|Carteira de vacinas antigas - Maurício - emitida 2022-12-07
