id|nomeNovo
1078|Demonstrativo de Pagamento de Salário IGESDF 10-2025 - Ana Carolina Miguel - CPF 090.941.686-93 - Matrícula 14931
1093|Federalismo - Série Pensando o Direito SAL-MJ nº 13-2009
1107|STF AC 3.313-RN - Inscrição de Estado no SIAFI-CAUC-CADIN - Min. Cármen Lúcia
1127|Direito Financeiro - necessidades coletivas, Estado e finanças públicas (Antônio Borges)
1154|STF AC 3.436-DF - Inscrição no CADIN - Estado de Goiás - Min. Teori Zavascki
1186|Seminário 7 Francisco Simões - Ações afirmativas em matéria eleitoral - EJE-TSE
1190|Declaração IRPF 2024 ano-base 2023 - Ana Carolina Miguel - CPF 090.941.686-93
1206|Parecer MPF nº 4721-PGR - ADC nº 18 - ICMS na base do PIS e COFINS
1215|Ofício GAB-SPR nº 221-2021 TSE - Centralização da totalização Eleições 2020 - SEI 1559312
1242|Relatório de Conferência de Margens - Exército - Mario Augusto Vieira - CPF 769.510.067-68
1287|Tributação e desenvolvimento econômico regional - André Elali (mestrado Mackenzie)
1288|Planilha de Acerto de Contas vacância 08-12-2025 c-Funpresp - Maurício Vieira - SEI 2025.00.000013492-0
1397|A Armadilha da Dívida - dívida pública interna e desigualdade - Gonçalves e Pomar
1398|Tributação e desenvolvimento econômico regional - André Elali (mestrado Mackenzie)
1413|A reforma tributária em face do pacto federativo - PEC 233-2008 - Vânia Moschen
1418|O Direito Administrativo na jurisprudência do STF e do STJ - homenagem a Bandeira de Mello
1435|Resumos de artigos - participação feminina e candidatura laranja nas eleições
1444|O Banco Central e o processo de criação de moeda - Vivaldo Mendes e Sofia Vale
1446|VIEIRA, Tarcísio - Controle de constitucionalidade da atividade normativa da Justiça Eleitoral
1474|COSTA e BENVINDO - A quem interessa o controle concentrado de constitucionalidade (UnB-CNPq)
1501|Informação SETOT-CSELE-STI nº 2-2022 TSE - Centralização da totalização - SEI 1936392
1504|Resumo de críticas a Piketty - retorno do capital e espiral de desigualdade
1521|Ficha Financeira 2025 - Maurício Augusto Chiaramonte Vieira - Matrícula 30901546 - SEI 3474360
1597|Relatório aula 25.08.2020 - jurisprudência como fonte do direito (Tarcísio Vieira)
1613|Áreas Protegidas SP - SIGAP - Decreto nº 60.302-2014
1633|Governo eletrônico e direito administrativo - processo administrativo eletrônico (José F. Brega)
1691|Lopreato - Federalismo e finanças estaduais - Texto para Discussão IE-UNICAMP nº 98
1730|Crítica ao atual modelo de lançamento de IPTU - Carlos Horácio Bonamigo Filho
1737|Seelaender - O contexto do texto - história do direito público na idade moderna
1741|Processo Administrativo Estadual SP - Lei nº 10.177-1998 - ADI-STF nº 6019
1765|Exclusão do ICMS da base de cálculo de PIS-COFINS - Jus Navigandi (Cássio Braga)
1769|Exclusão do ICMS da base de cálculo de PIS-COFINS - Jus Navigandi (Cássio Braga)
1772|Relatório aula 01.09.2020 - liberdade de expressão e RE 637.485-RJ prefeitos itinerantes
1781|Mensagem a Euzilene - matrícula em História do Direito Público (315834) aluno especial
1799|Acórdão TSE REspe nº 287-84.2012.6.16.0196 - abuso de poder político - Min. Henrique Neves
1833|AITA, Carmen - Liberalismo e República - pensamento político de J. F. de Assis Brasil (tese)
1839|Seminário 6 - A matriz tributária brasileira - equidade e eficiência (fichamento)
1905|Fundo de Participação dos Estados - perspectivas de mudança - Marcos Tadeu N. de Souza
1925|STF AgR-MC-AC 3.299-AP - Inscrição no SIAFI-CADIN - Estado do Amapá - Min. Cármen Lúcia
1928|GRU MPDFT 2021 - Maurício Augusto Chiaramonte Vieira - CPF 025.332.581-13
1942|Dívida Pública, Classes e Democracia no Brasil pós-Real - Daniel Bin (tese UnB)
1953|ABNT NBR 6024-2012 - Numeração progressiva das seções de um documento
1968|ABNT NBR 6023-2003 - Referências bibliográficas - elaboração
1978|Concretização do pacto cooperativo - federalismo brasileiro pós-88 (painel Bercovici)
2035|Termo de Opção Funpresp-Jud 06-01-2026 - Maurício Vieira - Matrícula 0025332581
2043|Memorando nº 19-STI TSE - Análise dos sistemas eleitorais pela PF - Eleições 2016 - SEI 0663989
2102|Comprovante de pagamento GRU MPDFT 2021 - Maurício A. C. Vieira - Ref 322021
2129|Ofício CRESC nº 100-2020 TRE-SC - Conclusão do 1º turno Eleições 2020 - SEI 2020.00.000012092
2133|Informação AGEL nº 12-2024 TSE - Registros de óbitos no cadastro de eleitores - SEI 2795149
2155|Retirada de pauta TRF1 - Apelação Cível 1051350-87.2024.4.01.3400 - cadastro reserva
2164|Acordo de Cooperação Técnica TSE nº 11-2018 com AGU - SEI 2015.00.000004544-3
2192|Exclusão do ICMS da base de cálculo de PIS-COFINS - Revista RefJur
2200|Recibo da compra Civitatis nº A28994677 - Machu Picchu, Ollantaytambo e Pisac em 2 dias
2207|Questões comentadas NR-12 segurança em máquinas - Profa. Mara Camisassa (AFT)
2213|Ata de Reunião 03-07-2023 - abertura de conta e frente plebiscitária
2215|Recentralização e descentralização do regime federativo nos anos 90 - Kugelmas e Sola
2231|Informação nº 5 SETOT-CSELE-STI TSE - Análise de códigos-fonte PF - Eleições 2018 - SEI 0971119
2262|Crise do formalismo no direito tributário brasileiro - Marco Aurélio Greco - Revista PGFN nº 1
2264|TSE PA nº 0600588-85.2019.6.00.0000 presos provisórios - Min. Nunes Marques - SEI 2023.00.000003989-7
2316|Informação ASAG-TI-STI nº 67-2021 TSE - Relatórios da PF - PA 2021.00.000007711-9 - SEI 1765582
