id|nomeNovo
6|Informação ASAG-TI nº 129-2020 sobre centralização da totalização de votos no TSE - SEI 1526004
18|Combate ao trabalho escravo e infantil - aula 17 Prof Antonio Daud com questões
26|Comprovante pagamento GRU MPDFT 2021 - guia 02533258113
34|Painel federalismo brasileiro pós-88 e concretização do pacto cooperativo
54|Decreto SP nº 64.456-2019 - infrações ambientais e sanções no SEAQUA
65|Parecer MPF AREsp nº 593.627-RN - exclusão do ICMS da base do PIS-COFINS
69|Decisão MS 1053605-18.2024.4.01.3400 - concurso FGV (doc 2139230476)
76|Lopreato - colapso das finanças estaduais e crise da federação
81|Decreto SP nº 66.549-2022 - Política Estadual de Pagamento por Serviços Ambientais
96|Notícia de fato sobre pesquisa eleitoral - Res. TSE 23.600-2019 - SEI 2023.00.000013088-6
156|Salviano Junior - Bancos estaduais dos problemas crônicos ao Proes
160|Artigo sobre ICMS na base de cálculo do PIS-COFINS - interpretação econômica
207|Dissertação Barcelos - crítica hermenêutica do direito eleitoral - chapa Dilma-Temer no TSE
208|Mora - federalismo e dívida estadual no Brasil - Texto IPEA nº 866
216|Carvalho Neto - força vinculante dos precedentes - página faltante
218|Relatório seminário Ações Afirmativas em matéria eleitoral no TSE - Jéssica Guedes
235|Santiago - la ponderación de bienes e intereses en el derecho administrativo
236|Relatório seminário Ações Afirmativas eleitorais no TSE - Maria Eduarda Andrade
254|Ementa AgReg no RE nº 608.426-PR - STF - responsabilidade tributária
270|Relatório painéis Ações Afirmativas TSE - Guilherme Ramos de Morais 20-0033077
272|Gassen - Matriz tributária perspectiva para pensar Estado e tributação - RT 935-2013
278|Decreto SP nº 67.552-2023 - reorganiza Comissão de Política Salarial
310|Lei SP nº 12.799-2008 - CADIN Estadual de créditos não quitados
322|Lei SP nº 17.557-2022 - regularização fundiária de terras
325|Proposta de artigo - interpretação econômica do direito tributário - LC nº 104-2001
351|Lei SP nº 16.260-2016 - SNUC estadual e concessão de áreas em próprios
364|Monografia Eder Sá Alves - ineficiência e captura dos recursos públicos no pacto federativo
448|Lista de processos sobre exclusão do ICMS - ADC 18, RE 574706, RE 240.785, AREsp 593627, REsp 1144469
474|Bezerra - presença dos bancos espanhóis no Brasil - FGV
491|Segurança e saúde no trabalho rural NR 31 - aula 29 Profa Mara Camisassa
518|Soldi - planejamento no Estado brasileiro e desenvolvimento regional - orient. Bercovici
550|CNU bloco 4 trabalho e saúde do trabalhador - bizu estratégico aula 07
551|Saliba - interpretação econômica do direito tributário - PUC Minas
561|Constituição de 1988 revisitada - políticas regional, urbana e ambiental - IPEA vol 2
568|Relatório aula 15.09.2020 - limites da liberdade de expressão e fake news
586|Interpretação e aplicação da lei tributária - coord. Hugo de Brito Machado
592|Declaração de Ajuste Anual IRPF exercício 2024 ano-base 2023 - Mauricio (CPF 025.332.581-13)
604|Bittencourt - justiça eleitoral e competição política no Pará 1982-1986
653|Plano de curso de Direito Tributário - Prof Antônio de Moura Borges
670|Capela - política, administração, economia e finanças públicas portuguesas 1750-1820
685|Lei SP nº 10.261-1968 - Estatuto dos Funcionários Públicos Civis do Estado
705|Lei SP nº 9.509-1997 - Política Estadual do Meio Ambiente
713|Moreira et al - o constitucionalismo da falta no Brasil - Rev A&C nº 70-2017
718|Oliveira - Poder Judiciário árbitro de conflitos constitucionais entre Estados e União
719|Programa de prevenção de riscos ambientais NR 09 - aula 25 Profa Mara Camisassa
738|Demonstrativo de pagamento salário IGESDF 09-2025 - Ana Carolina (contrato 14931)
801|Carvalho Neto - liberdade de expressão e propaganda eleitoral cap 1 - TSE
808|Relatório aula 17.11.2020 - abuso do poder religioso nas eleições - Maurício
820|Revista Fórum de Direito Financeiro e Econômico - ano 2 n 2 set2012-fev2013
838|Recibo de entrega IRPF exercício 2024 ano-base 2023 - Ana Carolina (CPF 090.941.686-93)
848|Artigo final - transexualidade e direito eleitoral nas eleições 2020 - Maurício
862|Benevenuto Santos - regime federativo e a República brasileira
863|Mouta - entes federativos e instrumentos de manutenção do pacto federativo brasileiro
874|Relatório painéis Ações Afirmativas em matéria eleitoral - Maria Eduarda 20-0045971
884|Documentos para inscrição aluno especial - Maurício matrícula 19-0067756
887|Vieira - democracia intrapartidária na jurisprudência do TSE - comissões provisórias
980|Parecer MPF ADC nº 18 - inclusão do ICMS na base de cálculo do PIS-COFINS
993|Planilha de acerto de contas por vacância 08.12.2025 com Funpresp - Maurício - SEI 2025.00.000013492-0
1039|Recibo de entrega IRPF exercício 2026 ano-base 2025 - Mauricio (CPF 025.332.581-13)
1060|Jeveaux - julgamento das ADIN 3105 e 3128 pelo STF - art 4º da EC 41
