id|nomeNovo
3801|Constituições econômicas no século XX e a Constituição econômica brasileira - Maria Helena Ferreira Faller
3802|Espelho de Sentença Criminal - TRF2 XVII concurso - 2018
3803|Dissertação - Judicialização das eleições - abuso de poder no TSE - Chiaramonte - rev. 8.11 (2021)
3804|ADPF 738 - decisão cautelar Min. Ricardo Lewandowski - PSOL x TSE
3805|Dieta e protocolos de treino - Maurício
3806|Contrato de trabalho ECT - Correios - Maurício Chiaramonte
3807|Contas Matheus - AGO 2022 - R$ 4.103,85
3808|Certificado - Grupo de Estudos MPDFT - 416h - 2021
3809|Mapa mental LGPD - Lei Geral de Proteção de Dados
3810|CASTRO, Marcus Faro de - O STF e a judicialização da política (1996)
3811|Termo de Referência AGEL - serviço 3ª ed. - SEI IDs e processos
3812|DOD - Prescrição intercorrente em execução fiscal e honorários advocatícios - 2025
3813|GARNETT, Holly Ann - Evaluating electoral management body capacity (2019)
3814|Monografia - Prestação de contas eleitoral falsa - Instituto Processus - Chiaramonte (2017)
3815|E-mail - Resultado final processo seletivo Grupo de Pesquisa TSE - 2023-12-15
3816|Revisão - competências legislativas concorrentes deslocadas (art. 22 CF)
3817|FREITAS, Matheus Pimenta de - Gravação ambiental como meio de prova no Direito Processual Eleitoral
3818|Lei de Acesso à Informação do DF - Lei 4.990 de 2012
3819|MARCHETTI, Vitor - Controle constitucional da atividade legislativa do Executivo - Brasil e Argentina comparados (2003)
3820|Contas Matheus - OUT 2024 - saldo devedor R$ 4.410,40
3821|IPVA 2019 Cruze - comprovante de agendamento BB - R$ 2.913,75
3822|Contas Matheus - FEV 2024 - saldo devedor R$ 6.675,17
3823|Projeto de Pesquisa UnB - Pacto Federativo (versão final)
3824|Espelho de Sentença Criminal - TRF1
3825|Nova Lei do Ambiente de Negócios - Lei 14.195 de 2021 (resumo)
3826|Balanço mensal Ana Carolina - AGO 2023 - saldo devedor R$ 4.419,71
3827|SOARES, Wladimir Ribeiro - Federalismo fiscal e pacto federativo
3828|Edital concurso BNDES - programa de Direito Civil
3829|SILVA, Luiz de França Belchior - Ativismo judicial e judicialização do processo eleitoral
3830|Projeto de dissertação - E-democracia - Direito Eleitoral na era cibernética - UnB (reescrito)
3831|KERCHE, Fábio - Autonomia e discricionariedade do Ministério Público no Brasil
3832|Enunciados da 3ª CCR comentados - consumidor e ordem econômica - MPF
3833|DOD - Revisão TRF5 - macrotemas de Direito Penal e Processual Penal
3834|Dissertação - Judicialização das eleições - abuso de poder no TSE - Chiaramonte (2021)
3835|9ª mensalidade Dentista - IOSP Sergio Pinho - venc. 08-08-2018
3836|EC 103 art. 20 - regra de transição da aposentadoria voluntária
3837|DOD - Jurisprudência em teses - massa falida e competência (Direito Empresarial)
3838|Balanço mensal Ana Carolina - NOV 2023 - saldo devedor R$ 7.472,41
3839|CONTINENTINO, Marcelo Casseb - História contextual do controle de constitucionalidade (2017)
3840|Resolução CONAMA 369 de 2006 - intervenção em APP
3841|Resolução CSMPF 165 de 2016 - Regimento Interno do Conselho Institucional do MPF
3842|JAMES, Toby S. - Comparative Electoral Management - cap. 2 (2020)
3843|Regimento Comum do Congresso - arts. 22 a 71 e 134 a 140 - aula André Alencar
3844|HELMKE, Gretchen - The Logic of Strategic Defection - Argentina (2002)
3845|Atas do TSJE - agosto de 1933 - abordagem histórica
3846|Questões TecConcursos 801 a 1000 - Direito Penal
3847|DEMED - ramais do centro médico
3848|Boleto de inscrição ENAC - FGV - R$ 150,00 (2025)
