id|nomeNovo
4570|Seminário 8 - Imposto de renda e justiça social (Leonetti)
4600|Tese - Prescrição intercorrente tributária (PUC-SP)
4603|Portaria TSE nº 571-2025 - Vacância de cargo (SEI 3458935)
4612|STJ julgará ICMS na Cofins
4640|Cta 0604054-58.2017 - Voto Min. Tarcisio sobre nome social
4646|Homologação Credenciamento 01-2025 REURB-S (SEI 129961312)
4686|Projeto de pesquisa - Direito eleitoral na era cibernética
4688|AC 3.432-AP - Liminar Min. Fux sobre dívida com BNDES
4695|ADC 18 e RE 574706 (ICMS)
4700|Política econômica e Estado, por Giovani Clark
4736|IRPF 2024 ano-calend 2023 - Ana Carolina (CPF 090.941.686-93)
4740|Semana 8 - Tempo e pluralidade: superposições e sincronias
4752|Resumo Sem. 8 - IR como instrumento de justiça social
4763|Ofício CRESC nº 100 - Eleições 2020 1º turno (SEI 12092)
4773|Vieira, Tarcísio - Democracia participativa além do voto
4791|REsp 1144469 - Parecer MPF
4814|Pinto - Política de fundos FUNDEF-FUNDEB e pacto federativo
4822|Aula - Gênero e ações afirmativas: ética do cuidado
4825|Lopreato - Federalismo e finanças estaduais (Unicamp nº 98)
4838|Tarefa 3.1 - IGF, capacidade contributiva e igualdade
4844|Pinto - Política de fundos FUNDEF-FUNDEB e pacto federativo
4866|Resumo Seelaender - O contexto do texto: hist. direito público
4874|Acórdão TRF1 - Proc 1051350-87.2024.4.01.3400 (doc 445889275)
4878|Monografia v2 - Desequilíbrio federativo e rendas tributárias
4885|Artigo Humberto Ávila - Estruturalismo argumentativo (IBDT)
4944|Monografia v1 - Desequilíbrio federativo e rendas tributárias
4947|Artigo Final - Transexualidade e direito eleitoral nas eleições 2020
4975|Relatório aula 20.10.2020 - Participação feminina na política
4978|SNUC estadual SP - Lei nº 17.107-2019 (concessão Zoológico)
4991|AFT - NR 24 Instalações sanitárias (Profa Mara Camisassa)
5021|Reforma tributária - federalismo fiscal e equidade FGV
5030|AFT - NR 03 Embargo e interdição (Profa Mara Camisassa)
5055|Relatório dos Testes Públicos de Segurança 2019 (PF-TSE)
5057|Cabral - Federalismo e desenvolvimento no Estado Novo
5102|O Globo - Mulheres sem espaço na política (cidades só elegem homens)
5134|Proposta e contrato de consórcio imóvel Porto Seguro nº 296188
5135|Tese - Racionalidade da norma tributária
5154|Kugelmas e Sola - Regime federativo nos anos 90
5158|Ribeiro Filho - Responsabilidade tributária do sócio administrador
5185|Seelaender - Dir. administrativo na 1ª República IHGB
5200|Seelaender - Direito administrativo na Primeira República (IHGB)
5201|AFT - Organização sindical e greve (Prof Antonio Daud)
5215|AC 3.436-DF - Liminar Min. Zavascki sobre inscrição no CADIN
