id,nat,tipo
6751,01 - Jurídico,Recursos
6752,01 - Jurídico,Recursos
6753,01 - Jurídico,Recursos
6754,01 - Jurídico,Recursos
6755,01 - Jurídico,Recursos
6756,01 - Jurídico,Recursos
6757,01 - Jurídico,Recursos
6758,01 - Jurídico,Recursos
6759,01 - Jurídico,Recursos
6760,01 - Jurídico,Recursos
6761,01 - Jurídico,Recursos
6762,01 - Jurídico,Recursos
6763,01 - Jurídico,Recursos
6764,01 - Jurídico,Recursos
6765,01 - Jurídico,Recursos
6766,01 - Jurídico,Recursos
6767,01 - Jurídico,Recursos
6768,02 - Estudos e concursos,
6769,01 - Jurídico,Recursos
6770,05 - Diversos (a revisar),
6771,05 - Diversos (a revisar),
6772,04 - Pessoal e financeiro,
6773,04 - Pessoal e financeiro,
6774,05 - Diversos (a revisar),
6775,05 - Diversos (a revisar),
6776,04 - Pessoal e financeiro,
6777,02 - Estudos e concursos,
6778,02 - Estudos e concursos,
6779,02 - Estudos e concursos,
6780,02 - Estudos e concursos,
6781,02 - Estudos e concursos,
6782,05 - Diversos (a revisar),
6783,05 - Diversos (a revisar),
6784,05 - Diversos (a revisar),
6785,05 - Diversos (a revisar),
6786,05 - Diversos (a revisar),
6787,05 - Diversos (a revisar),
6788,05 - Diversos (a revisar),
6789,05 - Diversos (a revisar),
6790,02 - Estudos e concursos,
6791,05 - Diversos (a revisar),
6792,05 - Diversos (a revisar),
6793,05 - Diversos (a revisar),
6794,05 - Diversos (a revisar),
6795,05 - Diversos (a revisar),
6796,01 - Jurídico,Recursos
6797,01 - Jurídico,Recursos
6798,05 - Diversos (a revisar),
6799,05 - Diversos (a revisar),
6800,05 - Diversos (a revisar),
6801,04 - Pessoal e financeiro,
6802,03 - Administrativo,
6803,05 - Diversos (a revisar),
6804,05 - Diversos (a revisar),
6805,04 - Pessoal e financeiro,
6806,05 - Diversos (a revisar),
6807,05 - Diversos (a revisar),
6808,01 - Jurídico,Recursos
6809,05 - Diversos (a revisar),
6810,05 - Diversos (a revisar),
6811,04 - Pessoal e financeiro,
6812,04 - Pessoal e financeiro,
6813,02 - Estudos e concursos,
6814,05 - Diversos (a revisar),
6815,03 - Administrativo,
6816,03 - Administrativo,
6817,01 - Jurídico,Recursos
6818,01 - Jurídico,Recursos
6819,01 - Jurídico,Recursos
6820,01 - Jurídico,Recursos
6821,01 - Jurídico,Recursos
6822,01 - Jurídico,Recursos
6823,01 - Jurídico,Recursos
6824,01 - Jurídico,Recursos
6825,01 - Jurídico,Recursos
6826,05 - Diversos (a revisar),
6827,05 - Diversos (a revisar),
6828,05 - Diversos (a revisar),
6829,01 - Jurídico,Recursos
6830,05 - Diversos (a revisar),
6831,02 - Estudos e concursos,
6832,01 - Jurídico,Acórdãos e decisões
6833,01 - Jurídico,Acórdãos e decisões
6834,01 - Jurídico,Acórdãos e decisões
6835,01 - Jurídico,Acórdãos e decisões
6836,01 - Jurídico,Acórdãos e decisões
6837,01 - Jurídico,Acórdãos e decisões
6838,02 - Estudos e concursos,
6839,02 - Estudos e concursos,
6840,02 - Estudos e concursos,
6841,01 - Jurídico,Acórdãos e decisões
6842,02 - Estudos e concursos,
6843,01 - Jurídico,Acórdãos e decisões
6844,01 - Jurídico,Acórdãos e decisões
6845,02 - Estudos e concursos,
6846,01 - Jurídico,Acórdãos e decisões
6847,01 - Jurídico,Acórdãos e decisões
6848,01 - Jurídico,Acórdãos e decisões
6849,01 - Jurídico,Acórdãos e decisões
6850,01 - Jurídico,Acórdãos e decisões
6851,01 - Jurídico,Acórdãos e decisões
6852,01 - Jurídico,Acórdãos e decisões
6853,01 - Jurídico,Acórdãos e decisões
6854,01 - Jurídico,Acórdãos e decisões
6855,01 - Jurídico,Acórdãos e decisões
6856,01 - Jurídico,Acórdãos e decisões
6857,01 - Jurídico,Acórdãos e decisões
6858,01 - Jurídico,Acórdãos e decisões
6859,01 - Jurídico,Acórdãos e decisões
6860,01 - Jurídico,Acórdãos e decisões
6861,02 - Estudos e concursos,
6862,05 - Diversos (a revisar),
6863,05 - Diversos (a revisar),
6864,03 - Administrativo,
6865,03 - Administrativo,
6866,01 - Jurídico,Acórdãos e decisões
6867,02 - Estudos e concursos,
6868,02 - Estudos e concursos,
6869,02 - Estudos e concursos,
6870,02 - Estudos e concursos,
6871,02 - Estudos e concursos,
6872,05 - Diversos (a revisar),
6873,02 - Estudos e concursos,
6874,02 - Estudos e concursos,
6875,02 - Estudos e concursos,
6876,02 - Estudos e concursos,
6877,05 - Diversos (a revisar),
6878,05 - Diversos (a revisar),
6879,01 - Jurídico,Outros processuais
6880,01 - Jurídico,Outros processuais
6881,01 - Jurídico,Outros processuais
6882,01 - Jurídico,Outros processuais
6883,01 - Jurídico,Outros processuais
6884,01 - Jurídico,Outros processuais
6885,01 - Jurídico,Outros processuais
6886,01 - Jurídico,Outros processuais
6887,01 - Jurídico,Outros processuais
6888,01 - Jurídico,Outros processuais
6889,01 - Jurídico,Outros processuais
6890,02 - Estudos e concursos,
6891,03 - Administrativo,
6892,03 - Administrativo,
6893,02 - Estudos e concursos,
6894,02 - Estudos e concursos,
6895,03 - Administrativo,
6896,03 - Administrativo,
6897,03 - Administrativo,
6898,03 - Administrativo,
6899,03 - Administrativo,
6900,03 - Administrativo,
6901,03 - Administrativo,
6902,03 - Administrativo,
6903,03 - Administrativo,
6904,03 - Administrativo,
6905,03 - Administrativo,
6906,03 - Administrativo,
6907,02 - Estudos e concursos,
6908,02 - Estudos e concursos,
6909,02 - Estudos e concursos,
6910,02 - Estudos e concursos,
6911,02 - Estudos e concursos,
6912,05 - Diversos (a revisar),
6913,05 - Diversos (a revisar),
6914,02 - Estudos e concursos,
6915,02 - Estudos e concursos,
6916,02 - Estudos e concursos,
6917,05 - Diversos (a revisar),
6918,05 - Diversos (a revisar),
6919,05 - Diversos (a revisar),
6920,05 - Diversos (a revisar),
6921,02 - Estudos e concursos,
6922,02 - Estudos e concursos,
6923,02 - Estudos e concursos,
6924,02 - Estudos e concursos,
6925,02 - Estudos e concursos,
6926,02 - Estudos e concursos,
6927,02 - Estudos e concursos,
6928,02 - Estudos e concursos,
6929,02 - Estudos e concursos,
6930,02 - Estudos e concursos,
6931,02 - Estudos e concursos,
6932,03 - Administrativo,
6933,03 - Administrativo,
6934,03 - Administrativo,
6935,03 - Administrativo,
6936,03 - Administrativo,
6937,02 - Estudos e concursos,
6938,05 - Diversos (a revisar),
6939,05 - Diversos (a revisar),
6940,05 - Diversos (a revisar),
6941,05 - Diversos (a revisar),
6942,05 - Diversos (a revisar),
6943,05 - Diversos (a revisar),
6944,02 - Estudos e concursos,
6945,02 - Estudos e concursos,
6946,02 - Estudos e concursos,
6947,02 - Estudos e concursos,
6948,02 - Estudos e concursos,
6949,01 - Jurídico,Outros processuais
6950,05 - Diversos (a revisar),
6951,04 - Pessoal e financeiro,
6952,05 - Diversos (a revisar),
6953,05 - Diversos (a revisar),
6954,05 - Diversos (a revisar),
6955,05 - Diversos (a revisar),
6956,05 - Diversos (a revisar),
6957,02 - Estudos e concursos,
6958,05 - Diversos (a revisar),
6959,02 - Estudos e concursos,
6960,02 - Estudos e concursos,
6961,02 - Estudos e concursos,
6962,05 - Diversos (a revisar),
6963,05 - Diversos (a revisar),
6964,05 - Diversos (a revisar),
6965,02 - Estudos e concursos,
6966,02 - Estudos e concursos,
6967,05 - Diversos (a revisar),
6968,05 - Diversos (a revisar),
6969,05 - Diversos (a revisar),
6970,03 - Administrativo,
6971,03 - Administrativo,
6972,01 - Jurídico,Pareceres e notas técnicas
6973,01 - Jurídico,Pareceres e notas técnicas
6974,03 - Administrativo,
6975,05 - Diversos (a revisar),
6976,01 - Jurídico,Modelos e minutas
6977,01 - Jurídico,Modelos e minutas
6978,01 - Jurídico,Modelos e minutas
6979,01 - Jurídico,Modelos e minutas
6980,01 - Jurídico,Modelos e minutas
6981,01 - Jurídico,Modelos e minutas
6982,01 - Jurídico,Modelos e minutas
6983,01 - Jurídico,Modelos e minutas
6984,01 - Jurídico,Modelos e minutas
6985,01 - Jurídico,Modelos e minutas
6986,01 - Jurídico,Modelos e minutas
6987,01 - Jurídico,Modelos e minutas
6988,01 - Jurídico,Modelos e minutas
6989,01 - Jurídico,Modelos e minutas
6990,01 - Jurídico,Modelos e minutas
6991,01 - Jurídico,Modelos e minutas
6992,01 - Jurídico,Modelos e minutas
6993,01 - Jurídico,Modelos e minutas
6994,01 - Jurídico,Modelos e minutas
6995,01 - Jurídico,Modelos e minutas
6996,01 - Jurídico,Modelos e minutas
6997,02 - Estudos e concursos,
6998,03 - Administrativo,
6999,03 - Administrativo,
7000,04 - Pessoal e financeiro,
