id,nat,tipo
5751,04 - Pessoal e financeiro,
5752,04 - Pessoal e financeiro,
5753,05 - Diversos (a revisar),
5754,05 - Diversos (a revisar),
5755,05 - Diversos (a revisar),
5756,04 - Pessoal e financeiro,
5757,02 - Estudos e concursos,
5758,02 - Estudos e concursos,
5759,05 - Diversos (a revisar),
5760,05 - Diversos (a revisar),
5761,05 - Diversos (a revisar),
5762,05 - Diversos (a revisar),
5763,05 - Diversos (a revisar),
5764,02 - Estudos e concursos,
5765,05 - Diversos (a revisar),
5766,01 - Jurídico,Pareceres e notas técnicas
5767,01 - Jurídico,Pareceres e notas técnicas
5768,01 - Jurídico,Pareceres e notas técnicas
5769,01 - Jurídico,Pareceres e notas técnicas
5770,01 - Jurídico,Pareceres e notas técnicas
5771,01 - Jurídico,Pareceres e notas técnicas
5772,01 - Jurídico,Pareceres e notas técnicas
5773,01 - Jurídico,Pareceres e notas técnicas
5774,01 - Jurídico,Pareceres e notas técnicas
5775,01 - Jurídico,Pareceres e notas técnicas
5776,01 - Jurídico,Pareceres e notas técnicas
5777,01 - Jurídico,Pareceres e notas técnicas
5778,01 - Jurídico,Pareceres e notas técnicas
5779,01 - Jurídico,Pareceres e notas técnicas
5780,01 - Jurídico,Pareceres e notas técnicas
5781,01 - Jurídico,Pareceres e notas técnicas
5782,01 - Jurídico,Pareceres e notas técnicas
5783,01 - Jurídico,Pareceres e notas técnicas
5784,01 - Jurídico,Pareceres e notas técnicas
5785,01 - Jurídico,Pareceres e notas técnicas
5786,01 - Jurídico,Pareceres e notas técnicas
5787,01 - Jurídico,Pareceres e notas técnicas
5788,01 - Jurídico,Pareceres e notas técnicas
5789,01 - Jurídico,Pareceres e notas técnicas
5790,01 - Jurídico,Pareceres e notas técnicas
5791,01 - Jurídico,Pareceres e notas técnicas
5792,01 - Jurídico,Pareceres e notas técnicas
5793,01 - Jurídico,Pareceres e notas técnicas
5794,01 - Jurídico,Pareceres e notas técnicas
5795,01 - Jurídico,Pareceres e notas técnicas
5796,01 - Jurídico,Pareceres e notas técnicas
5797,01 - Jurídico,Pareceres e notas técnicas
5798,01 - Jurídico,Pareceres e notas técnicas
5799,01 - Jurídico,Pareceres e notas técnicas
5800,01 - Jurídico,Pareceres e notas técnicas
5801,01 - Jurídico,Pareceres e notas técnicas
5802,01 - Jurídico,Pareceres e notas técnicas
5803,01 - Jurídico,Pareceres e notas técnicas
5804,01 - Jurídico,Pareceres e notas técnicas
5805,01 - Jurídico,Pareceres e notas técnicas
5806,01 - Jurídico,Pareceres e notas técnicas
5807,01 - Jurídico,Pareceres e notas técnicas
5808,01 - Jurídico,Pareceres e notas técnicas
5809,01 - Jurídico,Pareceres e notas técnicas
5810,01 - Jurídico,Pareceres e notas técnicas
5811,01 - Jurídico,Pareceres e notas técnicas
5812,01 - Jurídico,Pareceres e notas técnicas
5813,01 - Jurídico,Pareceres e notas técnicas
5814,01 - Jurídico,Pareceres e notas técnicas
5815,01 - Jurídico,Pareceres e notas técnicas
5816,01 - Jurídico,Pareceres e notas técnicas
5817,01 - Jurídico,Pareceres e notas técnicas
5818,01 - Jurídico,Pareceres e notas técnicas
5819,01 - Jurídico,Pareceres e notas técnicas
5820,01 - Jurídico,Pareceres e notas técnicas
5821,01 - Jurídico,Pareceres e notas técnicas
5822,01 - Jurídico,Pareceres e notas técnicas
5823,01 - Jurídico,Pareceres e notas técnicas
5824,01 - Jurídico,Pareceres e notas técnicas
5825,01 - Jurídico,Pareceres e notas técnicas
5826,04 - Pessoal e financeiro,
5827,03 - Administrativo,
5828,03 - Administrativo,
5829,03 - Administrativo,
5830,05 - Diversos (a revisar),
5831,02 - Estudos e concursos,
5832,02 - Estudos e concursos,
5833,02 - Estudos e concursos,
5834,04 - Pessoal e financeiro,
5835,04 - Pessoal e financeiro,
5836,04 - Pessoal e financeiro,
5837,04 - Pessoal e financeiro,
5838,04 - Pessoal e financeiro,
5839,04 - Pessoal e financeiro,
5840,04 - Pessoal e financeiro,
5841,04 - Pessoal e financeiro,
5842,04 - Pessoal e financeiro,
5843,04 - Pessoal e financeiro,
5844,04 - Pessoal e financeiro,
5845,04 - Pessoal e financeiro,
5846,04 - Pessoal e financeiro,
5847,04 - Pessoal e financeiro,
5848,04 - Pessoal e financeiro,
5849,04 - Pessoal e financeiro,
5850,04 - Pessoal e financeiro,
5851,04 - Pessoal e financeiro,
5852,04 - Pessoal e financeiro,
5853,04 - Pessoal e financeiro,
5854,04 - Pessoal e financeiro,
5855,04 - Pessoal e financeiro,
5856,04 - Pessoal e financeiro,
5857,04 - Pessoal e financeiro,
5858,04 - Pessoal e financeiro,
5859,04 - Pessoal e financeiro,
5860,04 - Pessoal e financeiro,
5861,04 - Pessoal e financeiro,
5862,04 - Pessoal e financeiro,
5863,04 - Pessoal e financeiro,
5864,04 - Pessoal e financeiro,
5865,04 - Pessoal e financeiro,
5866,04 - Pessoal e financeiro,
5867,04 - Pessoal e financeiro,
5868,04 - Pessoal e financeiro,
5869,04 - Pessoal e financeiro,
5870,04 - Pessoal e financeiro,
5871,02 - Estudos e concursos,
5872,02 - Estudos e concursos,
5873,02 - Estudos e concursos,
5874,02 - Estudos e concursos,
5875,02 - Estudos e concursos,
5876,02 - Estudos e concursos,
5877,02 - Estudos e concursos,
5878,02 - Estudos e concursos,
5879,02 - Estudos e concursos,
5880,02 - Estudos e concursos,
5881,02 - Estudos e concursos,
5882,02 - Estudos e concursos,
5883,01 - Jurídico,Modelos e minutas
5884,01 - Jurídico,Modelos e minutas
5885,01 - Jurídico,Modelos e minutas
5886,01 - Jurídico,Modelos e minutas
5887,01 - Jurídico,Pareceres e notas técnicas
5888,01 - Jurídico,Pareceres e notas técnicas
5889,01 - Jurídico,Pareceres e notas técnicas
5890,01 - Jurídico,Pareceres e notas técnicas
5891,01 - Jurídico,Outros processuais
5892,01 - Jurídico,Outros processuais
5893,01 - Jurídico,Outros processuais
5894,01 - Jurídico,Outros processuais
5895,01 - Jurídico,Outros processuais
5896,03 - Administrativo,
5897,02 - Estudos e concursos,
5898,02 - Estudos e concursos,
5899,02 - Estudos e concursos,
5900,02 - Estudos e concursos,
5901,02 - Estudos e concursos,
5902,02 - Estudos e concursos,
5903,02 - Estudos e concursos,
5904,02 - Estudos e concursos,
5905,02 - Estudos e concursos,
5906,02 - Estudos e concursos,
5907,03 - Administrativo,
5908,05 - Diversos (a revisar),
5909,02 - Estudos e concursos,
5910,02 - Estudos e concursos,
5911,02 - Estudos e concursos,
5912,02 - Estudos e concursos,
5913,05 - Diversos (a revisar),
5914,03 - Administrativo,
5915,01 - Jurídico,Modelos e minutas
5916,04 - Pessoal e financeiro,
5917,05 - Diversos (a revisar),
5918,04 - Pessoal e financeiro,
5919,02 - Estudos e concursos,
5920,02 - Estudos e concursos,
5921,05 - Diversos (a revisar),
5922,05 - Diversos (a revisar),
5923,01 - Jurídico,Petições
5924,05 - Diversos (a revisar),
5925,02 - Estudos e concursos,
5926,02 - Estudos e concursos,
5927,04 - Pessoal e financeiro,
5928,03 - Administrativo,
5929,05 - Diversos (a revisar),
5930,05 - Diversos (a revisar),
5931,03 - Administrativo,
5932,03 - Administrativo,
5933,05 - Diversos (a revisar),
5934,05 - Diversos (a revisar),
5935,05 - Diversos (a revisar),
5936,05 - Diversos (a revisar),
5937,05 - Diversos (a revisar),
5938,05 - Diversos (a revisar),
5939,05 - Diversos (a revisar),
5940,02 - Estudos e concursos,
5941,05 - Diversos (a revisar),
5942,05 - Diversos (a revisar),
