id,nat,tipo
9001,01 - Jurídico,Outros processuais
9002,04 - Pessoal e financeiro,
9003,02 - Estudos e concursos,
9004,02 - Estudos e concursos,
9005,02 - Estudos e concursos,
9006,05 - Diversos (a revisar),
9007,05 - Diversos (a revisar),
9008,05 - Diversos (a revisar),
9009,05 - Diversos (a revisar),
9010,05 - Diversos (a revisar),
9011,05 - Diversos (a revisar),
9012,05 - Diversos (a revisar),
9013,04 - Pessoal e financeiro,
9014,01 - Jurídico,Outros processuais
9015,02 - Estudos e concursos,
9016,01 - Jurídico,Outros processuais
9017,02 - Estudos e concursos,
9018,05 - Diversos (a revisar),
9019,04 - Pessoal e financeiro,
9020,04 - Pessoal e financeiro,
9021,04 - Pessoal e financeiro,
9022,04 - Pessoal e financeiro,
9023,04 - Pessoal e financeiro,
9024,04 - Pessoal e financeiro,
9025,05 - Diversos (a revisar),
9026,05 - Diversos (a revisar),
9027,04 - Pessoal e financeiro,
9028,03 - Administrativo,
9029,03 - Administrativo,
9030,03 - Administrativo,
9031,05 - Diversos (a revisar),
9032,02 - Estudos e concursos,
9033,02 - Estudos e concursos,
9034,02 - Estudos e concursos,
9035,02 - Estudos e concursos,
9036,02 - Estudos e concursos,
9037,02 - Estudos e concursos,
9038,02 - Estudos e concursos,
9039,02 - Estudos e concursos,
9040,02 - Estudos e concursos,
9041,05 - Diversos (a revisar),
9042,05 - Diversos (a revisar),
9043,05 - Diversos (a revisar),
9044,05 - Diversos (a revisar),
9045,05 - Diversos (a revisar),
9046,05 - Diversos (a revisar),
9047,05 - Diversos (a revisar),
9048,05 - Diversos (a revisar),
9049,02 - Estudos e concursos,
9050,05 - Diversos (a revisar),
9051,05 - Diversos (a revisar),
9052,01 - Jurídico,Outros processuais
9053,05 - Diversos (a revisar),
9054,05 - Diversos (a revisar),
9055,02 - Estudos e concursos,
9056,02 - Estudos e concursos,
9057,02 - Estudos e concursos,
9058,02 - Estudos e concursos,
9059,02 - Estudos e concursos,
9060,02 - Estudos e concursos,
9061,02 - Estudos e concursos,
9062,05 - Diversos (a revisar),
9063,02 - Estudos e concursos,
9064,05 - Diversos (a revisar),
9065,02 - Estudos e concursos,
9066,05 - Diversos (a revisar),
9067,03 - Administrativo,
9068,02 - Estudos e concursos,
9069,02 - Estudos e concursos,
9070,02 - Estudos e concursos,
9071,02 - Estudos e concursos,
9072,02 - Estudos e concursos,
9073,05 - Diversos (a revisar),
9074,05 - Diversos (a revisar),
9075,05 - Diversos (a revisar),
9076,05 - Diversos (a revisar),
9077,05 - Diversos (a revisar),
9078,03 - Administrativo,
9079,05 - Diversos (a revisar),
9080,02 - Estudos e concursos,
9081,02 - Estudos e concursos,
9082,05 - Diversos (a revisar),
9083,05 - Diversos (a revisar),
9084,05 - Diversos (a revisar),
9085,03 - Administrativo,
9086,03 - Administrativo,
9087,05 - Diversos (a revisar),
9088,03 - Administrativo,
9089,02 - Estudos e concursos,
9090,05 - Diversos (a revisar),
9091,02 - Estudos e concursos,
9092,02 - Estudos e concursos,
9093,02 - Estudos e concursos,
9094,02 - Estudos e concursos,
9095,02 - Estudos e concursos,
9096,05 - Diversos (a revisar),
9097,05 - Diversos (a revisar),
9098,05 - Diversos (a revisar),
9099,05 - Diversos (a revisar),
9100,05 - Diversos (a revisar),
9101,05 - Diversos (a revisar),
9102,05 - Diversos (a revisar),
9103,05 - Diversos (a revisar),
9104,05 - Diversos (a revisar),
9105,05 - Diversos (a revisar),
9106,02 - Estudos e concursos,
9107,02 - Estudos e concursos,
9108,05 - Diversos (a revisar),
9109,05 - Diversos (a revisar),
9110,05 - Diversos (a revisar),
9111,05 - Diversos (a revisar),
9112,05 - Diversos (a revisar),
9113,05 - Diversos (a revisar),
9114,05 - Diversos (a revisar),
9115,04 - Pessoal e financeiro,
9116,01 - Jurídico,Outros processuais
9117,05 - Diversos (a revisar),
9118,04 - Pessoal e financeiro,
9119,04 - Pessoal e financeiro,
9120,05 - Diversos (a revisar),
9121,04 - Pessoal e financeiro,
9122,05 - Diversos (a revisar),
9123,05 - Diversos (a revisar),
9124,05 - Diversos (a revisar),
9125,05 - Diversos (a revisar),
9126,05 - Diversos (a revisar),
9127,05 - Diversos (a revisar),
9128,05 - Diversos (a revisar),
9129,05 - Diversos (a revisar),
9130,02 - Estudos e concursos,
9131,05 - Diversos (a revisar),
9132,01 - Jurídico,Outros processuais
9133,02 - Estudos e concursos,
9134,02 - Estudos e concursos,
9135,02 - Estudos e concursos,
9136,02 - Estudos e concursos,
9137,02 - Estudos e concursos,
9138,05 - Diversos (a revisar),
9139,02 - Estudos e concursos,
9140,05 - Diversos (a revisar),
9141,05 - Diversos (a revisar),
9142,05 - Diversos (a revisar),
9143,02 - Estudos e concursos,
9144,02 - Estudos e concursos,
9145,02 - Estudos e concursos,
9146,05 - Diversos (a revisar),
9147,05 - Diversos (a revisar),
9148,05 - Diversos (a revisar),
9149,05 - Diversos (a revisar),
9150,05 - Diversos (a revisar),
9151,05 - Diversos (a revisar),
9152,01 - Jurídico,Outros processuais
9153,05 - Diversos (a revisar),
9154,05 - Diversos (a revisar),
9155,05 - Diversos (a revisar),
9156,05 - Diversos (a revisar),
9157,05 - Diversos (a revisar),
9158,05 - Diversos (a revisar),
9159,05 - Diversos (a revisar),
9160,05 - Diversos (a revisar),
9161,05 - Diversos (a revisar),
9162,05 - Diversos (a revisar),
9163,05 - Diversos (a revisar),
9164,05 - Diversos (a revisar),
9165,05 - Diversos (a revisar),
9166,02 - Estudos e concursos,
9167,03 - Administrativo,
9168,03 - Administrativo,
9169,03 - Administrativo,
9170,03 - Administrativo,
9171,02 - Estudos e concursos,
9172,03 - Administrativo,
9173,03 - Administrativo,
9174,03 - Administrativo,
9175,03 - Administrativo,
9176,03 - Administrativo,
9177,03 - Administrativo,
9178,03 - Administrativo,
9179,03 - Administrativo,
9180,03 - Administrativo,
9181,03 - Administrativo,
9182,03 - Administrativo,
9183,03 - Administrativo,
9184,03 - Administrativo,
9185,03 - Administrativo,
9186,03 - Administrativo,
9187,03 - Administrativo,
9188,03 - Administrativo,
9189,03 - Administrativo,
9190,03 - Administrativo,
9191,03 - Administrativo,
9192,01 - Jurídico,Outros processuais
9193,01 - Jurídico,Outros processuais
9194,01 - Jurídico,Outros processuais
9195,01 - Jurídico,Outros processuais
9196,01 - Jurídico,Outros processuais
9197,01 - Jurídico,Outros processuais
9198,01 - Jurídico,Outros processuais
9199,01 - Jurídico,Outros processuais
9200,01 - Jurídico,Outros processuais
9201,02 - Estudos e concursos,
9202,03 - Administrativo,
9203,03 - Administrativo,
9204,03 - Administrativo,
9205,03 - Administrativo,
9206,03 - Administrativo,
9207,03 - Administrativo,
9208,03 - Administrativo,
9209,03 - Administrativo,
9210,03 - Administrativo,
9211,03 - Administrativo,
9212,03 - Administrativo,
9213,01 - Jurídico,Contestações e manifestações
9214,01 - Jurídico,Contestações e manifestações
9215,01 - Jurídico,Contestações e manifestações
9216,01 - Jurídico,Contestações e manifestações
9217,01 - Jurídico,Contestações e manifestações
9218,01 - Jurídico,Contestações e manifestações
9219,01 - Jurídico,Contestações e manifestações
9220,01 - Jurídico,Contestações e manifestações
9221,01 - Jurídico,Contestações e manifestações
9222,05 - Diversos (a revisar),
9223,05 - Diversos (a revisar),
9224,05 - Diversos (a revisar),
9225,03 - Administrativo,
9226,03 - Administrativo,
9227,03 - Administrativo,
9228,03 - Administrativo,
9229,03 - Administrativo,
9230,03 - Administrativo,
9231,03 - Administrativo,
9232,03 - Administrativo,
9233,03 - Administrativo,
9234,03 - Administrativo,
9235,03 - Administrativo,
9236,03 - Administrativo,
9237,03 - Administrativo,
9238,02 - Estudos e concursos,
9239,05 - Diversos (a revisar),
9240,03 - Administrativo,
9241,03 - Administrativo,
9242,03 - Administrativo,
9243,03 - Administrativo,
9244,03 - Administrativo,
9245,03 - Administrativo,
9246,03 - Administrativo,
9247,03 - Administrativo,
9248,02 - Estudos e concursos,
