id,nat,tipo
2501,05 - Diversos (a revisar),
2502,05 - Diversos (a revisar),
2503,05 - Diversos (a revisar),
2504,05 - Diversos (a revisar),
2505,05 - Diversos (a revisar),
2506,05 - Diversos (a revisar),
2507,05 - Diversos (a revisar),
2508,05 - Diversos (a revisar),
2509,05 - Diversos (a revisar),
2510,05 - Diversos (a revisar),
2511,05 - Diversos (a revisar),
2512,05 - Diversos (a revisar),
2513,05 - Diversos (a revisar),
2514,05 - Diversos (a revisar),
2515,05 - Diversos (a revisar),
2516,05 - Diversos (a revisar),
2517,05 - Diversos (a revisar),
2518,05 - Diversos (a revisar),
2519,05 - Diversos (a revisar),
2520,05 - Diversos (a revisar),
2521,05 - Diversos (a revisar),
2522,05 - Diversos (a revisar),
2523,05 - Diversos (a revisar),
2524,05 - Diversos (a revisar),
2525,05 - Diversos (a revisar),
2526,05 - Diversos (a revisar),
2527,05 - Diversos (a revisar),
2528,05 - Diversos (a revisar),
2529,05 - Diversos (a revisar),
2530,05 - Diversos (a revisar),
2531,05 - Diversos (a revisar),
2532,05 - Diversos (a revisar),
2533,05 - Diversos (a revisar),
2534,05 - Diversos (a revisar),
2535,05 - Diversos (a revisar),
2536,05 - Diversos (a revisar),
2537,05 - Diversos (a revisar),
2538,05 - Diversos (a revisar),
2539,05 - Diversos (a revisar),
2540,05 - Diversos (a revisar),
2541,05 - Diversos (a revisar),
2542,05 - Diversos (a revisar),
2543,05 - Diversos (a revisar),
2544,05 - Diversos (a revisar),
2545,05 - Diversos (a revisar),
2546,05 - Diversos (a revisar),
2547,05 - Diversos (a revisar),
2548,05 - Diversos (a revisar),
2549,05 - Diversos (a revisar),
2550,05 - Diversos (a revisar),
2551,05 - Diversos (a revisar),
2552,05 - Diversos (a revisar),
2553,05 - Diversos (a revisar),
2554,05 - Diversos (a revisar),
2555,05 - Diversos (a revisar),
2556,05 - Diversos (a revisar),
2557,05 - Diversos (a revisar),
2558,05 - Diversos (a revisar),
2559,05 - Diversos (a revisar),
2560,05 - Diversos (a revisar),
2561,05 - Diversos (a revisar),
2562,05 - Diversos (a revisar),
2563,05 - Diversos (a revisar),
2564,05 - Diversos (a revisar),
2565,05 - Diversos (a revisar),
2566,05 - Diversos (a revisar),
2567,05 - Diversos (a revisar),
2568,05 - Diversos (a revisar),
2569,05 - Diversos (a revisar),
2570,05 - Diversos (a revisar),
2571,05 - Diversos (a revisar),
2572,05 - Diversos (a revisar),
2573,05 - Diversos (a revisar),
2574,05 - Diversos (a revisar),
2575,05 - Diversos (a revisar),
2576,05 - Diversos (a revisar),
2577,05 - Diversos (a revisar),
2578,05 - Diversos (a revisar),
2579,05 - Diversos (a revisar),
2580,05 - Diversos (a revisar),
2581,05 - Diversos (a revisar),
2582,05 - Diversos (a revisar),
2583,05 - Diversos (a revisar),
2584,05 - Diversos (a revisar),
2585,05 - Diversos (a revisar),
2586,05 - Diversos (a revisar),
2587,05 - Diversos (a revisar),
2588,05 - Diversos (a revisar),
2589,05 - Diversos (a revisar),
2590,05 - Diversos (a revisar),
2591,05 - Diversos (a revisar),
2592,05 - Diversos (a revisar),
2593,05 - Diversos (a revisar),
2594,05 - Diversos (a revisar),
2595,05 - Diversos (a revisar),
2596,05 - Diversos (a revisar),
2597,05 - Diversos (a revisar),
2598,05 - Diversos (a revisar),
2599,05 - Diversos (a revisar),
2600,05 - Diversos (a revisar),
2601,05 - Diversos (a revisar),
2602,05 - Diversos (a revisar),
2603,05 - Diversos (a revisar),
2604,05 - Diversos (a revisar),
2605,05 - Diversos (a revisar),
2606,05 - Diversos (a revisar),
2607,05 - Diversos (a revisar),
2608,05 - Diversos (a revisar),
2609,05 - Diversos (a revisar),
2610,05 - Diversos (a revisar),
2611,05 - Diversos (a revisar),
2612,05 - Diversos (a revisar),
2613,05 - Diversos (a revisar),
2614,05 - Diversos (a revisar),
2615,05 - Diversos (a revisar),
2616,05 - Diversos (a revisar),
2617,05 - Diversos (a revisar),
2618,05 - Diversos (a revisar),
2619,05 - Diversos (a revisar),
2620,05 - Diversos (a revisar),
2621,05 - Diversos (a revisar),
2622,05 - Diversos (a revisar),
2623,05 - Diversos (a revisar),
2624,05 - Diversos (a revisar),
2625,05 - Diversos (a revisar),
2626,05 - Diversos (a revisar),
2627,05 - Diversos (a revisar),
2628,05 - Diversos (a revisar),
2629,05 - Diversos (a revisar),
2630,05 - Diversos (a revisar),
2631,05 - Diversos (a revisar),
2632,05 - Diversos (a revisar),
2633,05 - Diversos (a revisar),
2634,05 - Diversos (a revisar),
2635,05 - Diversos (a revisar),
2636,05 - Diversos (a revisar),
2637,05 - Diversos (a revisar),
2638,05 - Diversos (a revisar),
2639,05 - Diversos (a revisar),
2640,05 - Diversos (a revisar),
2641,05 - Diversos (a revisar),
2642,05 - Diversos (a revisar),
2643,05 - Diversos (a revisar),
2644,05 - Diversos (a revisar),
