id,nat,tipo
1251,04 - Pessoal e financeiro,
1252,05 - Diversos (a revisar),
1253,05 - Diversos (a revisar),
1254,05 - Diversos (a revisar),
1255,04 - Pessoal e financeiro,
1256,04 - Pessoal e financeiro,
1257,04 - Pessoal e financeiro,
1258,05 - Diversos (a revisar),
1259,04 - Pessoal e financeiro,
1260,04 - Pessoal e financeiro,
1261,05 - Diversos (a revisar),
1262,04 - Pessoal e financeiro,
1263,04 - Pessoal e financeiro,
1264,04 - Pessoal e financeiro,
1265,04 - Pessoal e financeiro,
1266,04 - Pessoal e financeiro,
1267,03 - Administrativo,
1268,03 - Administrativo,
1269,01 - Jurídico,Outros processuais
1270,04 - Pessoal e financeiro,
1271,04 - Pessoal e financeiro,
1272,04 - Pessoal e financeiro,
1273,01 - Jurídico,Outros processuais
1274,03 - Administrativo,
1275,02 - Estudos e concursos,
1276,05 - Diversos (a revisar),
1277,05 - Diversos (a revisar),
1278,03 - Administrativo,
1279,05 - Diversos (a revisar),
1280,05 - Diversos (a revisar),
1281,05 - Diversos (a revisar),
1282,05 - Diversos (a revisar),
1283,05 - Diversos (a revisar),
1284,05 - Diversos (a revisar),
1285,05 - Diversos (a revisar),
1286,05 - Diversos (a revisar),
1287,01 - Jurídico,Outros processuais
1288,01 - Jurídico,Outros processuais
1289,05 - Diversos (a revisar),
1290,05 - Diversos (a revisar),
1291,05 - Diversos (a revisar),
1292,01 - Jurídico,Outros processuais
1293,05 - Diversos (a revisar),
1294,05 - Diversos (a revisar),
1295,05 - Diversos (a revisar),
1296,05 - Diversos (a revisar),
1297,05 - Diversos (a revisar),
1298,04 - Pessoal e financeiro,
1299,02 - Estudos e concursos,
1300,01 - Jurídico,Outros processuais
1301,04 - Pessoal e financeiro,
1302,04 - Pessoal e financeiro,
1303,04 - Pessoal e financeiro,
1304,03 - Administrativo,
1305,05 - Diversos (a revisar),
1306,04 - Pessoal e financeiro,
1307,05 - Diversos (a revisar),
1308,05 - Diversos (a revisar),
1309,05 - Diversos (a revisar),
1310,01 - Jurídico,Outros processuais
1311,05 - Diversos (a revisar),
1312,05 - Diversos (a revisar),
1313,05 - Diversos (a revisar),
1314,01 - Jurídico,Outros processuais
1315,01 - Jurídico,Outros processuais
1316,05 - Diversos (a revisar),
1317,05 - Diversos (a revisar),
1318,05 - Diversos (a revisar),
1319,05 - Diversos (a revisar),
1320,05 - Diversos (a revisar),
1321,05 - Diversos (a revisar),
1322,04 - Pessoal e financeiro,
1323,02 - Estudos e concursos,
1324,01 - Jurídico,Outros processuais
1325,04 - Pessoal e financeiro,
1326,04 - Pessoal e financeiro,
1327,01 - Jurídico,Outros processuais
1328,02 - Estudos e concursos,
1329,01 - Jurídico,Outros processuais
