id,nat,tipo
251,05 - Diversos (a revisar),
252,05 - Diversos (a revisar),
253,05 - Diversos (a revisar),
254,05 - Diversos (a revisar),
255,05 - Diversos (a revisar),
256,05 - Diversos (a revisar),
257,05 - Diversos (a revisar),
258,05 - Diversos (a revisar),
259,05 - Diversos (a revisar),
260,05 - Diversos (a revisar),
261,05 - Diversos (a revisar),
262,05 - Diversos (a revisar),
263,05 - Diversos (a revisar),
264,05 - Diversos (a revisar),
265,05 - Diversos (a revisar),
266,05 - Diversos (a revisar),
267,05 - Diversos (a revisar),
268,05 - Diversos (a revisar),
269,05 - Diversos (a revisar),
270,05 - Diversos (a revisar),
271,05 - Diversos (a revisar),
272,05 - Diversos (a revisar),
273,05 - Diversos (a revisar),
274,01 - Jurídico,Recursos
275,05 - Diversos (a revisar),
276,05 - Diversos (a revisar),
277,05 - Diversos (a revisar),
278,05 - Diversos (a revisar),
279,05 - Diversos (a revisar),
280,01 - Jurídico,Recursos
281,05 - Diversos (a revisar),
282,05 - Diversos (a revisar),
283,05 - Diversos (a revisar),
284,05 - Diversos (a revisar),
285,05 - Diversos (a revisar),
286,05 - Diversos (a revisar),
287,05 - Diversos (a revisar),
288,05 - Diversos (a revisar),
289,05 - Diversos (a revisar),
290,05 - Diversos (a revisar),
291,05 - Diversos (a revisar),
292,05 - Diversos (a revisar),
293,05 - Diversos (a revisar),
294,05 - Diversos (a revisar),
295,05 - Diversos (a revisar),
296,05 - Diversos (a revisar),
297,01 - Jurídico,Recursos
298,05 - Diversos (a revisar),
299,05 - Diversos (a revisar),
300,05 - Diversos (a revisar),
301,05 - Diversos (a revisar),
302,05 - Diversos (a revisar),
303,05 - Diversos (a revisar),
304,05 - Diversos (a revisar),
305,01 - Jurídico,Recursos
306,03 - Administrativo,
307,05 - Diversos (a revisar),
308,05 - Diversos (a revisar),
309,05 - Diversos (a revisar),
310,05 - Diversos (a revisar),
311,05 - Diversos (a revisar),
312,05 - Diversos (a revisar),
313,05 - Diversos (a revisar),
314,05 - Diversos (a revisar),
315,05 - Diversos (a revisar),
316,05 - Diversos (a revisar),
317,05 - Diversos (a revisar),
318,05 - Diversos (a revisar),
319,05 - Diversos (a revisar),
320,05 - Diversos (a revisar),
321,05 - Diversos (a revisar),
322,05 - Diversos (a revisar),
323,05 - Diversos (a revisar),
324,05 - Diversos (a revisar),
325,05 - Diversos (a revisar),
326,05 - Diversos (a revisar),
327,05 - Diversos (a revisar),
328,05 - Diversos (a revisar),
329,05 - Diversos (a revisar),
330,05 - Diversos (a revisar),
331,01 - Jurídico,Recursos
332,05 - Diversos (a revisar),
333,05 - Diversos (a revisar),
334,01 - Jurídico,Recursos
335,05 - Diversos (a revisar),
336,05 - Diversos (a revisar),
337,05 - Diversos (a revisar),
338,05 - Diversos (a revisar),
339,05 - Diversos (a revisar),
340,05 - Diversos (a revisar),
341,01 - Jurídico,Recursos
342,05 - Diversos (a revisar),
343,05 - Diversos (a revisar),
344,05 - Diversos (a revisar),
345,05 - Diversos (a revisar),
346,01 - Jurídico,Recursos
347,05 - Diversos (a revisar),
348,05 - Diversos (a revisar),
349,05 - Diversos (a revisar),
350,05 - Diversos (a revisar),
351,05 - Diversos (a revisar),
352,05 - Diversos (a revisar),
353,05 - Diversos (a revisar),
354,01 - Jurídico,Recursos
355,05 - Diversos (a revisar),
356,05 - Diversos (a revisar),
357,05 - Diversos (a revisar),
358,05 - Diversos (a revisar),
359,05 - Diversos (a revisar),
360,05 - Diversos (a revisar),
361,05 - Diversos (a revisar),
362,05 - Diversos (a revisar),
363,05 - Diversos (a revisar),
364,05 - Diversos (a revisar),
365,05 - Diversos (a revisar),
366,05 - Diversos (a revisar),
367,05 - Diversos (a revisar),
368,05 - Diversos (a revisar),
369,05 - Diversos (a revisar),
370,05 - Diversos (a revisar),
371,05 - Diversos (a revisar),
