id,nat,tipo
11751,01 - Jurídico,Contestações e manifestações
11752,01 - Jurídico,Contestações e manifestações
11753,01 - Jurídico,Contestações e manifestações
11754,01 - Jurídico,Contestações e manifestações
11755,01 - Jurídico,Contestações e manifestações
11756,01 - Jurídico,Contestações e manifestações
11757,01 - Jurídico,Contestações e manifestações
11758,05 - Diversos (a revisar),
11759,01 - Jurídico,Outros processuais
11760,01 - Jurídico,Outros processuais
11761,01 - Jurídico,Despachos e votos
11762,01 - Jurídico,Recursos
11763,01 - Jurídico,Recursos
11764,01 - Jurídico,Recursos
11765,01 - Jurídico,Recursos
11766,02 - Estudos e concursos,
11767,01 - Jurídico,Recursos
11768,01 - Jurídico,Recursos
11769,01 - Jurídico,Recursos
11770,02 - Estudos e concursos,
11771,02 - Estudos e concursos,
11772,02 - Estudos e concursos,
11773,02 - Estudos e concursos,
11774,04 - Pessoal e financeiro,
11775,01 - Jurídico,Recursos
11776,01 - Jurídico,Recursos
11777,01 - Jurídico,Recursos
11778,05 - Diversos (a revisar),
11779,05 - Diversos (a revisar),
11780,05 - Diversos (a revisar),
11781,05 - Diversos (a revisar),
11782,05 - Diversos (a revisar),
11783,04 - Pessoal e financeiro,
11784,02 - Estudos e concursos,
11785,02 - Estudos e concursos,
11786,02 - Estudos e concursos,
11787,02 - Estudos e concursos,
11788,02 - Estudos e concursos,
11789,02 - Estudos e concursos,
11790,02 - Estudos e concursos,
11791,02 - Estudos e concursos,
11792,02 - Estudos e concursos,
11793,02 - Estudos e concursos,
11794,02 - Estudos e concursos,
11795,02 - Estudos e concursos,
11796,02 - Estudos e concursos,
11797,02 - Estudos e concursos,
11798,02 - Estudos e concursos,
11799,02 - Estudos e concursos,
11800,02 - Estudos e concursos,
11801,02 - Estudos e concursos,
11802,03 - Administrativo,
11803,03 - Administrativo,
11804,03 - Administrativo,
11805,03 - Administrativo,
11806,03 - Administrativo,
11807,03 - Administrativo,
11808,03 - Administrativo,
11809,03 - Administrativo,
11810,03 - Administrativo,
11811,03 - Administrativo,
11812,02 - Estudos e concursos,
11813,04 - Pessoal e financeiro,
11814,04 - Pessoal e financeiro,
11815,02 - Estudos e concursos,
11816,05 - Diversos (a revisar),
11817,03 - Administrativo,
11818,03 - Administrativo,
11819,03 - Administrativo,
11820,03 - Administrativo,
11821,01 - Jurídico,Outros processuais
11822,01 - Jurídico,Outros processuais
11823,05 - Diversos (a revisar),
11824,05 - Diversos (a revisar),
11825,05 - Diversos (a revisar),
11826,01 - Jurídico,Outros processuais
11827,01 - Jurídico,Outros processuais
11828,01 - Jurídico,Outros processuais
11829,01 - Jurídico,Outros processuais
11830,01 - Jurídico,Outros processuais
11831,03 - Administrativo,
11832,02 - Estudos e concursos,
11833,03 - Administrativo,
11834,03 - Administrativo,
11835,02 - Estudos e concursos,
11836,03 - Administrativo,
11837,02 - Estudos e concursos,
11838,03 - Administrativo,
11839,05 - Diversos (a revisar),
11840,01 - Jurídico,Contestações e manifestações
11841,01 - Jurídico,Contestações e manifestações
11842,01 - Jurídico,Recursos
11843,02 - Estudos e concursos,
11844,01 - Jurídico,Outros processuais
11845,01 - Jurídico,Outros processuais
11846,01 - Jurídico,Contestações e manifestações
11847,01 - Jurídico,Despachos e votos
11848,03 - Administrativo,
11849,03 - Administrativo,
11850,03 - Administrativo,
11851,03 - Administrativo,
11852,03 - Administrativo,
11853,01 - Jurídico,Despachos e votos
11854,01 - Jurídico,Despachos e votos
11855,03 - Administrativo,
11856,02 - Estudos e concursos,
11857,02 - Estudos e concursos,
11858,02 - Estudos e concursos,
11859,02 - Estudos e concursos,
11860,01 - Jurídico,Despachos e votos
11861,02 - Estudos e concursos,
11862,02 - Estudos e concursos,
11863,03 - Administrativo,
11864,03 - Administrativo,
11865,03 - Administrativo,
11866,03 - Administrativo,
11867,02 - Estudos e concursos,
11868,02 - Estudos e concursos,
11869,02 - Estudos e concursos,
11870,02 - Estudos e concursos,
11871,03 - Administrativo,
11872,03 - Administrativo,
11873,02 - Estudos e concursos,
11874,03 - Administrativo,
11875,02 - Estudos e concursos,
11876,02 - Estudos e concursos,
11877,02 - Estudos e concursos,
11878,02 - Estudos e concursos,
11879,02 - Estudos e concursos,
11880,02 - Estudos e concursos,
11881,02 - Estudos e concursos,
11882,02 - Estudos e concursos,
11883,02 - Estudos e concursos,
11884,02 - Estudos e concursos,
11885,03 - Administrativo,
11886,04 - Pessoal e financeiro,
11887,02 - Estudos e concursos,
11888,03 - Administrativo,
11889,03 - Administrativo,
11890,02 - Estudos e concursos,
11891,02 - Estudos e concursos,
11892,02 - Estudos e concursos,
11893,03 - Administrativo,
11894,01 - Jurídico,Outros processuais
11895,02 - Estudos e concursos,
11896,02 - Estudos e concursos,
11897,03 - Administrativo,
11898,03 - Administrativo,
11899,03 - Administrativo,
11900,04 - Pessoal e financeiro,
11901,01 - Jurídico,Outros processuais
11902,01 - Jurídico,Outros processuais
11903,01 - Jurídico,Outros processuais
11904,01 - Jurídico,Outros processuais
11905,01 - Jurídico,Outros processuais
11906,03 - Administrativo,
11907,04 - Pessoal e financeiro,
11908,03 - Administrativo,
11909,04 - Pessoal e financeiro,
11910,04 - Pessoal e financeiro,
11911,03 - Administrativo,
11912,03 - Administrativo,
11913,02 - Estudos e concursos,
11914,02 - Estudos e concursos,
11915,01 - Jurídico,Outros processuais
11916,01 - Jurídico,Outros processuais
11917,03 - Administrativo,
11918,03 - Administrativo,
11919,03 - Administrativo,
11920,03 - Administrativo,
11921,04 - Pessoal e financeiro,
11922,03 - Administrativo,
11923,03 - Administrativo,
11924,03 - Administrativo,
11925,03 - Administrativo,
11926,01 - Jurídico,Despachos e votos
11927,03 - Administrativo,
11928,03 - Administrativo,
11929,01 - Jurídico,Despachos e votos
11930,01 - Jurídico,Outros processuais
11931,01 - Jurídico,Outros processuais
11932,03 - Administrativo,
11933,04 - Pessoal e financeiro,
11934,03 - Administrativo,
11935,03 - Administrativo,
11936,03 - Administrativo,
11937,02 - Estudos e concursos,
11938,02 - Estudos e concursos,
11939,03 - Administrativo,
11940,03 - Administrativo,
11941,01 - Jurídico,Despachos e votos
11942,01 - Jurídico,Despachos e votos
11943,01 - Jurídico,Despachos e votos
11944,01 - Jurídico,Despachos e votos
11945,01 - Jurídico,Despachos e votos
11946,01 - Jurídico,Despachos e votos
11947,03 - Administrativo,
11948,01 - Jurídico,Recursos
11949,04 - Pessoal e financeiro,
11950,04 - Pessoal e financeiro,
11951,04 - Pessoal e financeiro,
11952,03 - Administrativo,
11953,03 - Administrativo,
11954,03 - Administrativo,
11955,03 - Administrativo,
11956,03 - Administrativo,
11957,03 - Administrativo,
11958,03 - Administrativo,
11959,03 - Administrativo,
11960,03 - Administrativo,
11961,03 - Administrativo,
11962,03 - Administrativo,
11963,03 - Administrativo,
11964,02 - Estudos e concursos,
11965,03 - Administrativo,
11966,03 - Administrativo,
11967,03 - Administrativo,
11968,03 - Administrativo,
11969,03 - Administrativo,
11970,03 - Administrativo,
11971,03 - Administrativo,
11972,01 - Jurídico,Despachos e votos
11973,03 - Administrativo,
11974,02 - Estudos e concursos,
11975,01 - Jurídico,Outros processuais
11976,02 - Estudos e concursos,
11977,02 - Estudos e concursos,
11978,02 - Estudos e concursos,
11979,02 - Estudos e concursos,
11980,03 - Administrativo,
11981,03 - Administrativo,
11982,03 - Administrativo,
11983,03 - Administrativo,
11984,03 - Administrativo,
11985,02 - Estudos e concursos,
11986,03 - Administrativo,
11987,02 - Estudos e concursos,
11988,04 - Pessoal e financeiro,
11989,03 - Administrativo,
11990,03 - Administrativo,
11991,03 - Administrativo,
11992,03 - Administrativo,
11993,03 - Administrativo,
11994,03 - Administrativo,
11995,03 - Administrativo,
11996,03 - Administrativo,
11997,03 - Administrativo,
11998,03 - Administrativo,
11999,03 - Administrativo,
12000,03 - Administrativo,
