id,nat,tipo
8501,05 - Diversos (a revisar),
8502,05 - Diversos (a revisar),
8503,05 - Diversos (a revisar),
8504,05 - Diversos (a revisar),
8505,05 - Diversos (a revisar),
8506,02 - Estudos e concursos,
8507,02 - Estudos e concursos,
8508,05 - Diversos (a revisar),
8509,02 - Estudos e concursos,
8510,05 - Diversos (a revisar),
8511,05 - Diversos (a revisar),
8512,05 - Diversos (a revisar),
8513,05 - Diversos (a revisar),
8514,01 - Jurídico,Recursos
8515,04 - Pessoal e financeiro,
8516,04 - Pessoal e financeiro,
8517,04 - Pessoal e financeiro,
8518,04 - Pessoal e financeiro,
8519,04 - Pessoal e financeiro,
8520,04 - Pessoal e financeiro,
8521,04 - Pessoal e financeiro,
8522,04 - Pessoal e financeiro,
8523,05 - Diversos (a revisar),
8524,02 - Estudos e concursos,
8525,02 - Estudos e concursos,
8526,02 - Estudos e concursos,
8527,02 - Estudos e concursos,
8528,03 - Administrativo,
8529,03 - Administrativo,
8530,05 - Diversos (a revisar),
8531,05 - Diversos (a revisar),
8532,05 - Diversos (a revisar),
8533,04 - Pessoal e financeiro,
8534,05 - Diversos (a revisar),
8535,05 - Diversos (a revisar),
8536,05 - Diversos (a revisar),
8537,05 - Diversos (a revisar),
8538,04 - Pessoal e financeiro,
8539,05 - Diversos (a revisar),
8540,03 - Administrativo,
8541,05 - Diversos (a revisar),
8542,05 - Diversos (a revisar),
8543,05 - Diversos (a revisar),
8544,05 - Diversos (a revisar),
8545,05 - Diversos (a revisar),
8546,04 - Pessoal e financeiro,
8547,05 - Diversos (a revisar),
8548,05 - Diversos (a revisar),
8549,02 - Estudos e concursos,
8550,05 - Diversos (a revisar),
8551,04 - Pessoal e financeiro,
8552,05 - Diversos (a revisar),
8553,05 - Diversos (a revisar),
8554,05 - Diversos (a revisar),
8555,05 - Diversos (a revisar),
8556,05 - Diversos (a revisar),
8557,05 - Diversos (a revisar),
8558,05 - Diversos (a revisar),
8559,05 - Diversos (a revisar),
8560,05 - Diversos (a revisar),
8561,05 - Diversos (a revisar),
8562,05 - Diversos (a revisar),
8563,05 - Diversos (a revisar),
8564,05 - Diversos (a revisar),
8565,05 - Diversos (a revisar),
8566,05 - Diversos (a revisar),
8567,05 - Diversos (a revisar),
8568,05 - Diversos (a revisar),
8569,05 - Diversos (a revisar),
8570,05 - Diversos (a revisar),
8571,05 - Diversos (a revisar),
8572,05 - Diversos (a revisar),
8573,05 - Diversos (a revisar),
8574,05 - Diversos (a revisar),
8575,05 - Diversos (a revisar),
8576,01 - Jurídico,Outros processuais
8577,01 - Jurídico,Outros processuais
8578,01 - Jurídico,Outros processuais
8579,01 - Jurídico,Outros processuais
8580,05 - Diversos (a revisar),
8581,02 - Estudos e concursos,
8582,05 - Diversos (a revisar),
8583,05 - Diversos (a revisar),
8584,05 - Diversos (a revisar),
8585,02 - Estudos e concursos,
8586,04 - Pessoal e financeiro,
8587,05 - Diversos (a revisar),
8588,05 - Diversos (a revisar),
8589,04 - Pessoal e financeiro,
8590,04 - Pessoal e financeiro,
8591,04 - Pessoal e financeiro,
8592,04 - Pessoal e financeiro,
8593,04 - Pessoal e financeiro,
8594,04 - Pessoal e financeiro,
8595,04 - Pessoal e financeiro,
8596,04 - Pessoal e financeiro,
8597,05 - Diversos (a revisar),
8598,05 - Diversos (a revisar),
8599,05 - Diversos (a revisar),
8600,04 - Pessoal e financeiro,
8601,05 - Diversos (a revisar),
8602,04 - Pessoal e financeiro,
8603,05 - Diversos (a revisar),
8604,05 - Diversos (a revisar),
8605,04 - Pessoal e financeiro,
8606,05 - Diversos (a revisar),
8607,05 - Diversos (a revisar),
8608,04 - Pessoal e financeiro,
8609,05 - Diversos (a revisar),
8610,05 - Diversos (a revisar),
8611,01 - Jurídico,Outros processuais
8612,02 - Estudos e concursos,
8613,02 - Estudos e concursos,
8614,02 - Estudos e concursos,
8615,02 - Estudos e concursos,
8616,02 - Estudos e concursos,
8617,02 - Estudos e concursos,
8618,02 - Estudos e concursos,
8619,02 - Estudos e concursos,
8620,02 - Estudos e concursos,
8621,02 - Estudos e concursos,
8622,02 - Estudos e concursos,
8623,02 - Estudos e concursos,
8624,02 - Estudos e concursos,
8625,02 - Estudos e concursos,
8626,02 - Estudos e concursos,
8627,02 - Estudos e concursos,
8628,02 - Estudos e concursos,
8629,02 - Estudos e concursos,
8630,02 - Estudos e concursos,
8631,02 - Estudos e concursos,
8632,02 - Estudos e concursos,
8633,02 - Estudos e concursos,
8634,02 - Estudos e concursos,
8635,02 - Estudos e concursos,
8636,02 - Estudos e concursos,
8637,02 - Estudos e concursos,
8638,02 - Estudos e concursos,
8639,02 - Estudos e concursos,
8640,04 - Pessoal e financeiro,
8641,04 - Pessoal e financeiro,
8642,04 - Pessoal e financeiro,
8643,04 - Pessoal e financeiro,
8644,04 - Pessoal e financeiro,
8645,04 - Pessoal e financeiro,
8646,04 - Pessoal e financeiro,
8647,04 - Pessoal e financeiro,
8648,05 - Diversos (a revisar),
8649,05 - Diversos (a revisar),
8650,05 - Diversos (a revisar),
8651,04 - Pessoal e financeiro,
8652,05 - Diversos (a revisar),
8653,05 - Diversos (a revisar),
8654,05 - Diversos (a revisar),
8655,04 - Pessoal e financeiro,
8656,05 - Diversos (a revisar),
8657,05 - Diversos (a revisar),
8658,05 - Diversos (a revisar),
8659,05 - Diversos (a revisar),
8660,05 - Diversos (a revisar),
8661,04 - Pessoal e financeiro,
8662,05 - Diversos (a revisar),
8663,05 - Diversos (a revisar),
8664,05 - Diversos (a revisar),
8665,05 - Diversos (a revisar),
8666,02 - Estudos e concursos,
8667,05 - Diversos (a revisar),
8668,05 - Diversos (a revisar),
8669,05 - Diversos (a revisar),
8670,05 - Diversos (a revisar),
8671,05 - Diversos (a revisar),
8672,05 - Diversos (a revisar),
8673,05 - Diversos (a revisar),
8674,05 - Diversos (a revisar),
8675,05 - Diversos (a revisar),
8676,05 - Diversos (a revisar),
8677,05 - Diversos (a revisar),
8678,02 - Estudos e concursos,
8679,02 - Estudos e concursos,
8680,02 - Estudos e concursos,
8681,02 - Estudos e concursos,
8682,02 - Estudos e concursos,
8683,02 - Estudos e concursos,
8684,02 - Estudos e concursos,
8685,02 - Estudos e concursos,
8686,02 - Estudos e concursos,
8687,02 - Estudos e concursos,
8688,02 - Estudos e concursos,
8689,02 - Estudos e concursos,
8690,02 - Estudos e concursos,
8691,02 - Estudos e concursos,
8692,02 - Estudos e concursos,
8693,02 - Estudos e concursos,
8694,02 - Estudos e concursos,
8695,02 - Estudos e concursos,
8696,02 - Estudos e concursos,
8697,02 - Estudos e concursos,
8698,02 - Estudos e concursos,
8699,02 - Estudos e concursos,
8700,02 - Estudos e concursos,
8701,05 - Diversos (a revisar),
8702,01 - Jurídico,Recursos
8703,01 - Jurídico,Recursos
8704,02 - Estudos e concursos,
8705,02 - Estudos e concursos,
8706,02 - Estudos e concursos,
8707,02 - Estudos e concursos,
8708,05 - Diversos (a revisar),
8709,05 - Diversos (a revisar),
8710,01 - Jurídico,Outros processuais
8711,05 - Diversos (a revisar),
8712,05 - Diversos (a revisar),
8713,05 - Diversos (a revisar),
8714,02 - Estudos e concursos,
8715,02 - Estudos e concursos,
8716,05 - Diversos (a revisar),
8717,02 - Estudos e concursos,
8718,02 - Estudos e concursos,
8719,02 - Estudos e concursos,
8720,05 - Diversos (a revisar),
8721,01 - Jurídico,Acórdãos e decisões
8722,05 - Diversos (a revisar),
8723,05 - Diversos (a revisar),
8724,05 - Diversos (a revisar),
8725,05 - Diversos (a revisar),
8726,05 - Diversos (a revisar),
8727,05 - Diversos (a revisar),
8728,05 - Diversos (a revisar),
8729,05 - Diversos (a revisar),
8730,05 - Diversos (a revisar),
8731,05 - Diversos (a revisar),
8732,05 - Diversos (a revisar),
8733,05 - Diversos (a revisar),
8734,05 - Diversos (a revisar),
8735,05 - Diversos (a revisar),
8736,05 - Diversos (a revisar),
8737,05 - Diversos (a revisar),
8738,05 - Diversos (a revisar),
8739,05 - Diversos (a revisar),
8740,02 - Estudos e concursos,
8741,02 - Estudos e concursos,
8742,01 - Jurídico,Contestações e manifestações
8743,01 - Jurídico,Contestações e manifestações
8744,01 - Jurídico,Petições
8745,05 - Diversos (a revisar),
8746,05 - Diversos (a revisar),
8747,05 - Diversos (a revisar),
8748,05 - Diversos (a revisar),
8749,05 - Diversos (a revisar),
8750,05 - Diversos (a revisar),
