id,nat,tipo
11001,02 - Estudos e concursos,
11002,01 - Jurídico,Pareceres e notas técnicas
11003,05 - Diversos (a revisar),
11004,02 - Estudos e concursos,
11005,02 - Estudos e concursos,
11006,02 - Estudos e concursos,
11007,02 - Estudos e concursos,
11008,02 - Estudos e concursos,
11009,02 - Estudos e concursos,
11010,05 - Diversos (a revisar),
11011,03 - Administrativo,
11012,03 - Administrativo,
11013,03 - Administrativo,
11014,02 - Estudos e concursos,
11015,02 - Estudos e concursos,
11016,02 - Estudos e concursos,
11017,04 - Pessoal e financeiro,
11018,01 - Jurídico,Modelos e minutas
11019,01 - Jurídico,Modelos e minutas
11020,03 - Administrativo,
11021,04 - Pessoal e financeiro,
11022,04 - Pessoal e financeiro,
11023,04 - Pessoal e financeiro,
11024,04 - Pessoal e financeiro,
11025,04 - Pessoal e financeiro,
11026,04 - Pessoal e financeiro,
11027,02 - Estudos e concursos,
11028,05 - Diversos (a revisar),
11029,05 - Diversos (a revisar),
11030,05 - Diversos (a revisar),
11031,02 - Estudos e concursos,
11032,02 - Estudos e concursos,
11033,05 - Diversos (a revisar),
11034,05 - Diversos (a revisar),
11035,04 - Pessoal e financeiro,
11036,04 - Pessoal e financeiro,
11037,04 - Pessoal e financeiro,
11038,04 - Pessoal e financeiro,
11039,02 - Estudos e concursos,
11040,04 - Pessoal e financeiro,
11041,02 - Estudos e concursos,
11042,02 - Estudos e concursos,
11043,02 - Estudos e concursos,
11044,02 - Estudos e concursos,
11045,02 - Estudos e concursos,
11046,02 - Estudos e concursos,
11047,02 - Estudos e concursos,
11048,02 - Estudos e concursos,
11049,02 - Estudos e concursos,
11050,02 - Estudos e concursos,
11051,02 - Estudos e concursos,
11052,02 - Estudos e concursos,
11053,05 - Diversos (a revisar),
11054,02 - Estudos e concursos,
11055,05 - Diversos (a revisar),
11056,02 - Estudos e concursos,
11057,02 - Estudos e concursos,
11058,05 - Diversos (a revisar),
11059,01 - Jurídico,Outros processuais
11060,01 - Jurídico,Outros processuais
11061,05 - Diversos (a revisar),
11062,02 - Estudos e concursos,
11063,01 - Jurídico,Outros processuais
11064,01 - Jurídico,Outros processuais
11065,02 - Estudos e concursos,
11066,03 - Administrativo,
11067,03 - Administrativo,
11068,05 - Diversos (a revisar),
11069,04 - Pessoal e financeiro,
11070,04 - Pessoal e financeiro,
11071,02 - Estudos e concursos,
11072,03 - Administrativo,
11073,03 - Administrativo,
11074,02 - Estudos e concursos,
11075,02 - Estudos e concursos,
11076,03 - Administrativo,
11077,01 - Jurídico,Outros processuais
11078,01 - Jurídico,Outros processuais
11079,01 - Jurídico,Outros processuais
11080,02 - Estudos e concursos,
11081,01 - Jurídico,Outros processuais
11082,01 - Jurídico,Outros processuais
11083,01 - Jurídico,Outros processuais
11084,01 - Jurídico,Outros processuais
11085,02 - Estudos e concursos,
11086,01 - Jurídico,Outros processuais
11087,01 - Jurídico,Outros processuais
11088,01 - Jurídico,Outros processuais
11089,02 - Estudos e concursos,
11090,01 - Jurídico,Outros processuais
11091,01 - Jurídico,Outros processuais
11092,02 - Estudos e concursos,
11093,02 - Estudos e concursos,
11094,02 - Estudos e concursos,
11095,02 - Estudos e concursos,
11096,02 - Estudos e concursos,
11097,01 - Jurídico,Outros processuais
11098,01 - Jurídico,Outros processuais
11099,01 - Jurídico,Outros processuais
11100,01 - Jurídico,Outros processuais
11101,01 - Jurídico,Outros processuais
11102,02 - Estudos e concursos,
11103,02 - Estudos e concursos,
11104,02 - Estudos e concursos,
11105,03 - Administrativo,
11106,03 - Administrativo,
11107,03 - Administrativo,
11108,03 - Administrativo,
11109,03 - Administrativo,
11110,03 - Administrativo,
11111,03 - Administrativo,
11112,03 - Administrativo,
11113,03 - Administrativo,
11114,03 - Administrativo,
11115,03 - Administrativo,
11116,03 - Administrativo,
11117,03 - Administrativo,
11118,03 - Administrativo,
11119,03 - Administrativo,
