id,nat,tipo
7751,04 - Pessoal e financeiro,
7752,02 - Estudos e concursos,
7753,01 - Jurídico,Outros processuais
7754,04 - Pessoal e financeiro,
7755,04 - Pessoal e financeiro,
7756,04 - Pessoal e financeiro,
7757,02 - Estudos e concursos,
7758,02 - Estudos e concursos,
7759,02 - Estudos e concursos,
7760,01 - Jurídico,Outros processuais
7761,02 - Estudos e concursos,
7762,02 - Estudos e concursos,
7763,02 - Estudos e concursos,
7764,04 - Pessoal e financeiro,
7765,04 - Pessoal e financeiro,
7766,04 - Pessoal e financeiro,
7767,04 - Pessoal e financeiro,
7768,04 - Pessoal e financeiro,
7769,04 - Pessoal e financeiro,
7770,04 - Pessoal e financeiro,
7771,02 - Estudos e concursos,
7772,02 - Estudos e concursos,
7773,05 - Diversos (a revisar),
7774,02 - Estudos e concursos,
7775,02 - Estudos e concursos,
7776,02 - Estudos e concursos,
7777,02 - Estudos e concursos,
7778,02 - Estudos e concursos,
7779,02 - Estudos e concursos,
7780,02 - Estudos e concursos,
7781,05 - Diversos (a revisar),
7782,04 - Pessoal e financeiro,
7783,04 - Pessoal e financeiro,
7784,04 - Pessoal e financeiro,
7785,02 - Estudos e concursos,
7786,04 - Pessoal e financeiro,
7787,02 - Estudos e concursos,
7788,02 - Estudos e concursos,
7789,04 - Pessoal e financeiro,
7790,04 - Pessoal e financeiro,
7791,04 - Pessoal e financeiro,
7792,04 - Pessoal e financeiro,
7793,02 - Estudos e concursos,
7794,02 - Estudos e concursos,
7795,04 - Pessoal e financeiro,
7796,02 - Estudos e concursos,
7797,04 - Pessoal e financeiro,
7798,02 - Estudos e concursos,
7799,04 - Pessoal e financeiro,
7800,04 - Pessoal e financeiro,
7801,05 - Diversos (a revisar),
7802,05 - Diversos (a revisar),
7803,04 - Pessoal e financeiro,
7804,04 - Pessoal e financeiro,
7805,04 - Pessoal e financeiro,
7806,04 - Pessoal e financeiro,
7807,04 - Pessoal e financeiro,
7808,04 - Pessoal e financeiro,
7809,04 - Pessoal e financeiro,
7810,04 - Pessoal e financeiro,
7811,04 - Pessoal e financeiro,
7812,04 - Pessoal e financeiro,
7813,02 - Estudos e concursos,
7814,02 - Estudos e concursos,
7815,02 - Estudos e concursos,
7816,02 - Estudos e concursos,
7817,02 - Estudos e concursos,
7818,02 - Estudos e concursos,
7819,02 - Estudos e concursos,
7820,02 - Estudos e concursos,
7821,02 - Estudos e concursos,
7822,02 - Estudos e concursos,
7823,02 - Estudos e concursos,
7824,01 - Jurídico,Recursos
7825,01 - Jurídico,Petições
7826,02 - Estudos e concursos,
7827,02 - Estudos e concursos,
7828,02 - Estudos e concursos,
7829,02 - Estudos e concursos,
7830,02 - Estudos e concursos,
7831,02 - Estudos e concursos,
7832,05 - Diversos (a revisar),
7833,04 - Pessoal e financeiro,
7834,05 - Diversos (a revisar),
7835,05 - Diversos (a revisar),
7836,02 - Estudos e concursos,
7837,02 - Estudos e concursos,
7838,05 - Diversos (a revisar),
7839,01 - Jurídico,Outros processuais
7840,02 - Estudos e concursos,
7841,05 - Diversos (a revisar),
7842,05 - Diversos (a revisar),
7843,02 - Estudos e concursos,
7844,05 - Diversos (a revisar),
7845,01 - Jurídico,Acórdãos e decisões
7846,05 - Diversos (a revisar),
7847,05 - Diversos (a revisar),
7848,01 - Jurídico,Outros processuais
7849,05 - Diversos (a revisar),
7850,05 - Diversos (a revisar),
7851,04 - Pessoal e financeiro,
7852,04 - Pessoal e financeiro,
7853,05 - Diversos (a revisar),
7854,05 - Diversos (a revisar),
7855,05 - Diversos (a revisar),
7856,05 - Diversos (a revisar),
7857,05 - Diversos (a revisar),
7858,05 - Diversos (a revisar),
7859,05 - Diversos (a revisar),
7860,02 - Estudos e concursos,
7861,02 - Estudos e concursos,
7862,05 - Diversos (a revisar),
7863,05 - Diversos (a revisar),
7864,05 - Diversos (a revisar),
7865,05 - Diversos (a revisar),
7866,05 - Diversos (a revisar),
7867,02 - Estudos e concursos,
7868,01 - Jurídico,Outros processuais
7869,02 - Estudos e concursos,
7870,01 - Jurídico,Outros processuais
7871,01 - Jurídico,Outros processuais
7872,02 - Estudos e concursos,
7873,02 - Estudos e concursos,
7874,02 - Estudos e concursos,
7875,02 - Estudos e concursos,
7876,02 - Estudos e concursos,
7877,02 - Estudos e concursos,
7878,02 - Estudos e concursos,
7879,02 - Estudos e concursos,
7880,02 - Estudos e concursos,
7881,02 - Estudos e concursos,
7882,02 - Estudos e concursos,
7883,02 - Estudos e concursos,
7884,02 - Estudos e concursos,
7885,02 - Estudos e concursos,
7886,02 - Estudos e concursos,
7887,02 - Estudos e concursos,
7888,05 - Diversos (a revisar),
7889,03 - Administrativo,
7890,03 - Administrativo,
7891,02 - Estudos e concursos,
7892,02 - Estudos e concursos,
7893,02 - Estudos e concursos,
7894,02 - Estudos e concursos,
7895,02 - Estudos e concursos,
7896,02 - Estudos e concursos,
7897,02 - Estudos e concursos,
7898,02 - Estudos e concursos,
7899,02 - Estudos e concursos,
7900,02 - Estudos e concursos,
7901,02 - Estudos e concursos,
7902,02 - Estudos e concursos,
7903,02 - Estudos e concursos,
7904,02 - Estudos e concursos,
7905,02 - Estudos e concursos,
7906,04 - Pessoal e financeiro,
7907,02 - Estudos e concursos,
7908,02 - Estudos e concursos,
7909,04 - Pessoal e financeiro,
7910,04 - Pessoal e financeiro,
7911,04 - Pessoal e financeiro,
7912,02 - Estudos e concursos,
7913,01 - Jurídico,Outros processuais
7914,04 - Pessoal e financeiro,
7915,01 - Jurídico,Outros processuais
7916,04 - Pessoal e financeiro,
7917,01 - Jurídico,Outros processuais
7918,02 - Estudos e concursos,
7919,02 - Estudos e concursos,
7920,04 - Pessoal e financeiro,
7921,04 - Pessoal e financeiro,
7922,01 - Jurídico,Outros processuais
7923,02 - Estudos e concursos,
7924,02 - Estudos e concursos,
7925,03 - Administrativo,
7926,05 - Diversos (a revisar),
7927,05 - Diversos (a revisar),
7928,04 - Pessoal e financeiro,
7929,02 - Estudos e concursos,
7930,05 - Diversos (a revisar),
7931,05 - Diversos (a revisar),
7932,05 - Diversos (a revisar),
7933,05 - Diversos (a revisar),
7934,05 - Diversos (a revisar),
7935,05 - Diversos (a revisar),
7936,05 - Diversos (a revisar),
7937,05 - Diversos (a revisar),
7938,05 - Diversos (a revisar),
7939,05 - Diversos (a revisar),
7940,05 - Diversos (a revisar),
7941,05 - Diversos (a revisar),
7942,05 - Diversos (a revisar),
7943,05 - Diversos (a revisar),
7944,05 - Diversos (a revisar),
7945,05 - Diversos (a revisar),
7946,05 - Diversos (a revisar),
7947,05 - Diversos (a revisar),
