id,nat,tipo
11501,02 - Estudos e concursos,
11502,02 - Estudos e concursos,
11503,02 - Estudos e concursos,
11504,02 - Estudos e concursos,
11505,01 - Jurídico,Recursos
11506,01 - Jurídico,Outros processuais
11507,02 - Estudos e concursos,
11508,02 - Estudos e concursos,
11509,02 - Estudos e concursos,
11510,02 - Estudos e concursos,
11511,02 - Estudos e concursos,
11512,02 - Estudos e concursos,
11513,02 - Estudos e concursos,
11514,02 - Estudos e concursos,
11515,02 - Estudos e concursos,
11516,02 - Estudos e concursos,
11517,02 - Estudos e concursos,
11518,02 - Estudos e concursos,
11519,02 - Estudos e concursos,
11520,05 - Diversos (a revisar),
11521,05 - Diversos (a revisar),
11522,05 - Diversos (a revisar),
11523,05 - Diversos (a revisar),
11524,05 - Diversos (a revisar),
11525,05 - Diversos (a revisar),
11526,05 - Diversos (a revisar),
11527,05 - Diversos (a revisar),
11528,05 - Diversos (a revisar),
11529,05 - Diversos (a revisar),
11530,05 - Diversos (a revisar),
11531,05 - Diversos (a revisar),
11532,05 - Diversos (a revisar),
11533,05 - Diversos (a revisar),
11534,05 - Diversos (a revisar),
11535,05 - Diversos (a revisar),
11536,05 - Diversos (a revisar),
11537,01 - Jurídico,Recursos
11538,05 - Diversos (a revisar),
11539,05 - Diversos (a revisar),
11540,01 - Jurídico,Recursos
11541,01 - Jurídico,Recursos
11542,05 - Diversos (a revisar),
11543,05 - Diversos (a revisar),
11544,05 - Diversos (a revisar),
11545,05 - Diversos (a revisar),
11546,05 - Diversos (a revisar),
11547,05 - Diversos (a revisar),
11548,05 - Diversos (a revisar),
11549,05 - Diversos (a revisar),
11550,05 - Diversos (a revisar),
11551,05 - Diversos (a revisar),
11552,05 - Diversos (a revisar),
11553,05 - Diversos (a revisar),
11554,05 - Diversos (a revisar),
11555,05 - Diversos (a revisar),
11556,05 - Diversos (a revisar),
11557,05 - Diversos (a revisar),
11558,05 - Diversos (a revisar),
11559,05 - Diversos (a revisar),
11560,05 - Diversos (a revisar),
11561,05 - Diversos (a revisar),
11562,05 - Diversos (a revisar),
11563,05 - Diversos (a revisar),
11564,05 - Diversos (a revisar),
11565,05 - Diversos (a revisar),
11566,05 - Diversos (a revisar),
11567,05 - Diversos (a revisar),
11568,05 - Diversos (a revisar),
11569,05 - Diversos (a revisar),
11570,05 - Diversos (a revisar),
11571,05 - Diversos (a revisar),
11572,05 - Diversos (a revisar),
11573,05 - Diversos (a revisar),
11574,05 - Diversos (a revisar),
11575,05 - Diversos (a revisar),
11576,05 - Diversos (a revisar),
11577,05 - Diversos (a revisar),
11578,05 - Diversos (a revisar),
11579,02 - Estudos e concursos,
11580,02 - Estudos e concursos,
11581,02 - Estudos e concursos,
11582,02 - Estudos e concursos,
11583,02 - Estudos e concursos,
11584,02 - Estudos e concursos,
11585,05 - Diversos (a revisar),
11586,05 - Diversos (a revisar),
11587,05 - Diversos (a revisar),
11588,05 - Diversos (a revisar),
11589,02 - Estudos e concursos,
11590,05 - Diversos (a revisar),
11591,03 - Administrativo,
11592,03 - Administrativo,
11593,02 - Estudos e concursos,
11594,05 - Diversos (a revisar),
11595,05 - Diversos (a revisar),
11596,05 - Diversos (a revisar),
11597,05 - Diversos (a revisar),
11598,05 - Diversos (a revisar),
11599,05 - Diversos (a revisar),
11600,05 - Diversos (a revisar),
11601,05 - Diversos (a revisar),
11602,02 - Estudos e concursos,
11603,01 - Jurídico,Recursos
11604,01 - Jurídico,Despachos e votos
11605,01 - Jurídico,Outros processuais
11606,01 - Jurídico,Outros processuais
11607,01 - Jurídico,Recursos
11608,01 - Jurídico,Recursos
11609,05 - Diversos (a revisar),
11610,05 - Diversos (a revisar),
11611,05 - Diversos (a revisar),
11612,05 - Diversos (a revisar),
11613,05 - Diversos (a revisar),
11614,05 - Diversos (a revisar),
11615,05 - Diversos (a revisar),
11616,05 - Diversos (a revisar),
11617,05 - Diversos (a revisar),
11618,05 - Diversos (a revisar),
11619,05 - Diversos (a revisar),
11620,05 - Diversos (a revisar),
11621,01 - Jurídico,Outros processuais
11622,01 - Jurídico,Outros processuais
11623,01 - Jurídico,Outros processuais
11624,01 - Jurídico,Outros processuais
11625,01 - Jurídico,Outros processuais
11626,01 - Jurídico,Outros processuais
11627,01 - Jurídico,Outros processuais
11628,01 - Jurídico,Outros processuais
