id,nat,tipo
12751,01 - Jurídico,Outros processuais
12752,01 - Jurídico,Acórdãos e decisões
12753,01 - Jurídico,Acórdãos e decisões
12754,01 - Jurídico,Outros processuais
12755,01 - Jurídico,Acórdãos e decisões
12756,01 - Jurídico,Outros processuais
12757,05 - Diversos (a revisar),
12758,04 - Pessoal e financeiro,
12759,04 - Pessoal e financeiro,
12760,04 - Pessoal e financeiro,
12761,04 - Pessoal e financeiro,
12762,04 - Pessoal e financeiro,
12763,04 - Pessoal e financeiro,
12764,04 - Pessoal e financeiro,
12765,04 - Pessoal e financeiro,
12766,04 - Pessoal e financeiro,
12767,04 - Pessoal e financeiro,
12768,05 - Diversos (a revisar),
12769,01 - Jurídico,Outros processuais
12770,05 - Diversos (a revisar),
12771,05 - Diversos (a revisar),
12772,01 - Jurídico,Recursos
12773,05 - Diversos (a revisar),
12774,05 - Diversos (a revisar),
12775,05 - Diversos (a revisar),
12776,03 - Administrativo,
12777,03 - Administrativo,
12778,03 - Administrativo,
12779,03 - Administrativo,
12780,03 - Administrativo,
12781,03 - Administrativo,
12782,03 - Administrativo,
12783,03 - Administrativo,
12784,03 - Administrativo,
12785,03 - Administrativo,
12786,03 - Administrativo,
12787,03 - Administrativo,
12788,03 - Administrativo,
12789,03 - Administrativo,
12790,03 - Administrativo,
12791,03 - Administrativo,
12792,03 - Administrativo,
12793,03 - Administrativo,
12794,03 - Administrativo,
12795,03 - Administrativo,
12796,03 - Administrativo,
12797,03 - Administrativo,
12798,03 - Administrativo,
12799,03 - Administrativo,
12800,03 - Administrativo,
12801,03 - Administrativo,
12802,03 - Administrativo,
12803,03 - Administrativo,
12804,03 - Administrativo,
12805,03 - Administrativo,
12806,03 - Administrativo,
12807,03 - Administrativo,
12808,03 - Administrativo,
12809,03 - Administrativo,
12810,03 - Administrativo,
12811,03 - Administrativo,
12812,03 - Administrativo,
12813,03 - Administrativo,
12814,03 - Administrativo,
12815,03 - Administrativo,
12816,03 - Administrativo,
12817,03 - Administrativo,
12818,03 - Administrativo,
12819,03 - Administrativo,
12820,03 - Administrativo,
12821,03 - Administrativo,
12822,03 - Administrativo,
12823,03 - Administrativo,
12824,03 - Administrativo,
12825,03 - Administrativo,
12826,03 - Administrativo,
12827,03 - Administrativo,
12828,03 - Administrativo,
12829,03 - Administrativo,
12830,03 - Administrativo,
12831,05 - Diversos (a revisar),
12832,05 - Diversos (a revisar),
12833,05 - Diversos (a revisar),
12834,05 - Diversos (a revisar),
12835,05 - Diversos (a revisar),
12836,05 - Diversos (a revisar),
12837,05 - Diversos (a revisar),
12838,05 - Diversos (a revisar),
12839,02 - Estudos e concursos,
12840,05 - Diversos (a revisar),
12841,05 - Diversos (a revisar),
12842,05 - Diversos (a revisar),
12843,01 - Jurídico,Recursos
12844,01 - Jurídico,Outros processuais
12845,01 - Jurídico,Acórdãos e decisões
12846,01 - Jurídico,Outros processuais
12847,02 - Estudos e concursos,
12848,02 - Estudos e concursos,
12849,02 - Estudos e concursos,
12850,02 - Estudos e concursos,
12851,02 - Estudos e concursos,
12852,02 - Estudos e concursos,
12853,02 - Estudos e concursos,
12854,02 - Estudos e concursos,
12855,02 - Estudos e concursos,
12856,02 - Estudos e concursos,
12857,02 - Estudos e concursos,
12858,02 - Estudos e concursos,
12859,02 - Estudos e concursos,
12860,02 - Estudos e concursos,
12861,02 - Estudos e concursos,
12862,02 - Estudos e concursos,
12863,02 - Estudos e concursos,
12864,02 - Estudos e concursos,
12865,02 - Estudos e concursos,
12866,02 - Estudos e concursos,
12867,02 - Estudos e concursos,
12868,02 - Estudos e concursos,
12869,02 - Estudos e concursos,
12870,03 - Administrativo,
12871,03 - Administrativo,
12872,03 - Administrativo,
12873,03 - Administrativo,
12874,03 - Administrativo,
12875,03 - Administrativo,
12876,03 - Administrativo,
12877,03 - Administrativo,
12878,03 - Administrativo,
12879,03 - Administrativo,
12880,03 - Administrativo,
12881,04 - Pessoal e financeiro,
12882,04 - Pessoal e financeiro,
12883,01 - Jurídico,Outros processuais
12884,01 - Jurídico,Outros processuais
12885,01 - Jurídico,Outros processuais
12886,01 - Jurídico,Outros processuais
12887,01 - Jurídico,Outros processuais
12888,01 - Jurídico,Outros processuais
12889,04 - Pessoal e financeiro,
12890,04 - Pessoal e financeiro,
12891,01 - Jurídico,Outros processuais
12892,04 - Pessoal e financeiro,
12893,04 - Pessoal e financeiro,
12894,04 - Pessoal e financeiro,
12895,02 - Estudos e concursos,
12896,02 - Estudos e concursos,
12897,02 - Estudos e concursos,
12898,02 - Estudos e concursos,
12899,02 - Estudos e concursos,
12900,02 - Estudos e concursos,
12901,05 - Diversos (a revisar),
12902,05 - Diversos (a revisar),
12903,05 - Diversos (a revisar),
12904,05 - Diversos (a revisar),
12905,05 - Diversos (a revisar),
12906,04 - Pessoal e financeiro,
12907,05 - Diversos (a revisar),
12908,05 - Diversos (a revisar),
12909,05 - Diversos (a revisar),
12910,02 - Estudos e concursos,
12911,03 - Administrativo,
12912,05 - Diversos (a revisar),
12913,05 - Diversos (a revisar),
12914,05 - Diversos (a revisar),
12915,05 - Diversos (a revisar),
12916,05 - Diversos (a revisar),
12917,01 - Jurídico,Acórdãos e decisões
12918,04 - Pessoal e financeiro,
12919,05 - Diversos (a revisar),
12920,05 - Diversos (a revisar),
12921,01 - Jurídico,Outros processuais
12922,02 - Estudos e concursos,
12923,02 - Estudos e concursos,
12924,02 - Estudos e concursos,
12925,05 - Diversos (a revisar),
12926,05 - Diversos (a revisar),
12927,05 - Diversos (a revisar),
12928,02 - Estudos e concursos,
12929,02 - Estudos e concursos,
12930,02 - Estudos e concursos,
12931,04 - Pessoal e financeiro,
12932,05 - Diversos (a revisar),
12933,05 - Diversos (a revisar),
12934,02 - Estudos e concursos,
12935,02 - Estudos e concursos,
12936,02 - Estudos e concursos,
12937,05 - Diversos (a revisar),
12938,05 - Diversos (a revisar),
12939,02 - Estudos e concursos,
12940,05 - Diversos (a revisar),
12941,05 - Diversos (a revisar),
12942,05 - Diversos (a revisar),
12943,05 - Diversos (a revisar),
12944,05 - Diversos (a revisar),
12945,05 - Diversos (a revisar),
12946,05 - Diversos (a revisar),
12947,05 - Diversos (a revisar),
12948,05 - Diversos (a revisar),
12949,05 - Diversos (a revisar),
12950,05 - Diversos (a revisar),
12951,05 - Diversos (a revisar),
12952,05 - Diversos (a revisar),
12953,05 - Diversos (a revisar),
12954,05 - Diversos (a revisar),
12955,05 - Diversos (a revisar),
12956,05 - Diversos (a revisar),
12957,05 - Diversos (a revisar),
12958,02 - Estudos e concursos,
12959,02 - Estudos e concursos,
12960,02 - Estudos e concursos,
12961,02 - Estudos e concursos,
12962,03 - Administrativo,
12963,02 - Estudos e concursos,
12964,02 - Estudos e concursos,
12965,02 - Estudos e concursos,
12966,02 - Estudos e concursos,
12967,02 - Estudos e concursos,
12968,05 - Diversos (a revisar),
12969,02 - Estudos e concursos,
12970,05 - Diversos (a revisar),
12971,05 - Diversos (a revisar),
12972,01 - Jurídico,Outros processuais
12973,02 - Estudos e concursos,
12974,02 - Estudos e concursos,
12975,02 - Estudos e concursos,
12976,03 - Administrativo,
12977,05 - Diversos (a revisar),
12978,05 - Diversos (a revisar),
12979,05 - Diversos (a revisar),
12980,05 - Diversos (a revisar),
12981,05 - Diversos (a revisar),
12982,05 - Diversos (a revisar),
12983,05 - Diversos (a revisar),
12984,05 - Diversos (a revisar),
12985,03 - Administrativo,
12986,02 - Estudos e concursos,
12987,02 - Estudos e concursos,
12988,01 - Jurídico,Acórdãos e decisões
12989,02 - Estudos e concursos,
12990,04 - Pessoal e financeiro,
12991,04 - Pessoal e financeiro,
12992,04 - Pessoal e financeiro,
12993,04 - Pessoal e financeiro,
12994,04 - Pessoal e financeiro,
12995,04 - Pessoal e financeiro,
12996,05 - Diversos (a revisar),
12997,05 - Diversos (a revisar),
12998,04 - Pessoal e financeiro,
12999,04 - Pessoal e financeiro,
13000,04 - Pessoal e financeiro,
