id,nat,tipo
5501,03 - Administrativo,
5502,03 - Administrativo,
5503,03 - Administrativo,
5504,03 - Administrativo,
5505,03 - Administrativo,
5506,03 - Administrativo,
5507,02 - Estudos e concursos,
5508,02 - Estudos e concursos,
5509,02 - Estudos e concursos,
5510,02 - Estudos e concursos,
5511,02 - Estudos e concursos,
5512,02 - Estudos e concursos,
5513,02 - Estudos e concursos,
5514,02 - Estudos e concursos,
5515,02 - Estudos e concursos,
5516,02 - Estudos e concursos,
5517,02 - Estudos e concursos,
5518,02 - Estudos e concursos,
5519,02 - Estudos e concursos,
5520,02 - Estudos e concursos,
5521,02 - Estudos e concursos,
5522,02 - Estudos e concursos,
5523,02 - Estudos e concursos,
5524,02 - Estudos e concursos,
5525,02 - Estudos e concursos,
5526,02 - Estudos e concursos,
5527,02 - Estudos e concursos,
5528,02 - Estudos e concursos,
5529,02 - Estudos e concursos,
5530,02 - Estudos e concursos,
5531,03 - Administrativo,
5532,02 - Estudos e concursos,
5533,02 - Estudos e concursos,
5534,03 - Administrativo,
5535,03 - Administrativo,
5536,03 - Administrativo,
5537,02 - Estudos e concursos,
5538,03 - Administrativo,
5539,05 - Diversos (a revisar),
5540,01 - Jurídico,Recursos
5541,01 - Jurídico,Recursos
5542,01 - Jurídico,Outros processuais
5543,01 - Jurídico,Recursos
5544,05 - Diversos (a revisar),
5545,02 - Estudos e concursos,
5546,03 - Administrativo,
5547,03 - Administrativo,
5548,02 - Estudos e concursos,
5549,03 - Administrativo,
5550,03 - Administrativo,
5551,05 - Diversos (a revisar),
5552,03 - Administrativo,
5553,05 - Diversos (a revisar),
5554,05 - Diversos (a revisar),
5555,05 - Diversos (a revisar),
5556,03 - Administrativo,
5557,02 - Estudos e concursos,
5558,05 - Diversos (a revisar),
5559,02 - Estudos e concursos,
5560,02 - Estudos e concursos,
5561,02 - Estudos e concursos,
5562,02 - Estudos e concursos,
5563,02 - Estudos e concursos,
5564,05 - Diversos (a revisar),
5565,04 - Pessoal e financeiro,
5566,03 - Administrativo,
5567,01 - Jurídico,Contestações e manifestações
5568,01 - Jurídico,Contestações e manifestações
5569,05 - Diversos (a revisar),
5570,03 - Administrativo,
5571,04 - Pessoal e financeiro,
5572,03 - Administrativo,
5573,02 - Estudos e concursos,
5574,02 - Estudos e concursos,
5575,02 - Estudos e concursos,
5576,05 - Diversos (a revisar),
5577,05 - Diversos (a revisar),
5578,05 - Diversos (a revisar),
5579,05 - Diversos (a revisar),
5580,05 - Diversos (a revisar),
5581,05 - Diversos (a revisar),
5582,05 - Diversos (a revisar),
5583,05 - Diversos (a revisar),
5584,05 - Diversos (a revisar),
5585,05 - Diversos (a revisar),
5586,05 - Diversos (a revisar),
5587,03 - Administrativo,
5588,05 - Diversos (a revisar),
5589,05 - Diversos (a revisar),
5590,05 - Diversos (a revisar),
5591,04 - Pessoal e financeiro,
5592,04 - Pessoal e financeiro,
5593,04 - Pessoal e financeiro,
5594,04 - Pessoal e financeiro,
5595,04 - Pessoal e financeiro,
5596,03 - Administrativo,
5597,04 - Pessoal e financeiro,
5598,04 - Pessoal e financeiro,
5599,02 - Estudos e concursos,
5600,02 - Estudos e concursos,
5601,02 - Estudos e concursos,
5602,01 - Jurídico,Acórdãos e decisões
5603,01 - Jurídico,Acórdãos e decisões
5604,01 - Jurídico,Acórdãos e decisões
5605,01 - Jurídico,Acórdãos e decisões
5606,01 - Jurídico,Acórdãos e decisões
5607,01 - Jurídico,Acórdãos e decisões
5608,05 - Diversos (a revisar),
5609,05 - Diversos (a revisar),
5610,05 - Diversos (a revisar),
5611,05 - Diversos (a revisar),
5612,05 - Diversos (a revisar),
5613,05 - Diversos (a revisar),
5614,05 - Diversos (a revisar),
5615,03 - Administrativo,
5616,05 - Diversos (a revisar),
5617,05 - Diversos (a revisar),
5618,05 - Diversos (a revisar),
5619,01 - Jurídico,Outros processuais
5620,02 - Estudos e concursos,
5621,05 - Diversos (a revisar),
5622,02 - Estudos e concursos,
5623,01 - Jurídico,Recursos
5624,02 - Estudos e concursos,
5625,02 - Estudos e concursos,
5626,05 - Diversos (a revisar),
5627,05 - Diversos (a revisar),
5628,03 - Administrativo,
5629,03 - Administrativo,
5630,03 - Administrativo,
5631,02 - Estudos e concursos,
5632,02 - Estudos e concursos,
5633,02 - Estudos e concursos,
5634,02 - Estudos e concursos,
5635,02 - Estudos e concursos,
5636,02 - Estudos e concursos,
5637,02 - Estudos e concursos,
5638,02 - Estudos e concursos,
5639,02 - Estudos e concursos,
5640,02 - Estudos e concursos,
5641,02 - Estudos e concursos,
5642,02 - Estudos e concursos,
5643,02 - Estudos e concursos,
5644,02 - Estudos e concursos,
5645,02 - Estudos e concursos,
5646,02 - Estudos e concursos,
5647,02 - Estudos e concursos,
5648,02 - Estudos e concursos,
5649,02 - Estudos e concursos,
5650,02 - Estudos e concursos,
5651,02 - Estudos e concursos,
5652,02 - Estudos e concursos,
5653,02 - Estudos e concursos,
5654,02 - Estudos e concursos,
5655,02 - Estudos e concursos,
5656,02 - Estudos e concursos,
5657,02 - Estudos e concursos,
5658,02 - Estudos e concursos,
5659,05 - Diversos (a revisar),
5660,05 - Diversos (a revisar),
5661,05 - Diversos (a revisar),
5662,05 - Diversos (a revisar),
5663,05 - Diversos (a revisar),
5664,05 - Diversos (a revisar),
5665,05 - Diversos (a revisar),
5666,05 - Diversos (a revisar),
5667,05 - Diversos (a revisar),
5668,04 - Pessoal e financeiro,
5669,04 - Pessoal e financeiro,
5670,05 - Diversos (a revisar),
5671,03 - Administrativo,
5672,01 - Jurídico,Modelos e minutas
5673,03 - Administrativo,
5674,03 - Administrativo,
5675,03 - Administrativo,
5676,03 - Administrativo,
5677,05 - Diversos (a revisar),
5678,01 - Jurídico,Acórdãos e decisões
5679,05 - Diversos (a revisar),
5680,01 - Jurídico,Recursos
5681,01 - Jurídico,Recursos
5682,01 - Jurídico,Recursos
5683,01 - Jurídico,Recursos
5684,01 - Jurídico,Recursos
