id,nat,tipo
7251,02 - Estudos e concursos,
7252,01 - Jurídico,Outros processuais
7253,05 - Diversos (a revisar),
7254,05 - Diversos (a revisar),
7255,05 - Diversos (a revisar),
7256,05 - Diversos (a revisar),
7257,05 - Diversos (a revisar),
7258,05 - Diversos (a revisar),
7259,05 - Diversos (a revisar),
7260,05 - Diversos (a revisar),
7261,05 - Diversos (a revisar),
7262,05 - Diversos (a revisar),
7263,05 - Diversos (a revisar),
7264,05 - Diversos (a revisar),
7265,05 - Diversos (a revisar),
7266,05 - Diversos (a revisar),
7267,01 - Jurídico,Outros processuais
7268,05 - Diversos (a revisar),
7269,02 - Estudos e concursos,
7270,02 - Estudos e concursos,
7271,02 - Estudos e concursos,
7272,02 - Estudos e concursos,
7273,02 - Estudos e concursos,
7274,02 - Estudos e concursos,
7275,02 - Estudos e concursos,
7276,05 - Diversos (a revisar),
7277,03 - Administrativo,
7278,01 - Jurídico,Contestações e manifestações
7279,01 - Jurídico,Outros processuais
7280,02 - Estudos e concursos,
7281,05 - Diversos (a revisar),
7282,03 - Administrativo,
7283,05 - Diversos (a revisar),
7284,05 - Diversos (a revisar),
7285,05 - Diversos (a revisar),
7286,05 - Diversos (a revisar),
7287,02 - Estudos e concursos,
7288,02 - Estudos e concursos,
7289,02 - Estudos e concursos,
7290,01 - Jurídico,Outros processuais
7291,02 - Estudos e concursos,
7292,05 - Diversos (a revisar),
7293,02 - Estudos e concursos,
7294,04 - Pessoal e financeiro,
7295,04 - Pessoal e financeiro,
7296,05 - Diversos (a revisar),
7297,05 - Diversos (a revisar),
7298,02 - Estudos e concursos,
7299,05 - Diversos (a revisar),
7300,04 - Pessoal e financeiro,
7301,01 - Jurídico,Outros processuais
7302,02 - Estudos e concursos,
7303,02 - Estudos e concursos,
7304,02 - Estudos e concursos,
7305,02 - Estudos e concursos,
7306,01 - Jurídico,Petições
7307,02 - Estudos e concursos,
7308,05 - Diversos (a revisar),
7309,05 - Diversos (a revisar),
7310,05 - Diversos (a revisar),
7311,02 - Estudos e concursos,
7312,02 - Estudos e concursos,
7313,02 - Estudos e concursos,
7314,02 - Estudos e concursos,
7315,02 - Estudos e concursos,
7316,05 - Diversos (a revisar),
7317,05 - Diversos (a revisar),
7318,05 - Diversos (a revisar),
7319,05 - Diversos (a revisar),
7320,02 - Estudos e concursos,
7321,02 - Estudos e concursos,
7322,02 - Estudos e concursos,
7323,02 - Estudos e concursos,
7324,02 - Estudos e concursos,
7325,02 - Estudos e concursos,
7326,05 - Diversos (a revisar),
7327,05 - Diversos (a revisar),
7328,05 - Diversos (a revisar),
7329,01 - Jurídico,Outros processuais
7330,05 - Diversos (a revisar),
7331,05 - Diversos (a revisar),
7332,02 - Estudos e concursos,
7333,02 - Estudos e concursos,
7334,04 - Pessoal e financeiro,
7335,04 - Pessoal e financeiro,
7336,04 - Pessoal e financeiro,
7337,04 - Pessoal e financeiro,
7338,04 - Pessoal e financeiro,
7339,04 - Pessoal e financeiro,
7340,04 - Pessoal e financeiro,
7341,04 - Pessoal e financeiro,
7342,01 - Jurídico,Outros processuais
7343,04 - Pessoal e financeiro,
7344,04 - Pessoal e financeiro,
7345,04 - Pessoal e financeiro,
7346,03 - Administrativo,
7347,03 - Administrativo,
7348,05 - Diversos (a revisar),
7349,05 - Diversos (a revisar),
7350,03 - Administrativo,
7351,05 - Diversos (a revisar),
7352,02 - Estudos e concursos,
7353,02 - Estudos e concursos,
7354,02 - Estudos e concursos,
7355,02 - Estudos e concursos,
7356,02 - Estudos e concursos,
7357,02 - Estudos e concursos,
7358,02 - Estudos e concursos,
7359,02 - Estudos e concursos,
7360,02 - Estudos e concursos,
7361,02 - Estudos e concursos,
7362,02 - Estudos e concursos,
7363,02 - Estudos e concursos,
7364,02 - Estudos e concursos,
7365,02 - Estudos e concursos,
7366,02 - Estudos e concursos,
7367,02 - Estudos e concursos,
7368,02 - Estudos e concursos,
7369,02 - Estudos e concursos,
7370,02 - Estudos e concursos,
7371,02 - Estudos e concursos,
7372,02 - Estudos e concursos,
7373,02 - Estudos e concursos,
7374,01 - Jurídico,Outros processuais
7375,01 - Jurídico,Outros processuais
7376,02 - Estudos e concursos,
7377,05 - Diversos (a revisar),
7378,05 - Diversos (a revisar),
7379,05 - Diversos (a revisar),
7380,02 - Estudos e concursos,
7381,02 - Estudos e concursos,
7382,01 - Jurídico,Outros processuais
7383,05 - Diversos (a revisar),
7384,05 - Diversos (a revisar),
7385,05 - Diversos (a revisar),
7386,02 - Estudos e concursos,
7387,02 - Estudos e concursos,
7388,05 - Diversos (a revisar),
