id,nat,tipo
4001,02 - Estudos e concursos,
4002,02 - Estudos e concursos,
4003,02 - Estudos e concursos,
4004,02 - Estudos e concursos,
4005,02 - Estudos e concursos,
4006,02 - Estudos e concursos,
4007,02 - Estudos e concursos,
4008,02 - Estudos e concursos,
4009,02 - Estudos e concursos,
4010,02 - Estudos e concursos,
4011,02 - Estudos e concursos,
4012,05 - Diversos (a revisar),
4013,05 - Diversos (a revisar),
4014,05 - Diversos (a revisar),
4015,05 - Diversos (a revisar),
4016,05 - Diversos (a revisar),
4017,05 - Diversos (a revisar),
4018,05 - Diversos (a revisar),
4019,02 - Estudos e concursos,
4020,05 - Diversos (a revisar),
4021,05 - Diversos (a revisar),
4022,05 - Diversos (a revisar),
4023,05 - Diversos (a revisar),
4024,02 - Estudos e concursos,
4025,02 - Estudos e concursos,
4026,02 - Estudos e concursos,
4027,02 - Estudos e concursos,
4028,02 - Estudos e concursos,
4029,02 - Estudos e concursos,
4030,02 - Estudos e concursos,
4031,02 - Estudos e concursos,
4032,02 - Estudos e concursos,
4033,02 - Estudos e concursos,
4034,02 - Estudos e concursos,
4035,02 - Estudos e concursos,
4036,02 - Estudos e concursos,
4037,02 - Estudos e concursos,
4038,02 - Estudos e concursos,
4039,02 - Estudos e concursos,
4040,02 - Estudos e concursos,
4041,02 - Estudos e concursos,
4042,02 - Estudos e concursos,
4043,02 - Estudos e concursos,
4044,02 - Estudos e concursos,
4045,02 - Estudos e concursos,
4046,02 - Estudos e concursos,
4047,02 - Estudos e concursos,
4048,02 - Estudos e concursos,
4049,05 - Diversos (a revisar),
4050,01 - Jurídico,Petições
4051,01 - Jurídico,Petições
4052,01 - Jurídico,Petições
4053,01 - Jurídico,Petições
4054,01 - Jurídico,Petições
4055,01 - Jurídico,Petições
4056,05 - Diversos (a revisar),
4057,05 - Diversos (a revisar),
4058,05 - Diversos (a revisar),
4059,05 - Diversos (a revisar),
4060,05 - Diversos (a revisar),
4061,05 - Diversos (a revisar),
