"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"1","1","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","norma","Lei n. 7.444, de 20 de dezembro de 1985","","","","","","","Dispõe sobre a implantação do processamento eletrônico de dados no alistamento eleitoral e a revisão do eleitorado e dá outras providências. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Lei n. 7.444, de 20 de dezembro de 1985
Tipo: norma
Páginas: 653-653
Dispõe sobre a implantação do processamento eletrônico de dados no alistamento eleitoral e a revisão do eleitorado e dá outras providências. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei:","Dispõe sobre a implantação do processamento eletrônico de dados no alistamento eleitoral e a revisão do eleitorado e dá outras providências. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei:","dezembro; dispoe; sobre; implantacao; processamento; eletronico; dados; alistamento; eleitoral; revisao","True","508","127"
"2","2","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","artigo","Art. 1º","","Art. 1º","","","","","Art. 1º O alistamento eleitoral será feito mediante processamento eletrônico de dados.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 1º
Tipo: artigo
Páginas: 653-653
Art. 1º O alistamento eleitoral será feito mediante processamento eletrônico de dados.","Art. 1º O alistamento eleitoral será feito mediante processamento eletrônico de dados.","dezembro; alistamento; eleitoral; sera; feito; mediante; processamento; eletronico; dados","True","323","80"
"3","3","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","paragrafo","Art. 1º, Parágrafo único","Art. 1º","Art. 1º","Parágrafo único","","","","Parágrafo único. Em cada zona eleitoral, enquanto não for implantado o processamento eletrônico de dados, o alistamento continuará a ser efetuado na forma da legislação em vigor na data desta lei.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 1º, Parágrafo único
Tipo: paragrafo
Dispositivo pai: Art. 1º
Páginas: 653-653
Parágrafo único. Em cada zona eleitoral, enquanto não for implantado o processamento eletrônico de dados, o alistamento continuará a ser efetuado na forma da legislação em vigor na data desta lei.","Parágrafo único. Em cada zona eleitoral, enquanto não for implantado o processamento eletrônico de dados, o alistamento continuará a ser efetuado na forma da legislação em vigor na data desta lei.","paragrafo; unico; dezembro; cada; zona; eleitoral; enquanto; implantado; processamento; eletronico","True","478","119"
"4","4","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","artigo","Art. 2º","","Art. 2º","","","","","Art. 2º Ao adotar o sistema de que trata o artigo anterior, a Justiça Eleitoral procederá, em cada zona, à revisão dos eleitores inscritos, bem como à conferência e à atualização dos respectivos registros, que constituirão, a seguir, cadastros mantidos em computador.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 2º
Tipo: artigo
Páginas: 653-653
Art. 2º Ao adotar o sistema de que trata o artigo anterior, a Justiça Eleitoral procederá, em cada zona, à revisão dos eleitores inscritos, bem como à conferência e à atualização dos respectivos registros, que constituirão, a seguir, cadastros mantidos em computador.","Art. 2º Ao adotar o sistema de que trata o artigo anterior, a Justiça Eleitoral procederá, em cada zona, à revisão dos eleitores inscritos, bem como à conferência e à atualização dos respectivos registros, que constituirão, a seguir...","dezembro; adotar; sistema; trata; artigo; anterior; justica; eleitoral; procedera; cada","True","504","126"
"5","5","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","artigo","Art. 3º","","Art. 3º","","","","","Art. 3º A revisão do eleitorado prevista no","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 3º
Tipo: artigo
Páginas: 653-653
Art. 3º A revisão do eleitorado prevista no","Art. 3º A revisão do eleitorado prevista no","dezembro; revisao; eleitorado; prevista","True","280","70"
"6","6","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","artigo","Art. 2º","","Art. 2º","","","","","art. 2º desta lei far-se-á, de conformidade com instruções baixadas pelo Tribunal Superior Eleitoral, mediante a apresentação do título eleitoral pelos eleitores inscritos na zona e preenchimento do formulário adotado para o alistamento de que trata o art. 1º.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 2º
Tipo: artigo
Páginas: 653-653
art. 2º desta lei far-se-á, de conformidade com instruções baixadas pelo Tribunal Superior Eleitoral, mediante a apresentação do título eleitoral pelos eleitores inscritos na zona e preenchimento do formulário adotado para o alistamento de que trata o art. 1º.","art. 2º desta lei far-se-á, de conformidade com instruções baixadas pelo Tribunal Superior Eleitoral, mediante a apresentação do título eleitoral pelos eleitores inscritos na zona e preenchimento do formulário adotado para o alistamento de...","eleitoral; dezembro; desta; conformidade; instrucoes; baixadas; tribunal; superior; mediante; apresentacao","True","497","124"
"7","7","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","paragrafo","Art. 2º, §1º","Art. 2º","Art. 2º","§1º","","","","§ 1º A revisão do eleitorado, que poderá realizar-se, simultaneamente, em mais de uma zona ou em várias circunscrições, será procedida, sempre, de ampla divulgação, processando-se em prazo marcado pela Justiça Eleitoral, não inferior a 30 (trinta) dias.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 2º, §1º
Tipo: paragrafo
Dispositivo pai: Art. 2º
Páginas: 653-653
§ 1º A revisão do eleitorado, que poderá realizar-se, simultaneamente, em mais de uma zona ou em várias circunscrições, será procedida, sempre, de ampla divulgação, processando-se em prazo marcado pela Justiça Eleitoral, não inferior a 30 (trinta) dias.","§ 1º A revisão do eleitorado, que poderá realizar-se, simultaneamente, em mais de uma zona ou em várias circunscrições, será procedida, sempre, de ampla divulgação, processando-se em prazo marcado pela Justiça Eleitoral, não inferior a 30...","dezembro; revisao; eleitorado; podera; realizar; simultaneamente; mais; zona; varias; circunscricoes","True","523","130"
"8","8","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","paragrafo","Art. 2º, §2º","Art. 2º","Art. 2º","§2º","","","","§ 2º Sem prejuízo do disposto no § 1º deste artigo, a Justiça Eleitoral poderá fixar datas especiais e designar previamente locais para a apresentação dos eleitores inscritos.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 2º, §2º
Tipo: paragrafo
Dispositivo pai: Art. 2º
Páginas: 653-653
§ 2º Sem prejuízo do disposto no § 1º deste artigo, a Justiça Eleitoral poderá fixar datas especiais e designar previamente locais para a apresentação dos eleitores inscritos.","§ 2º Sem prejuízo do disposto no § 1º deste artigo, a Justiça Eleitoral poderá fixar datas especiais e designar previamente locais para a apresentação dos eleitores inscritos.","dezembro; prejuizo; disposto; deste; artigo; justica; eleitoral; podera; fixar; datas","True","445","111"
"9","9","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","paragrafo","Art. 2º, §3º","Art. 2º","Art. 2º","§3º","","","","§ 3º Ao proceder-se à revisão, ficam anistiados os débitos dos eleitores inscritos na zona, em falta para com a Justiça Eleitoral.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 2º, §3º
Tipo: paragrafo
Dispositivo pai: Art. 2º
Páginas: 653-653
§ 3º Ao proceder-se à revisão, ficam anistiados os débitos dos eleitores inscritos na zona, em falta para com a Justiça Eleitoral.","§ 3º Ao proceder-se à revisão, ficam anistiados os débitos dos eleitores inscritos na zona, em falta para com a Justiça Eleitoral.","dezembro; proceder; revisao; ficam; anistiados; debitos; eleitores; inscritos; zona; falta","True","400","100"
"10","10","Codigo_Eleitoral_2026_anotado.pdf","lei_7444_1985","Lei n. 7.444, de 20 de dezembro de 1985","","Legislação correlata","Legislação correlata","653","653","","paragrafo","Art. 2º, §4º","Art. 2º","Art. 2º","§4º","","","","§ 4º Em cada zona, vencido o prazo de que trata o § 1º deste artigo, cancelar-se-ão as inscrições correspondentes aos títulos que não forem apresentados à revisão.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 7.444, de 20 de dezembro de 1985
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 2º, §4º
Tipo: paragrafo
Dispositivo pai: Art. 2º
Páginas: 653-653
§ 4º Em cada zona, vencido o prazo de que trata o § 1º deste artigo, cancelar-se-ão as inscrições correspondentes aos títulos que não forem apresentados à revisão.","§ 4º Em cada zona, vencido o prazo de que trata o § 1º deste artigo, cancelar-se-ão as inscrições correspondentes aos títulos que não forem apresentados à revisão.","dezembro; cada; zona; vencido; prazo; trata; deste; artigo; cancelar; inscricoes","True","433","108"
