id,ordem_doc,arquivo_fonte,norma_id,norma_titulo,norma_nome_popular,macrogrupo,grupo_sumario,pagina_inicial,pagina_final,hierarquia_normativa,tipo_dispositivo,dispositivo,dispositivo_pai,artigo,paragrafo,inciso,alinea,item,texto_dispositivo,notas_texto,notas_json,qtd_notas,referencias_normativas,referencias_jurisprudenciais,referencias_sumulas,texto_rag,resumo_curto,palavras_chave,incluir_no_rag,chars,tokens_estimados,row_key,csv_arquivo,dispositivo_pai_id,dispositivo_pai_row_key
1,1,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,663,663,,norma,"Lei n. 8.350, de 28 de dezembro de 1991",,,,,,,Dispõe sobre gratificações e representações na Justiça Eleitoral. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei:,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Lei n. 8.350, de 28 de dezembro de 1991 Tipo: norma Páginas: 663-663 Resumo: Norma Lei n. 8.350/1991: Dispõe sobre gratificações e representações na Justiça Eleitoral. Dispõe sobre gratificações e representações na Justiça Eleitoral. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei:",Norma Lei n. 8.350/1991: Dispõe sobre gratificações e representações na Justiça Eleitoral.,dezembro; dispoe; sobre; gratificacoes; representacoes; justica; eleitoral; presidente; republica; faco,True,552,138,024_lei_8350_1991:1,024_lei_8350_1991.csv,,
2,2,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,663,663,,artigo,Art. 1º,,Art. 1º,,,,,"Art. 1º A gratificação de presença dos membros dos Tribunais Eleitorais, por sessão a que compareçam, até o máximo de oito por mês, passa a ser calculada da seguinte forma:","V. CF/1988, art. 39, § 4º.
V. Res.-TSE n. 23578/2018: dispõe sobre o pagamento das gratificações eleitorais previstas nesta lei e dá outras providências.
Res.-TSE n. 22073/2005: impossibilidade de pagamento de gratificações eleitorais e verbas de representação pelo exercício da presidência dos Tribunais Regionais Eleitorais; Res.-TSE n. 22680/2007: impossibilidade estendida, ainda, ao exercício das funções de vice-presidente e corregedor.
A gratificação de presença é devida: Res.-TSE n. 20785/2001 (aos presidentes dos órgãos da JE quando não puderem comparecer às sessões em virtude de estarem representando o Tribunal perante os demais poderes e autoridades); Res.-TSE n. 14494/1994 (aos corregedores impossibilitados de comparecer às sessões em virtude de atuação nas Corregedorias).","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""V. CF/1988, art. 39, § 4º."", ""pagina_inicial"": 663, ""pagina_final"": 663}, {""ordem"": 2, ""marcador"": ""quadrado"", ""texto"": ""V. Res.-TSE n. 23578/2018: dispõe sobre o pagamento das gratificações eleitorais previstas nesta lei e dá outras providências."", ""pagina_inicial"": 663, ""pagina_final"": 663}, {""ordem"": 3, ""marcador"": ""quadrado"", ""texto"": ""Res.-TSE n. 22073/2005: impossibilidade de pagamento de gratificações eleitorais e verbas de representação pelo exercício da presidência dos Tribunais Regionais Eleitorais; Res.-TSE n. 22680/2007: impossibilidade estendida, ainda, ao exercício das funções de vice-presidente e corregedor."", ""pagina_inicial"": 663, ""pagina_final"": 663}, {""ordem"": 4, ""marcador"": ""quadrado"", ""texto"": ""A gratificação de presença é devida: Res.-TSE n. 20785/2001 (aos presidentes dos órgãos da JE quando não puderem comparecer às sessões em virtude de estarem representando o Tribunal perante os demais poderes e autoridades); Res.-TSE n. 14494/1994 (aos corregedores impossibilitados de comparecer às sessões em virtude de atuação nas Corregedorias)."", ""pagina_inicial"": 663, ""pagina_final"": 663}]",4,"CF/1988, art. 39, § 4º; Res.-TSE n. 23578/2018; Res.-TSE n. 22073/2005; Res.-TSE n. 22680/2007; Res.-TSE n. 20785/2001; Res.-TSE n. 14494/1994",,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 1º Tipo: artigo Páginas: 663-663 Resumo: Art. 1º: A gratificação de presença dos membros dos Tribunais Eleitorais, por sessão a que compareçam, até o máximo de oito por mês, passa a ser calculada da seguinte forma: | 4 nota(s) vinculada(s) Art. 1º A gratificação de presença dos membros dos Tribunais Eleitorais, por sessão a que compareçam, até o máximo de oito por mês, passa a ser calculada da seguinte forma: Notas vinculadas: V. CF/1988, art. 39, § 4º. V. Res.-TSE n. 23578/2018: dispõe sobre o pagamento das gratificações eleitorais previstas nesta lei e dá outras providências. Res.-TSE n. 22073/2005: impossibilidade de pagamento de gratificações eleitorais e verbas de representação pelo exercício da presidência dos Tribunais Regionais Eleitorais; Res.-TSE n. 22680/2007: impossibilidade estendida, ainda, ao exercício das funções de vice-presidente e corregedor. A gratificação de presença é devida: Res.-TSE n. 20785/2001 (aos presidentes dos órgãos da JE quando não puderem comparecer às sessões em virtude de estarem representando o Tribunal perante os demais poderes e autoridades); Res.-TSE n. 14494/1994 (aos corregedores impossibilitados de comparecer às sessões em virtude de atuação nas Corregedorias).","Art. 1º: A gratificação de presença dos membros dos Tribunais Eleitorais, por sessão a que compareçam, até o máximo de oito por mês, passa a ser calculada da seguinte forma: | 4 nota(s) vinculada(s)",eleitorais; gratificacao; presenca; tribunais; pagamento; gratificacoes; impossibilidade; exercicio; comparecer; sessoes,True,1446,362,024_lei_8350_1991:2,024_lei_8350_1991.csv,,
3,3,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,663,663,,inciso,"Art. 1º, I",Art. 1º,Art. 1º,,I,,,I - Tribunal Superior Eleitoral: três por cento do vencimento básico de ministro do Supremo Tribunal Federal;,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 1º, I Tipo: inciso Dispositivo pai: Art. 1º ID do dispositivo pai: 024_lei_8350_1991:2 Páginas: 663-663 Resumo: Art. 1º, I, subordinado a Art. 1º: Tribunal Superior Eleitoral: três por cento do vencimento básico de ministro do Supremo Tribunal Federal; I - Tribunal Superior Eleitoral: três por cento do vencimento básico de ministro do Supremo Tribunal Federal;","Art. 1º, I, subordinado a Art. 1º: Tribunal Superior Eleitoral: três por cento do vencimento básico de ministro do Supremo Tribunal Federal;",tribunal; dezembro; superior; eleitoral; tres; cento; vencimento; basico; ministro; supremo,True,586,146,024_lei_8350_1991:3,024_lei_8350_1991.csv,2,024_lei_8350_1991:2
4,4,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,663,663,,inciso,"Art. 1º, II",Art. 1º,Art. 1º,,II,,,II - Tribunais Regionais Eleitorais: três por cento do vencimento básico de juiz do Tribunal Regional Federal.,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 1º, II Tipo: inciso Dispositivo pai: Art. 1º ID do dispositivo pai: 024_lei_8350_1991:2 Páginas: 663-663 Resumo: Art. 1º, II, subordinado a Art. 1º: Tribunais Regionais Eleitorais: três por cento do vencimento básico de juiz do Tribunal Regional Federal. II - Tribunais Regionais Eleitorais: três por cento do vencimento básico de juiz do Tribunal Regional Federal.","Art. 1º, II, subordinado a Art. 1º: Tribunais Regionais Eleitorais: três por cento do vencimento básico de juiz do Tribunal Regional Federal.",dezembro; tribunais; regionais; eleitorais; tres; cento; vencimento; basico; juiz; tribunal,True,589,147,024_lei_8350_1991:4,024_lei_8350_1991.csv,2,024_lei_8350_1991:2
5,5,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,663,663,,paragrafo,"Art. 1º, Parágrafo único",Art. 1º,Art. 1º,Parágrafo único,,,,"Parágrafo único. No período compreendido entre noventa dias antes e noventa dias depois de eleições gerais na unidade federativa ou em todo o país, é de quinze o máximo de sessões mensais remuneradas.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 1º, Parágrafo único Tipo: paragrafo Dispositivo pai: Art. 1º ID do dispositivo pai: 024_lei_8350_1991:2 Páginas: 663-663 Resumo: Art. 1º, Parágrafo único: No período compreendido entre noventa dias antes e noventa dias depois de eleições gerais na unidade federativa ou em todo o país, é de quinze o máximo de sessões mensais remuneradas. Parágrafo único. No período compreendido entre noventa dias antes e noventa dias depois de eleições gerais na unidade federativa ou em todo o país, é de quinze o máximo de sessões mensais remuneradas.","Art. 1º, Parágrafo único: No período compreendido entre noventa dias antes e noventa dias depois de eleições gerais na unidade federativa ou em todo o país, é de quinze o máximo de sessões mensais remuneradas.",paragrafo; unico; noventa; dias; dezembro; periodo; compreendido; antes; depois; eleicoes,True,763,191,024_lei_8350_1991:5,024_lei_8350_1991.csv,2,024_lei_8350_1991:2
6,6,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,663,663,,artigo,Art. 2º,,Art. 2º,,,,,Art. 2º A gratificação mensal de juízes eleitorais corresponderá a 18% (dezoito por cento) do subsídio de juiz federal.,"Caput com redação dada pelo art. 2º da
Lei n. 11.143/2005.
V. Lei n. 11.143/2005.
Res.-CNJ n. 13/2006 e 14/2006, arts. 8º, III, d, e 4º, III, d, respectivamente: a gratificação pelo exercício da função eleitoral prevista nos arts. 1º e 2º desta lei, na redação dada pela Lei n. 11.143/2005, fica excluída da incidência do teto remuneratório constitucional.","[{""ordem"": 1, ""marcador"": ""continuação"", ""texto"": ""Caput com redação dada pelo art. 2º da"", ""pagina_inicial"": 663, ""pagina_final"": 663}, {""ordem"": 2, ""marcador"": ""quadrado"", ""texto"": ""Lei n. 11.143/2005."", ""pagina_inicial"": 663, ""pagina_final"": 663}, {""ordem"": 3, ""marcador"": ""ticado"", ""texto"": ""V. Lei n. 11.143/2005."", ""pagina_inicial"": 663, ""pagina_final"": 663}, {""ordem"": 4, ""marcador"": ""quadrado"", ""texto"": ""Res.-CNJ n. 13/2006 e 14/2006, arts. 8º, III, d, e 4º, III, d, respectivamente: a gratificação pelo exercício da função eleitoral prevista nos arts. 1º e 2º desta lei, na redação dada pela Lei n. 11.143/2005, fica excluída da incidência do teto remuneratório constitucional."", ""pagina_inicial"": 663, ""pagina_final"": 663}]",4,Lei n. 11.143/2005,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 2º Tipo: artigo Páginas: 663-663 Resumo: Art. 2º: A gratificação mensal de juízes eleitorais corresponderá a 18% (dezoito por cento) do subsídio de juiz federal. | 4 nota(s) vinculada(s) Art. 2º A gratificação mensal de juízes eleitorais corresponderá a 18% (dezoito por cento) do subsídio de juiz federal. Notas vinculadas: Caput com redação dada pelo art. 2º da Lei n. 11.143/2005. V. Lei n. 11.143/2005. Res.-CNJ n. 13/2006 e 14/2006, arts. 8º, III, d, e 4º, III, d, respectivamente: a gratificação pelo exercício da função eleitoral prevista nos arts. 1º e 2º desta lei, na redação dada pela Lei n. 11.143/2005, fica excluída da incidência do teto remuneratório constitucional.",Art. 2º: A gratificação mensal de juízes eleitorais corresponderá a 18% (dezoito por cento) do subsídio de juiz federal. | 4 nota(s) vinculada(s),gratificacao; redacao; dada; arts; dezembro; mensal; juizes; eleitorais; correspondera; dezoito,True,905,226,024_lei_8350_1991:6,024_lei_8350_1991.csv,,
7,7,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,663,663,,paragrafo,"Art. 2º, Parágrafo único",Art. 2º,Art. 2º,Parágrafo único,,,,Parágrafo único. (Revogado pelo art. 8º da Lei n. 10.842/2004).,,[],0,Lei n. 10.842/2004,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 2º, Parágrafo único Tipo: paragrafo Dispositivo pai: Art. 2º ID do dispositivo pai: 024_lei_8350_1991:6 Páginas: 663-663 Resumo: Art. 2º, Parágrafo único: (Revogado pelo art. 8º da Lei n. 10.842/2004). | há marcação de revogação/cancelamento/veto Parágrafo único. (Revogado pelo art. 8º da Lei n. 10.842/2004).","Art. 2º, Parágrafo único: (Revogado pelo art. 8º da Lei n. 10.842/2004). | há marcação de revogação/cancelamento/veto",paragrafo; unico; dezembro; revogado,True,534,134,024_lei_8350_1991:7,024_lei_8350_1991.csv,6,024_lei_8350_1991:6
8,8,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,663,663,,artigo,Art. 3º,,Art. 3º,,,,,"Art. 3º O procurador-geral eleitoral e os procuradores regionais eleitorais, observado o limite máximo de sessões por mês, farão jus à gratificação de presença devida aos membros dos Tribunais perante os quais oficiarem.","Lei n. 8.625/1993, arts. 50, VI, e 70: gratificação eleitoral aos promotores; Res.-TSE n. 21716/2004: inexistência de previsão legal de pagamento, pela JE, de gratificação eleitoral a promotor de justiça designado para oficiar perante juiz auxiliar de propaganda; Res.-TSE n. 22455/2006: “À Justiça Eleitoral não cabe custear diária de membro do Ministério Público formalmente designado para auxiliar os promotores eleitorais”.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Lei n. 8.625/1993, arts. 50, VI, e 70: gratificação eleitoral aos promotores; Res.-TSE n. 21716/2004: inexistência de previsão legal de pagamento, pela JE, de gratificação eleitoral a promotor de justiça designado para oficiar perante juiz auxiliar de propaganda; Res.-TSE n. 22455/2006: “À Justiça Eleitoral não cabe custear diária de membro do Ministério Público formalmente designado para auxiliar os promotores eleitorais”."", ""pagina_inicial"": 663, ""pagina_final"": 663}]",1,Lei n. 8.625/1993; Res.-TSE n. 21716/2004; Res.-TSE n. 22455/2006,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 3º Tipo: artigo Páginas: 663-663 Resumo: Art. 3º: O procurador-geral eleitoral e os procuradores regionais eleitorais, observado o limite máximo de sessões por mês, farão jus à gratificação de presença devida aos membros dos Tribunais perante os quais oficiarem. | 1 nota(s) vinculada(s) Art. 3º O procurador-geral eleitoral e os procuradores regionais eleitorais, observado o limite máximo de sessões por mês, farão jus à gratificação de presença devida aos membros dos Tribunais perante os quais oficiarem. Notas vinculadas: Lei n. 8.625/1993, arts. 50, VI, e 70: gratificação eleitoral aos promotores; Res.-TSE n. 21716/2004: inexistência de previsão legal de pagamento, pela JE, de gratificação eleitoral a promotor de justiça designado para oficiar perante juiz auxiliar de propaganda; Res.-TSE n. 22455/2006: “À Justiça Eleitoral não cabe custear diária de membro do Ministério Público formalmente designado para auxiliar os promotores eleitorais”.","Art. 3º: O procurador-geral eleitoral e os procuradores regionais eleitorais, observado o limite máximo de sessões por mês, farão jus à gratificação de presença devida aos membros dos Tribunais perante os quais oficiarem. | 1 nota(s) vinculada(s)",eleitoral; gratificacao; eleitorais; perante; promotores; justica; designado; auxiliar; dezembro; procurador,True,1178,294,024_lei_8350_1991:8,024_lei_8350_1991.csv,,
9,9,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,664,664,,artigo,Art. 4º,,Art. 4º,,,,,"Art. 4º As despesas decorrentes da aplicação desta lei correrão à conta da dotação orçamentária consignada à Justiça Eleitoral, ocorrendo seus efeitos financeiros apenas a partir do exercício seguinte ao da sua aprovação.",,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 4º Tipo: artigo Páginas: 664-664 Resumo: Art. 4º: As despesas decorrentes da aplicação desta lei correrão à conta da dotação orçamentária consignada à Justiça Eleitoral, ocorrendo seus efeitos financeiros apenas a partir do exercício seguinte ao da sua aprovação. Art. 4º As despesas decorrentes da aplicação desta lei correrão à conta da dotação orçamentária consignada à Justiça Eleitoral, ocorrendo seus efeitos financeiros apenas a partir do exercício seguinte ao da sua aprovação.","Art. 4º: As despesas decorrentes da aplicação desta lei correrão à conta da dotação orçamentária consignada à Justiça Eleitoral, ocorrendo seus efeitos financeiros apenas a partir do exercício seguinte ao da sua aprovação.",dezembro; despesas; decorrentes; aplicacao; desta; correrao; conta; dotacao; orcamentaria; consignada,True,709,177,024_lei_8350_1991:9,024_lei_8350_1991.csv,,
10,10,Codigo_Eleitoral_2026_anotado.pdf,lei_8350_1991,"Lei n. 8.350, de 28 de dezembro de 1991",Lei n. 8.350/1991,Legislação correlata,Legislação correlata,664,664,,artigo,Art. 5º,,Art. 5º,,,,,Art. 5º Esta lei entra em vigor na data de sua publicação.,,[],0,,,,"Documento: Codigo Eleitoral 2026 anotado Norma: Lei n. 8.350, de 28 de dezembro de 1991 Nome popular/citação curta: Lei n. 8.350/1991 Macrogrupo: Legislação correlata Grupo do sumário: Legislação correlata Dispositivo: Art. 5º Tipo: artigo Páginas: 664-664 Resumo: Art. 5º: Esta lei entra em vigor na data de sua publicação. Art. 5º Esta lei entra em vigor na data de sua publicação.",Art. 5º: Esta lei entra em vigor na data de sua publicação.,dezembro; esta; entra; vigor; data; publicacao,True,383,96,024_lei_8350_1991:10,024_lei_8350_1991.csv,,
