"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"1","1","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","901","901","","norma","Resolução n. 23.520, de 1º de junho de 2017","","","","","","","Estabelece diretrizes para a extinção e o remanejamento de zonas eleitorais do interior dos estados. O TRIBUNAL SUPERIOR ELEITORAL, no uso das atribuições que lhe confere o art. 23, inciso IX, do Código Eleitoral, Considerando o disposto na Resolução-TSE n. 23.422, de 6 de maio de 2014, alterada pela Resolução-TSE n. 23.512, de 16 de março de 2017, em que se estabelecem limites e procedimentos para a criação e instalação de zonas eleitorais no país; Considerando a necessidade de que sejam estabelecidos parâmetros para a extinção e remanejamento de zonas eleitorais do interior dos estados que não atendam aos critérios especificados nas resoluções supracitadas; Considerando a necessidade de racionalizar e otimizar os serviços eleitorais, adequando-os à iminente implantação do Documento Nacional de Identificação (DNI) e à realidade social, demográfica e geográfica dos municípios brasileiros; Considerando a necessidade de aumentar a capilaridade da Justiça Eleitoral, fomentando a criação de postos de atendimento que melhor alcancem os eleitores e cidadãos, sem que seja necessária a criação de mais zonas eleitorais; Considerando a necessidade de ajustar distorções no quantitativo de eleitores em zonas eleitorais e de racionalizar custos em um cenário de fragilidade econômica do país, sem descurar do eficiente atendimento à sociedade, que sempre caracterizou a Justiça Eleitoral brasileira; Considerando a necessidade de acolher sugestões dos Tribunais Regionais Eleitorais quanto a critérios e prazos estabelecidos na Portaria-TSE n. 372, de 12 de maio de 2017; RESOLVE:","Port.-TSE n. 372/2017 revogada pelo art. 14 desta resolução.","[{""ordem"": 1, ""marcador"": ""ticado"", ""texto"": ""Port.-TSE n. 372/2017 revogada pelo art. 14 desta resolução."", ""pagina_inicial"": 901, ""pagina_final"": 901}]","1","Resolução-TSE n. 23.422; Resolução-TSE n. 23.512; Port.-TSE n. 372/2017","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Resolução n. 23.520, de 1º de junho de 2017
Tipo: norma
Páginas: 901-901
Estabelece diretrizes para a extinção e o remanejamento de zonas eleitorais do interior dos estados. O TRIBUNAL SUPERIOR ELEITORAL, no uso das atribuições que lhe confere o art. 23, inciso IX, do Código Eleitoral, Considerando o disposto na Resolução-TSE n. 23.422, de 6 de maio de 2014, alterada pela Resolução-TSE n. 23.512, de 16 de março de 2017, em que se estabelecem limites e procedimentos para a criação e instalação de zonas eleitorais no país; Considerando a necessidade de que sejam estabelecidos parâmetros para a extinção e remanejamento de zonas eleitorais do interior dos estados que não atendam aos critérios especificados nas resoluções supracitadas; Considerando a necessidade de racionalizar e otimizar os serviços eleitorais, adequando-os à iminente implantação do Documento Nacional de Identificação (DNI) e à realidade social, demográfica e geográfica dos municípios brasileiros; Considerando a necessidade de aumentar a capilaridade da Justiça Eleitoral, fomentando a criação de postos de atendimento que melhor alcancem os eleitores e cidadãos, sem que seja necessária a criação de mais zonas eleitorais; Considerando a necessidade de ajustar distorções no quantitativo de eleitores em zonas eleitorais e de racionalizar custos em um cenário de fragilidade econômica do país, sem descurar do eficiente atendimento à sociedade, que sempre caracterizou a Justiça Eleitoral brasileira; Considerando a necessidade de acolher sugestões dos Tribunais Regionais Eleitorais quanto a critérios e prazos estabelecidos na Portaria-TSE n. 372, de 12 de maio de 2017; RESOLVE:
Notas vinculadas:
Port.-TSE n. 372/2017 revogada pelo art. 14 desta resolução.","Estabelece diretrizes para a extinção e o remanejamento de zonas eleitorais do interior dos estados. O TRIBUNAL SUPERIOR ELEITORAL, no uso das atribuições que lhe confere o art. 23, inciso IX, do Código Eleitoral, Considerando o disposto...","eleitorais; considerando; resolucao; zonas; necessidade; eleitoral; criacao; junho; extincao; remanejamento","True","1936","484"
"2","2","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","901","901","","artigo","Art. 1º","","Art. 1º","","","","","Art. 1º Os Tribunais Regionais Eleitorais deverão extinguir as zonas eleitorais localizadas no interior dos estados sob sua jurisdição que não atendam aos parâmetros estabelecidos no","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º
Tipo: artigo
Páginas: 901-901
Art. 1º Os Tribunais Regionais Eleitorais deverão extinguir as zonas eleitorais localizadas no interior dos estados sob sua jurisdição que não atendam aos parâmetros estabelecidos no","Art. 1º Os Tribunais Regionais Eleitorais deverão extinguir as zonas eleitorais localizadas no interior dos estados sob sua jurisdição que não atendam aos parâmetros estabelecidos no","eleitorais; resolucao; junho; tribunais; regionais; deverao; extinguir; zonas; localizadas; interior","True","417","104"
"3","3","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","901","901","","artigo","Art. 3º","","Art. 3º","","","","","art. 3º da Resolução-TSE n. 23.422, de 2014, com a redação dada pela Resolução-TSE n. 23.512, de 2017, bem como aos critérios estabelecidos nesta resolução.","","[]","0","Resolução-TSE n. 23.422; Resolução-TSE n. 23.512","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º
Tipo: artigo
Páginas: 901-901
art. 3º da Resolução-TSE n. 23.422, de 2014, com a redação dada pela Resolução-TSE n. 23.512, de 2017, bem como aos critérios estabelecidos nesta resolução.","art. 3º da Resolução-TSE n. 23.422, de 2014, com a redação dada pela Resolução-TSE n. 23.512, de 2017, bem como aos critérios estabelecidos nesta resolução.","resolucao; junho; redacao; dada; criterios; estabelecidos; nesta","True","391","97"
"4","4","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","901","901","","paragrafo","Art. 3º, §1º","Art. 3º","Art. 3º","§1º","","","","§ 1º Em municípios do interior dos estados com mais de uma zona eleitoral e até 200.000 eleitores, o quantitativo atual de zonas do município somente poderá ser mantido se verificado o limite médio de 70.000 eleitores por zona eleitoral.","Parágrafo 1º com redação dada pelo art. 1º da Res.-TSE n. 23522/2017.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafo 1º com redação dada pelo art. 1º da Res.-TSE n. 23522/2017."", ""pagina_inicial"": 901, ""pagina_final"": 901}]","1","Res.-TSE n. 23522/2017","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §1º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 901-901
§ 1º Em municípios do interior dos estados com mais de uma zona eleitoral e até 200.000 eleitores, o quantitativo atual de zonas do município somente poderá ser mantido se verificado o limite médio de 70.000 eleitores por zona eleitoral.
Notas vinculadas:
Parágrafo 1º com redação dada pelo art. 1º da Res.-TSE n. 23522/2017.","§ 1º Em municípios do interior dos estados com mais de uma zona eleitoral e até 200.000 eleitores, o quantitativo atual de zonas do município somente poderá ser mantido se verificado o limite médio de 70.000 eleitores por zona eleitoral.","zona; eleitoral; eleitores; resolucao; junho; municipios; interior; estados; mais; quantitativo","True","593","148"
"5","5","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","901","901","","paragrafo","Art. 3º, §2º","Art. 3º","Art. 3º","§2º","","","","§ 2º Em municípios do interior dos estados com mais de uma zona eleitoral e com mais de 200.000 eleitores, o quantitativo atual de zonas do município somente poderá ser mantido se verificado o limite médio de 100.000 eleitores por zona eleitoral.","Parágrafo 2º com redação dada pelo art. 1º da Res.-TSE n. 23522/2017.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafo 2º com redação dada pelo art. 1º da Res.-TSE n. 23522/2017."", ""pagina_inicial"": 901, ""pagina_final"": 901}]","1","Res.-TSE n. 23522/2017","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §2º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 901-901
§ 2º Em municípios do interior dos estados com mais de uma zona eleitoral e com mais de 200.000 eleitores, o quantitativo atual de zonas do município somente poderá ser mantido se verificado o limite médio de 100.000 eleitores por zona eleitoral.
Notas vinculadas:
Parágrafo 2º com redação dada pelo art. 1º da Res.-TSE n. 23522/2017.","§ 2º Em municípios do interior dos estados com mais de uma zona eleitoral e com mais de 200.000 eleitores, o quantitativo atual de zonas do município somente poderá ser mantido se verificado o limite médio de 100.000 eleitores por zona...","mais; zona; eleitoral; eleitores; resolucao; junho; municipios; interior; estados; quantitativo","True","602","150"
"6","6","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","902","902","","paragrafo","Art. 3º, §3º","Art. 3º","Art. 3º","§3º","","","","§ 3º Poderão ser mantidas, a critério do respectivo Tribunal Regional Eleitoral, as zonas eleitorais que, na hipótese de extinção, tenham como única opção o remanejamento para zona eleitoral limítrofe cujo número de municípios, somado ao número de municípios da zona a ser extinta, perfaça mais de seis municípios.","Parágrafo 2º renumerado como § 3º pelo art. 1º da Res.-TSE n. 23522/2017.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafo 2º renumerado como § 3º pelo art. 1º da Res.-TSE n. 23522/2017."", ""pagina_inicial"": 902, ""pagina_final"": 902}]","1","Res.-TSE n. 23522/2017","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §3º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 902-902
§ 3º Poderão ser mantidas, a critério do respectivo Tribunal Regional Eleitoral, as zonas eleitorais que, na hipótese de extinção, tenham como única opção o remanejamento para zona eleitoral limítrofe cujo número de municípios, somado ao número de municípios da zona a ser extinta, perfaça mais de seis municípios.
Notas vinculadas:
Parágrafo 2º renumerado como § 3º pelo art. 1º da Res.-TSE n. 23522/2017.","§ 3º Poderão ser mantidas, a critério do respectivo Tribunal Regional Eleitoral, as zonas eleitorais que, na hipótese de extinção, tenham como única opção o remanejamento para zona eleitoral limítrofe cujo número de municípios, somado ao...","municipios; eleitoral; zona; numero; resolucao; junho; poderao; mantidas; criterio; respectivo","True","674","168"
"7","7","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","902","902","","artigo","Art. 2º","","Art. 2º","","","","","Art. 2º Para os efeitos desta resolução, deverão ser considerados os seguintes parâmetros:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º
Tipo: artigo
Páginas: 902-902
Art. 2º Para os efeitos desta resolução, deverão ser considerados os seguintes parâmetros:","Art. 2º Para os efeitos desta resolução, deverão ser considerados os seguintes parâmetros:","resolucao; junho; efeitos; desta; deverao; considerados; seguintes; parametros","True","325","81"
"8","8","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","902","902","","inciso","Art. 2º, I","Art. 2º","Art. 2º","","I","","","I - o total de eleitores será o eleitorado apto do dia 30 de abril de 2017, acrescido dos eleitores suspensos e os cancelados nos últimos três anos;","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º, I
Tipo: inciso
Dispositivo pai: Art. 2º
Páginas: 902-902
I - o total de eleitores será o eleitorado apto do dia 30 de abril de 2017, acrescido dos eleitores suspensos e os cancelados nos últimos três anos;","I - o total de eleitores será o eleitorado apto do dia 30 de abril de 2017, acrescido dos eleitores suspensos e os cancelados nos últimos três anos;","eleitores; resolucao; junho; total; sera; eleitorado; apto; abril; acrescido; suspensos","True","411","102"
"9","9","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","902","902","","inciso","Art. 2º, II","Art. 2º","Art. 2º","","II","","","II - a densidade demográfica será a identificada por meio do Censo de 2010 e a área territorial atual será a informada pelo Instituto Brasileiro de Geografia e Estatística (IBGE).","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º, II
Tipo: inciso
Dispositivo pai: Art. 2º
Páginas: 902-902
II - a densidade demográfica será a identificada por meio do Censo de 2010 e a área territorial atual será a informada pelo Instituto Brasileiro de Geografia e Estatística (IBGE).","II - a densidade demográfica será a identificada por meio do Censo de 2010 e a área territorial atual será a informada pelo Instituto Brasileiro de Geografia e Estatística (IBGE).","sera; resolucao; junho; densidade; demografica; identificada; meio; censo; area; territorial","True","443","110"
"10","10","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23520_2017","Resolução n. 23.520, de 1º de junho de 2017","","Normas editadas pelo TSE","Resoluções","902","902","","paragrafo","Art. 2º, Parágrafo único","Art. 2º","Art. 2º","Parágrafo único","","","","Parágrafo único. No caso de zona eleitoral com dois ou mais municípios, deverão ser consideradas para cômputo da densidade demográfica a população e a área total da zona eleitoral.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.520, de 1º de junho de 2017
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º, Parágrafo único
Tipo: paragrafo
Dispositivo pai: Art. 2º
Páginas: 902-902
Parágrafo único. No caso de zona eleitoral com dois ou mais municípios, deverão ser consideradas para cômputo da densidade demográfica a população e a área total da zona eleitoral.","Parágrafo único. No caso de zona eleitoral com dois ou mais municípios, deverão ser consideradas para cômputo da densidade demográfica a população e a área total da zona eleitoral.","paragrafo; unico; zona; eleitoral; resolucao; junho; caso; dois; mais; municipios","True","460","115"
