"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"1","1","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","","norma","Lei n. 8.443, de 16 de julho de 1992","","","","","","","Dispõe sobre a Lei Orgânica do Tribunal de Contas da União e dá outras providências. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Lei n. 8.443, de 16 de julho de 1992
Tipo: norma
Páginas: 687-687
Dispõe sobre a Lei Orgânica do Tribunal de Contas da União e dá outras providências. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei:","Dispõe sobre a Lei Orgânica do Tribunal de Contas da União e dá outras providências. O PRESIDENTE DA REPÚBLICA Faço saber que o Congresso Nacional decreta e eu sanciono a seguinte lei:","julho; dispoe; sobre; organica; tribunal; contas; uniao; outras; providencias; presidente","True","446","111"
"2","2","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO","estrutura","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO","","","","","","","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO
Tipo: estrutura
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO
Páginas: 687-687
TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO","titulo; natureza; competencia; jurisdicao; julho","True","378","94"
"3","3","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA","estrutura","CAPÍTULO I - NATUREZA E COMPETÊNCIA","","","","","","","CAPÍTULO I - NATUREZA E COMPETÊNCIA","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: CAPÍTULO I - NATUREZA E COMPETÊNCIA
Tipo: estrutura
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA
Páginas: 687-687
CAPÍTULO I - NATUREZA E COMPETÊNCIA","CAPÍTULO I - NATUREZA E COMPETÊNCIA","natureza; competencia; capitulo; julho; titulo; jurisdicao","True","396","99"
"4","4","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA","artigo","Art. 1º","","Art. 1º","","","","","Art. 1º Ao Tribunal de Contas da União, órgão de controle externo, compete, nos termos da Constituição Federal e na forma estabelecida nesta lei:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 1º
Tipo: artigo
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA
Páginas: 687-687
Art. 1º Ao Tribunal de Contas da União, órgão de controle externo, compete, nos termos da Constituição Federal e na forma estabelecida nesta lei:","Art. 1º Ao Tribunal de Contas da União, órgão de controle externo, compete, nos termos da Constituição Federal e na forma estabelecida nesta lei:","natureza; competencia; julho; titulo; jurisdicao; capitulo; tribunal; contas; uniao; orgao","True","475","118"
"5","5","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA","inciso","Art. 1º, I","Art. 1º","Art. 1º","","I","","","I - julgar as contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos das unidades dos poderes da União e das entidades da administração indireta, incluídas as fundações e sociedades instituídas e mantidas pelo poder público federal, e as contas daqueles que derem causa a perda, extravio ou outra irregularidade de que resulte dano ao erário; [...]","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 1º, I
Tipo: inciso
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA
Dispositivo pai: Art. 1º
Páginas: 687-687
I - julgar as contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos das unidades dos poderes da União e das entidades da administração indireta, incluídas as fundações e sociedades instituídas e mantidas pelo poder público federal, e as contas daqueles que derem causa a perda, extravio ou outra irregularidade de que resulte dano ao erário; [...]","I - julgar as contas dos administradores e demais responsáveis por dinheiros, bens e valores públicos das unidades dos poderes da União e das entidades da administração indireta, incluídas as fundações e sociedades instituídas e mantidas...","natureza; competencia; contas; julho; titulo; jurisdicao; capitulo; julgar; administradores; demais","True","739","184"
"6","6","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA","inciso","Art. 1º, III","Art. 1º","Art. 1º","","III","","","III - apreciar as contas prestadas anualmente pelo presidente da República, nos termos do","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 1º, III
Tipo: inciso
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA
Dispositivo pai: Art. 1º
Páginas: 687-687
III - apreciar as contas prestadas anualmente pelo presidente da República, nos termos do","III - apreciar as contas prestadas anualmente pelo presidente da República, nos termos do","natureza; competencia; julho; titulo; jurisdicao; capitulo; apreciar; contas; prestadas; anualmente","True","449","112"
"7","7","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA","artigo","Art. 36","","Art. 36","","","","","art. 36 desta lei; [...]","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 36
Tipo: artigo
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA
Páginas: 687-687
art. 36 desta lei; [...]","art. 36 desta lei; [...]","natureza; competencia; julho; titulo; jurisdicao; capitulo; desta","True","354","88"
"8","8","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA","inciso","Art. 36, VII","Art. 36","Art. 36","","VII","","","VII - emitir, nos termos do § 2º do art. 33 da Constituição Federal, parecer prévio sobre as contas do governo de território federal, no prazo de sessenta dias, a contar de seu recebimento, na forma estabelecida no regimento interno; [...]","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 36, VII
Tipo: inciso
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA
Dispositivo pai: Art. 36
Páginas: 687-687
VII - emitir, nos termos do § 2º do art. 33 da Constituição Federal, parecer prévio sobre as contas do governo de território federal, no prazo de sessenta dias, a contar de seu recebimento, na forma estabelecida no regimento interno; [...]","VII - emitir, nos termos do § 2º do art. 33 da Constituição Federal, parecer prévio sobre as contas do governo de território federal, no prazo de sessenta dias, a contar de seu recebimento, na forma estabelecida no regimento interno; [...]","natureza; competencia; federal; julho; titulo; jurisdicao; capitulo; emitir; termos; constituicao","True","599","149"
"9","9","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA","inciso","Art. 36, XVII","Art. 36","Art. 36","","XVII","","","XVII - decidir sobre consulta que lhe seja formulada por autoridade competente, a respeito de dúvida suscitada na aplicação de dispositivos legais e regulamentares concernentes a matéria de sua competência, na forma estabelecida no regimento interno.","Res.-TCU n. 155/2002 (Regimento Interno do TCU), art. 264, V: legitimidade de presidentes de Tribunais Superiores para formular consulta ao TCU.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Res.-TCU n. 155/2002 (Regimento Interno do TCU), art. 264, V: legitimidade de presidentes de Tribunais Superiores para formular consulta ao TCU."", ""pagina_inicial"": 687, ""pagina_final"": 687}]","1","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 36, XVII
Tipo: inciso
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA
Dispositivo pai: Art. 36
Páginas: 687-687
XVII - decidir sobre consulta que lhe seja formulada por autoridade competente, a respeito de dúvida suscitada na aplicação de dispositivos legais e regulamentares concernentes a matéria de sua competência, na forma estabelecida no regimento interno.
Notas vinculadas:
Res.-TCU n. 155/2002 (Regimento Interno do TCU), art. 264, V: legitimidade de presidentes de Tribunais Superiores para formular consulta ao TCU.","XVII - decidir sobre consulta que lhe seja formulada por autoridade competente, a respeito de dúvida suscitada na aplicação de dispositivos legais e regulamentares concernentes a matéria de sua competência, na forma estabelecida no...","competencia; natureza; xvii; consulta; regimento; interno; julho; titulo; jurisdicao; capitulo","True","774","193"
"10","10","Codigo_Eleitoral_2026_anotado.pdf","lei_8443_1992","Lei n. 8.443, de 16 de julho de 1992","","Legislação correlata","Legislação correlata","687","687","TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA","paragrafo","Art. 36, §1º","Art. 36","Art. 36","§1º","","","","§ 1º No julgamento de contas e na fiscalização que lhe compete, o Tribunal decidirá sobre a legalidade, de legitimidade e a economicidade dos atos de gestão e das despesas deles decorrentes, bem como sobre a aplicação de subvenções e a renúncia de receitas.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Lei n. 8.443, de 16 de julho de 1992
Macrogrupo: Legislação correlata
Grupo do sumário: Legislação correlata
Dispositivo: Art. 36, §1º
Tipo: paragrafo
Hierarquia: TÍTULO I - NATUREZA, COMPETÊNCIA E JURISDIÇÃO > CAPÍTULO I - NATUREZA E COMPETÊNCIA
Dispositivo pai: Art. 36
Páginas: 687-687
§ 1º No julgamento de contas e na fiscalização que lhe compete, o Tribunal decidirá sobre a legalidade, de legitimidade e a economicidade dos atos de gestão e das despesas deles decorrentes, bem como sobre a aplicação de subvenções e a renúncia de receitas.","§ 1º No julgamento de contas e na fiscalização que lhe compete, o Tribunal decidirá sobre a legalidade, de legitimidade e a economicidade dos atos de gestão e das despesas deles decorrentes, bem como sobre a aplicação de subvenções e a...","natureza; competencia; sobre; julho; titulo; jurisdicao; capitulo; julgamento; contas; fiscalizacao","True","620","155"
