"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"1","1","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","","norma","Resolução n. 23.735, de 27 de fevereiro de 2024","","","","","","","Dispõe sobre os ilícitos eleitorais. O TRIBUNAL SUPERIOR ELEITORAL, no uso das atribuições que lhe conferem o inciso IX do","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Resolução n. 23.735, de 27 de fevereiro de 2024
Tipo: norma
Páginas: 1077-1077
Dispõe sobre os ilícitos eleitorais. O TRIBUNAL SUPERIOR ELEITORAL, no uso das atribuições que lhe conferem o inciso IX do","Dispõe sobre os ilícitos eleitorais. O TRIBUNAL SUPERIOR ELEITORAL, no uso das atribuições que lhe conferem o inciso IX do","resolucao; fevereiro; dispoe; sobre; ilicitos; eleitorais; tribunal; superior; eleitoral; atribuicoes","True","402","100"
"2","2","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","","artigo","Art. 23","","Art. 23","","","","","art. 23 do Código Eleitoral e o art. 105 da Lei n. 9.504, de 30 de setembro de 1997, RESOLVE:","","[]","0","Lei n. 9.504","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 23
Tipo: artigo
Páginas: 1077-1077
art. 23 do Código Eleitoral e o art. 105 da Lei n. 9.504, de 30 de setembro de 1997, RESOLVE:","art. 23 do Código Eleitoral e o art. 105 da Lei n. 9.504, de 30 de setembro de 1997, RESOLVE:","resolucao; fevereiro; codigo; eleitoral; setembro; resolve","True","334","83"
"3","3","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","","artigo","Art. 1º","","Art. 1º","","","","","Art. 1º Esta resolução dispõe sobre os seguintes ilícitos eleitorais:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º
Tipo: artigo
Páginas: 1077-1077
Art. 1º Esta resolução dispõe sobre os seguintes ilícitos eleitorais:","Art. 1º Esta resolução dispõe sobre os seguintes ilícitos eleitorais:","resolucao; fevereiro; esta; dispoe; sobre; seguintes; ilicitos; eleitorais","True","310","77"
"4","4","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","","inciso","Art. 1º, I","Art. 1º","Art. 1º","","I","","","I - abuso de poder (Constituição Federal, art. 14,","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º, I
Tipo: inciso
Dispositivo pai: Art. 1º
Páginas: 1077-1077
I - abuso de poder (Constituição Federal, art. 14,","I - abuso de poder (Constituição Federal, art. 14,","resolucao; fevereiro; abuso; poder; constituicao; federal","True","319","79"
"5","5","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","","paragrafo","Art. 1º, §10","Art. 1º","Art. 1º","§10","","","","§ 10; Lei Complementar n. 64/1990);","","[]","0","Lei Complementar n. 64/1990","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º, §10
Tipo: paragrafo
Dispositivo pai: Art. 1º
Páginas: 1077-1077
§ 10; Lei Complementar n. 64/1990);","§ 10; Lei Complementar n. 64/1990);","resolucao; fevereiro; complementar","True","309","77"
"6","6","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","","inciso","Art. 1º, §10, II","Art. 1º, §10","Art. 1º","§10","II","","","II - fraude (Constituição Federal, art. 14, § 10);","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º, §10, II
Tipo: inciso
Dispositivo pai: Art. 1º, §10
Páginas: 1077-1077
II - fraude (Constituição Federal, art. 14, § 10);","II - fraude (Constituição Federal, art. 14, § 10);","resolucao; fevereiro; fraude; constituicao; federal","True","330","82"
"7","7","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","","inciso","Art. 1º, §10, III","Art. 1º, §10","Art. 1º","§10","III","","","III - corrupção (Constituição Federal, art. 14, § 10);","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º, §10, III
Tipo: inciso
Dispositivo pai: Art. 1º, §10
Páginas: 1077-1077
III - corrupção (Constituição Federal, art. 14, § 10);","III - corrupção (Constituição Federal, art. 14, § 10);","resolucao; fevereiro; corrupcao; constituicao; federal","True","335","83"
"8","8","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","","inciso","Art. 1º, §10, IV","Art. 1º, §10","Art. 1º","§10","IV","","","IV - arrecadação e gasto ilícito de recursos de campanha (Lei n. 9.504/1997, art. 30-A e Lei n. 4.737/1965 - Código Eleitoral, art. 334);","Inciso IV com redação dada pelo art. 1º da Res.-TSE n. 23744/2024.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Inciso IV com redação dada pelo art. 1º da Res.-TSE n. 23744/2024."", ""pagina_inicial"": 1077, ""pagina_final"": 1077}]","1","Lei n. 9.504/1997; Lei n. 4.737/1965; Res.-TSE n. 23744/2024","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º, §10, IV
Tipo: inciso
Dispositivo pai: Art. 1º, §10
Páginas: 1077-1077
IV - arrecadação e gasto ilícito de recursos de campanha (Lei n. 9.504/1997, art. 30-A e Lei n. 4.737/1965 - Código Eleitoral, art. 334);
Notas vinculadas:
Inciso IV com redação dada pelo art. 1º da Res.-TSE n. 23744/2024.","IV - arrecadação e gasto ilícito de recursos de campanha (Lei n. 9.504/1997, art. 30-A e Lei n. 4.737/1965 - Código Eleitoral, art. 334);","resolucao; fevereiro; arrecadacao; gasto; ilicito; recursos; campanha; codigo; eleitoral; inciso","True","502","125"
"9","9","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","V","estrutura","V","","Art. 1º","§10","IV","","","V captação ilícita de sufrágio (Lei n. 9.504/1997, art. 41-A); e","","[]","0","Lei n. 9.504/1997","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: V
Tipo: estrutura
Hierarquia: V
Páginas: 1077-1077
V captação ilícita de sufrágio (Lei n. 9.504/1997, art. 41-A); e","V captação ilícita de sufrágio (Lei n. 9.504/1997, art. 41-A); e","resolucao; fevereiro; captacao; ilicita; sufragio","True","316","79"
"10","10","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23735_2024","Resolução n. 23.735, de 27 de fevereiro de 2024","","Normas editadas pelo TSE","Resoluções","1077","1077","V","inciso","Art. 1º, §10, VI","Art. 1º, §10","Art. 1º","§10","VI","","","VI - condutas vedadas às(aos) agentes públicas(os) em campanha (Lei n. 9.504/1997, arts. 73 a 78).","Inciso VI com redação dada pelo art. 1º da Res.-TSE n. 23757/2026.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Inciso VI com redação dada pelo art. 1º da Res.-TSE n. 23757/2026."", ""pagina_inicial"": 1077, ""pagina_final"": 1077}]","1","Lei n. 9.504/1997; Res.-TSE n. 23757/2026","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.735, de 27 de fevereiro de 2024
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º, §10, VI
Tipo: inciso
Hierarquia: V
Dispositivo pai: Art. 1º, §10
Páginas: 1077-1077
VI - condutas vedadas às(aos) agentes públicas(os) em campanha (Lei n. 9.504/1997, arts. 73 a 78).
Notas vinculadas:
Inciso VI com redação dada pelo art. 1º da Res.-TSE n. 23757/2026.","VI - condutas vedadas às(aos) agentes públicas(os) em campanha (Lei n. 9.504/1997, arts. 73 a 78).","resolucao; fevereiro; condutas; vedadas; agentes; publicas; campanha; arts; inciso; redacao","True","477","119"
