"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"1","1","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","norma","Resolução n. 21.667, de 18 de março de 2004","","","","","","","Dispõe sobre a utilização do serviço de emissão de certidão de quitação eleitoral por meio da internet e dá outras providências. O TRIBUNAL SUPERIOR ELEITORAL, usando das atribuições que lhe confere o inciso XVIII do","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Resolução n. 21.667, de 18 de março de 2004
Tipo: norma
Páginas: 785-785
Dispõe sobre a utilização do serviço de emissão de certidão de quitação eleitoral por meio da internet e dá outras providências. O TRIBUNAL SUPERIOR ELEITORAL, usando das atribuições que lhe confere o inciso XVIII do","Dispõe sobre a utilização do serviço de emissão de certidão de quitação eleitoral por meio da internet e dá outras providências. O TRIBUNAL SUPERIOR ELEITORAL, usando das atribuições que lhe confere o inciso XVIII do","resolucao; marco; eleitoral; dispoe; sobre; utilizacao; servico; emissao; certidao; quitacao","True","486","121"
"2","2","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","artigo","Art. 23","","Art. 23","","","","","art. 23 do Código Eleitoral, resolve:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 23
Tipo: artigo
Páginas: 785-785
art. 23 do Código Eleitoral, resolve:","art. 23 do Código Eleitoral, resolve:","resolucao; marco; codigo; eleitoral; resolve","True","272","68"
"3","3","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","artigo","Art. 1º","","Art. 1º","","","","","Art. 1º Implantar, em âmbito nacional, o serviço de emissão de certidão de quitação eleitoral por meio da internet.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º
Tipo: artigo
Páginas: 785-785
Art. 1º Implantar, em âmbito nacional, o serviço de emissão de certidão de quitação eleitoral por meio da internet.","Art. 1º Implantar, em âmbito nacional, o serviço de emissão de certidão de quitação eleitoral por meio da internet.","resolucao; marco; implantar; ambito; nacional; servico; emissao; certidao; quitacao; eleitoral","True","350","87"
"4","4","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","artigo","Art. 2º","","Art. 2º","","","","","Art. 2º O serviço será oferecido nas páginas dos Tribunais Regionais Eleitorais e do Tribunal Superior Eleitoral.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º
Tipo: artigo
Páginas: 785-785
Art. 2º O serviço será oferecido nas páginas dos Tribunais Regionais Eleitorais e do Tribunal Superior Eleitoral.","Art. 2º O serviço será oferecido nas páginas dos Tribunais Regionais Eleitorais e do Tribunal Superior Eleitoral.","resolucao; marco; servico; sera; oferecido; paginas; tribunais; regionais; eleitorais; tribunal","True","348","87"
"5","5","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","paragrafo","Art. 2º, Parágrafo único","Art. 2º","Art. 2º","Parágrafo único","","","","Parágrafo único. Para a emissão de certidão de quitação pela internet, os Tribunais Regionais Eleitorais adotarão exclusivamente o aplicativo desenvolvido pelo Tribunal Superior Eleitoral.","Parágrafo único acrescido pelo art. 1º da Res.-TSE n. 22621/2007.","[{""ordem"": 1, ""marcador"": ""quadrado"", ""texto"": ""Parágrafo único acrescido pelo art. 1º da Res.-TSE n. 22621/2007."", ""pagina_inicial"": 785, ""pagina_final"": 785}]","1","Res.-TSE n. 22621/2007","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º, Parágrafo único
Tipo: paragrafo
Dispositivo pai: Art. 2º
Páginas: 785-785
Parágrafo único. Para a emissão de certidão de quitação pela internet, os Tribunais Regionais Eleitorais adotarão exclusivamente o aplicativo desenvolvido pelo Tribunal Superior Eleitoral.
Notas vinculadas:
Parágrafo único acrescido pelo art. 1º da Res.-TSE n. 22621/2007.","Parágrafo único. Para a emissão de certidão de quitação pela internet, os Tribunais Regionais Eleitorais adotarão exclusivamente o aplicativo desenvolvido pelo Tribunal Superior Eleitoral.","paragrafo; unico; resolucao; marco; emissao; certidao; quitacao; internet; tribunais; regionais","True","552","138"
"6","6","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","artigo","Art. 3º","","Art. 3º","","","","","Art. 3º São os seguintes os dados exigidos para o fornecimento da certidão de quitação eleitoral:","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º
Tipo: artigo
Páginas: 785-785
Art. 3º São os seguintes os dados exigidos para o fornecimento da certidão de quitação eleitoral:","Art. 3º São os seguintes os dados exigidos para o fornecimento da certidão de quitação eleitoral:","resolucao; marco; seguintes; dados; exigidos; fornecimento; certidao; quitacao; eleitoral","True","332","83"
"7","7","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","inciso","Art. 3º, I","Art. 3º","Art. 3º","","I","","","I - o número da inscrição;","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, I
Tipo: inciso
Dispositivo pai: Art. 3º
Páginas: 785-785
I - o número da inscrição;","I - o número da inscrição;","resolucao; marco; numero; inscricao","True","289","72"
"8","8","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","inciso","Art. 3º, II","Art. 3º","Art. 3º","","II","","","II - o nome completo do eleitor;","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, II
Tipo: inciso
Dispositivo pai: Art. 3º
Páginas: 785-785
II - o nome completo do eleitor;","II - o nome completo do eleitor;","resolucao; marco; nome; completo; eleitor","True","296","74"
"9","9","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","inciso","Art. 3º, III","Art. 3º","Art. 3º","","III","","","III - a filiação do solicitante.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, III
Tipo: inciso
Dispositivo pai: Art. 3º
Páginas: 785-785
III - a filiação do solicitante.","III - a filiação do solicitante.","resolucao; marco; filiacao; solicitante","True","297","74"
"10","10","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","paragrafo","Art. 3º, §1º","Art. 3º","Art. 3º","§1º","","","","§ 1º É obrigatória a coincidência dos dados informados pelo eleitor com os constantes no Cadastro Nacional de Eleitores.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §1º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 785-785
§ 1º É obrigatória a coincidência dos dados informados pelo eleitor com os constantes no Cadastro Nacional de Eleitores.","§ 1º É obrigatória a coincidência dos dados informados pelo eleitor com os constantes no Cadastro Nacional de Eleitores.","resolucao; marco; obrigatoria; coincidencia; dados; informados; eleitor; constantes; cadastro; nacional","True","388","97"
"11","11","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","paragrafo","Art. 3º, §2º","Art. 3º","Art. 3º","§2º","","","","§ 2º Na hipótese de inexistência de nome dos genitores no documento de identificação, ser-lhe-á conferida a opção de preenchimento com a expressão “Não Consta/Em Branco” do campo destinado a tal informação.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º, §2º
Tipo: paragrafo
Dispositivo pai: Art. 3º
Páginas: 785-785
§ 2º Na hipótese de inexistência de nome dos genitores no documento de identificação, ser-lhe-á conferida a opção de preenchimento com a expressão “Não Consta/Em Branco” do campo destinado a tal informação.","§ 2º Na hipótese de inexistência de nome dos genitores no documento de identificação, ser-lhe-á conferida a opção de preenchimento com a expressão “Não Consta/Em Branco” do campo destinado a tal informação.","resolucao; marco; hipotese; inexistencia; nome; genitores; documento; identificacao; conferida; opcao","True","474","118"
"12","12","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","artigo","Art. 4º","","Art. 4º","","","","","Art. 4º A validação da certidão de quitação emitida por meio das páginas dos TREs e do TSE será feita com emprego de código de assinatura digital, baseada em rotina de autenticação desenvolvida pela Justiça Eleitoral.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 4º
Tipo: artigo
Páginas: 785-785
Art. 4º A validação da certidão de quitação emitida por meio das páginas dos TREs e do TSE será feita com emprego de código de assinatura digital, baseada em rotina de autenticação desenvolvida pela Justiça Eleitoral.","Art. 4º A validação da certidão de quitação emitida por meio das páginas dos TREs e do TSE será feita com emprego de código de assinatura digital, baseada em rotina de autenticação desenvolvida pela Justiça Eleitoral.","resolucao; marco; validacao; certidao; quitacao; emitida; meio; paginas; tres; sera","True","452","113"
"13","13","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","artigo","Art. 5º","","Art. 5º","","","","","Art. 5º No ato da conferência de validade, deverão ser informados o número de inscrição, a data e o horário de emissão e o código alfanumérico constantes da certidão emitida.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 5º
Tipo: artigo
Páginas: 785-785
Art. 5º No ato da conferência de validade, deverão ser informados o número de inscrição, a data e o horário de emissão e o código alfanumérico constantes da certidão emitida.","Art. 5º No ato da conferência de validade, deverão ser informados o número de inscrição, a data e o horário de emissão e o código alfanumérico constantes da certidão emitida.","resolucao; marco; conferencia; validade; deverao; informados; numero; inscricao; data; horario","True","409","102"
"14","14","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","paragrafo","Art. 5º, Parágrafo único","Art. 5º","Art. 5º","Parágrafo único","","","","Parágrafo único. O sistema de validação efetuará o cotejo entre as informações fornecidas pelo eleitor e as constantes da assinatura digital geradas pela página e arquivada na base de dados da Justiça Eleitoral.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 5º, Parágrafo único
Tipo: paragrafo
Dispositivo pai: Art. 5º
Páginas: 785-785
Parágrafo único. O sistema de validação efetuará o cotejo entre as informações fornecidas pelo eleitor e as constantes da assinatura digital geradas pela página e arquivada na base de dados da Justiça Eleitoral.","Parágrafo único. O sistema de validação efetuará o cotejo entre as informações fornecidas pelo eleitor e as constantes da assinatura digital geradas pela página e arquivada na base de dados da Justiça Eleitoral.","paragrafo; unico; resolucao; marco; sistema; validacao; efetuara; cotejo; informacoes; fornecidas","True","491","122"
"15","15","Codigo_Eleitoral_2026_anotado.pdf","resolucao_21667_2004","Resolução n. 21.667, de 18 de março de 2004","","Normas editadas pelo TSE","Resoluções","785","785","","artigo","Art. 6º","","Art. 6º","","","","","Art. 6º Esta resolução entra em vigor na data de sua publicação. Sala de Sessões do Tribunal Superior Eleitoral.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 21.667, de 18 de março de 2004
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 6º
Tipo: artigo
Páginas: 785-785
Art. 6º Esta resolução entra em vigor na data de sua publicação. Sala de Sessões do Tribunal Superior Eleitoral.","Art. 6º Esta resolução entra em vigor na data de sua publicação. Sala de Sessões do Tribunal Superior Eleitoral.","resolucao; marco; esta; entra; vigor; data; publicacao; sala; sessoes; tribunal","True","347","86"
