"id","ordem_doc","arquivo_fonte","norma_id","norma_titulo","norma_nome_popular","macrogrupo","grupo_sumario","pagina_inicial","pagina_final","hierarquia_normativa","tipo_dispositivo","dispositivo","dispositivo_pai","artigo","paragrafo","inciso","alinea","item","texto_dispositivo","notas_texto","notas_json","qtd_notas","referencias_normativas","referencias_jurisprudenciais","referencias_sumulas","texto_rag","resumo_curto","palavras_chave","incluir_no_rag","chars","tokens_estimados"
"1","1","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","","norma","Resolução n. 23.596, de 20 de agosto de 2019","","","","","","","Dispõe sobre a filiação partidária, institui o Sistema de Filiação Partidária (Filia), disciplina o encaminhamento de dados pelos partidos políticos à Justiça Eleitoral e dá outras providências. O TRIBUNAL SUPERIOR ELEITORAL, no uso das atribuições que lhe são conferidas pelo","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Resolução n. 23.596, de 20 de agosto de 2019
Tipo: norma
Páginas: 947-947
Dispõe sobre a filiação partidária, institui o Sistema de Filiação Partidária (Filia), disciplina o encaminhamento de dados pelos partidos políticos à Justiça Eleitoral e dá outras providências. O TRIBUNAL SUPERIOR ELEITORAL, no uso das atribuições que lhe são conferidas pelo","Dispõe sobre a filiação partidária, institui o Sistema de Filiação Partidária (Filia), disciplina o encaminhamento de dados pelos partidos políticos à Justiça Eleitoral e dá outras providências. O TRIBUNAL SUPERIOR ELEITORAL, no uso das...","resolucao; agosto; filiacao; partidaria; eleitoral; dispoe; sobre; institui; sistema; filia","True","548","137"
"2","2","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","","artigo","Art. 23","","Art. 23","","","","","art. 23, IX, do Código Eleitoral e diante do disposto no art. 61 da Lei n. 9.096, de 19 de setembro de 1995, resolve:","","[]","0","Lei n. 9.096","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 23
Tipo: artigo
Páginas: 947-947
art. 23, IX, do Código Eleitoral e diante do disposto no art. 61 da Lei n. 9.096, de 19 de setembro de 1995, resolve:","art. 23, IX, do Código Eleitoral e diante do disposto no art. 61 da Lei n. 9.096, de 19 de setembro de 1995, resolve:","resolucao; agosto; codigo; eleitoral; diante; disposto; setembro; resolve","True","353","88"
"3","3","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","estrutura","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","","Art. 23","","","","","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Tipo: estrutura
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Páginas: 947-947
CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","capitulo; disposicoes; gerais; resolucao; agosto","True","350","87"
"4","4","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","artigo","Art. 1º","","Art. 1º","","","","","Art. 1º Somente poderá filiar-se a partido político o eleitor que estiver no pleno gozo de seus direitos políticos (Lei n. 9.096/1995, art. 16), ressalvada a possibilidade de filiação do eleitor considerado inelegível.","","[]","0","Lei n. 9.096/1995","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º
Tipo: artigo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Páginas: 947-947
Art. 1º Somente poderá filiar-se a partido político o eleitor que estiver no pleno gozo de seus direitos políticos (Lei n. 9.096/1995, art. 16), ressalvada a possibilidade de filiação do eleitor considerado inelegível.","Art. 1º Somente poderá filiar-se a partido político o eleitor que estiver no pleno gozo de seus direitos políticos (Lei n. 9.096/1995, art. 16), ressalvada a possibilidade de filiação do eleitor considerado inelegível.","eleitor; resolucao; agosto; capitulo; disposicoes; gerais; somente; podera; filiar; partido","True","502","125"
"5","5","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","paragrafo","Art. 1º, Parágrafo único","Art. 1º","Art. 1º","Parágrafo único","","","","Parágrafo único. Considera-se deferida, para todos os efeitos, a filiação partidária com o atendimento das regras estatutárias do partido (Lei n. 9.096/1995, art. 17).","","[]","0","Lei n. 9.096/1995","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 1º, Parágrafo único
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 1º
Páginas: 947-947
Parágrafo único. Considera-se deferida, para todos os efeitos, a filiação partidária com o atendimento das regras estatutárias do partido (Lei n. 9.096/1995, art. 17).","Parágrafo único. Considera-se deferida, para todos os efeitos, a filiação partidária com o atendimento das regras estatutárias do partido (Lei n. 9.096/1995, art. 17).","paragrafo; unico; resolucao; agosto; capitulo; disposicoes; gerais; considera; deferida; todos","True","496","124"
"6","6","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","artigo","Art. 2º","","Art. 2º","","","","","Art. 2º Para concorrer a cargo eletivo, o eleitor deverá estar filiado ao respectivo partido político pelo prazo mínimo definido em lei (Lei n. 9.504/1997, art. 9º).","","[]","0","Lei n. 9.504/1997","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º
Tipo: artigo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Páginas: 947-947
Art. 2º Para concorrer a cargo eletivo, o eleitor deverá estar filiado ao respectivo partido político pelo prazo mínimo definido em lei (Lei n. 9.504/1997, art. 9º).","Art. 2º Para concorrer a cargo eletivo, o eleitor deverá estar filiado ao respectivo partido político pelo prazo mínimo definido em lei (Lei n. 9.504/1997, art. 9º).","resolucao; agosto; capitulo; disposicoes; gerais; concorrer; cargo; eletivo; eleitor; devera","True","449","112"
"7","7","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","paragrafo","Art. 2º, §1º","Art. 2º","Art. 2º","§1º","","","","§ 1º O partido político pode estabelecer, em seu estatuto, para a candidatura a cargos eletivos, prazos de filiação partidária superiores aos definidos em lei, os quais não poderão ser alterados no ano da eleição (Lei n. 9.096/1995,","","[]","0","Lei n. 9.096/1995","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 2º, §1º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 2º
Páginas: 947-947
§ 1º O partido político pode estabelecer, em seu estatuto, para a candidatura a cargos eletivos, prazos de filiação partidária superiores aos definidos em lei, os quais não poderão ser alterados no ano da eleição (Lei n. 9.096/1995,","§ 1º O partido político pode estabelecer, em seu estatuto, para a candidatura a cargos eletivos, prazos de filiação partidária superiores aos definidos em lei, os quais não poderão ser alterados no ano da eleição (Lei n. 9.096/1995,","resolucao; agosto; capitulo; disposicoes; gerais; partido; politico; pode; estabelecer; estatuto","True","549","137"
"8","8","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","artigo","Art. 20","","Art. 20","","","","","art. 20, caput e parágrafo único).","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 20
Tipo: artigo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Páginas: 947-947
art. 20, caput e parágrafo único).","art. 20, caput e parágrafo único).","resolucao; agosto; capitulo; disposicoes; gerais; caput; paragrafo; unico","True","318","79"
"9","9","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","paragrafo","Art. 20, §2º","Art. 20","Art. 20","§2º","","","","§ 2º Os militares, magistrados, membros dos Tribunais de Contas e do Ministério Público devem observar as disposições legais próprias sobre prazos de filiação.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 20, §2º
Tipo: paragrafo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Dispositivo pai: Art. 20
Páginas: 947-947
§ 2º Os militares, magistrados, membros dos Tribunais de Contas e do Ministério Público devem observar as disposições legais próprias sobre prazos de filiação.","§ 2º Os militares, magistrados, membros dos Tribunais de Contas e do Ministério Público devem observar as disposições legais próprias sobre prazos de filiação.","disposicoes; resolucao; agosto; capitulo; gerais; militares; magistrados; membros; tribunais; contas","True","476","119"
"10","10","Codigo_Eleitoral_2026_anotado.pdf","resolucao_23596_2019","Resolução n. 23.596, de 20 de agosto de 2019","","Normas editadas pelo TSE","Resoluções","947","947","CAPÍTULO I - DAS DISPOSIÇÕES GERAIS","artigo","Art. 3º","","Art. 3º","","","","","Art. 3º A filiação partidária poderá ser requerida a qualquer órgão partidário, observadas as regras do estatuto do partido político.","","[]","0","","","","Documento: Código Eleitoral Anotado e Legislação Complementar 2026
Norma: Resolução n. 23.596, de 20 de agosto de 2019
Macrogrupo: Normas editadas pelo TSE
Grupo do sumário: Resoluções
Dispositivo: Art. 3º
Tipo: artigo
Hierarquia: CAPÍTULO I - DAS DISPOSIÇÕES GERAIS
Páginas: 947-947
Art. 3º A filiação partidária poderá ser requerida a qualquer órgão partidário, observadas as regras do estatuto do partido político.","Art. 3º A filiação partidária poderá ser requerida a qualquer órgão partidário, observadas as regras do estatuto do partido político.","resolucao; agosto; capitulo; disposicoes; gerais; filiacao; partidaria; podera; requerida; qualquer","True","417","104"
